role,object_type,object_id,colony_class,strategic_tags,priority_score,pop_growth_or_assembly,resettlement_source_mult,resettlement_destination_mult,capital_or_diplomacy_modifier,can_demolish,can_build,can_be_disabled,has_destroy_trigger,has_country_modifier,has_empire_limit,requires_capital,winning_mod_name,winning_file,modifier_keys_json,direct_output_json,direct_upkeep_json,unresolved_variables,direct_output_physics_research,direct_output_society_research,direct_output_engineering_research,direct_output_energy,direct_output_minerals,direct_output_consumer_goods,direct_output_alloys,direct_output_volatile_motes,direct_output_exotic_gases,direct_output_rare_crystals,direct_output_food,direct_output_unity,direct_output_influence,direct_output_trade,direct_output_trade_value,direct_output_sr_zro,direct_output_sr_dark_matter,direct_output_sr_living_metal,direct_output_nanites,direct_output_giga_sr_negative_mass,direct_output_giga_sr_amb_megaconstruction,direct_output_giga_sr_iodizium,direct_output_giga_sr_sentient_metal,direct_upkeep_physics_research,direct_upkeep_society_research,direct_upkeep_engineering_research,direct_upkeep_energy,direct_upkeep_minerals,direct_upkeep_consumer_goods,direct_upkeep_alloys,direct_upkeep_volatile_motes,direct_upkeep_exotic_gases,direct_upkeep_rare_crystals,direct_upkeep_food,direct_upkeep_unity,direct_upkeep_influence,direct_upkeep_trade,direct_upkeep_trade_value,direct_upkeep_sr_zro,direct_upkeep_sr_dark_matter,direct_upkeep_sr_living_metal,direct_upkeep_nanites,direct_upkeep_giga_sr_negative_mass,direct_upkeep_giga_sr_amb_megaconstruction,direct_upkeep_giga_sr_iodizium,direct_upkeep_giga_sr_sentient_metal
capital_world,building,building_artist_patron,generic_planet_or_special,capital_or_empire_unique_candidate,10.0,0,0,0,0,yes,default,default,no,no,yes,no,Stellaris vanilla,common\buildings\12_event_buildings.txt,{},{},"{""energy"":2.0}",none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
capital_world,building,building_astral_siphon_1,generic_planet_or_special,capital_or_empire_unique_candidate,10.0,0,0,0,0,default,default,default,no,yes,no,no,Stellaris vanilla,common\buildings\18_astral_planes_buildings.txt,{},{},"{""energy"":2.0}",none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
capital_world,building,building_astral_siphon_2,generic_planet_or_special,capital_or_empire_unique_candidate,10.0,0,0,0,0,default,no,default,no,yes,no,no,Stellaris vanilla,common\buildings\18_astral_planes_buildings.txt,{},{},"{""energy"":8.0}",none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
capital_world,building,building_astral_siphon_3,generic_planet_or_special,capital_or_empire_unique_candidate,10.0,0,0,0,0,default,no,default,no,yes,no,no,Stellaris vanilla,common\buildings\18_astral_planes_buildings.txt,{},{},"{""energy"":8.0}",none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
capital_world,building,building_battlement_of_steel,generic_planet_or_special,cannot_demolish|capital_or_empire_unique_candidate|has_destroy_trigger,10.0,0,0,0,0,no,default,default,yes,no,yes,no,Stellaris vanilla,common\buildings\20_machine_age_buildings.txt,{},{},"{""energy"":2.0}",none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
capital_world,building,building_beetle_sensor,generic_planet_or_special,capital_or_empire_unique_candidate|has_destroy_trigger,10.0,0,0,0,0,default,default,default,yes,yes,yes,no,Forgotten Empires 4.4.1,common\buildings\scfe_buildings.txt,{},"{""physics_research"":6.0,""unity"":4.0}","{""energy"":3.0,""exotic_gases"":2.0,""food"":1.0,""minerals"":1.0}",none,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
capital_world,building,building_beetle_sensor_2,generic_planet_or_special,capital_or_empire_unique_candidate|has_destroy_trigger,10.0,0,0,0,0,default,default,default,yes,yes,yes,no,Forgotten Empires 4.4.1,common\buildings\scfe_buildings.txt,{},"{""physics_research"":10.0,""unity"":8.0}","{""energy"":5.0,""exotic_gases"":3.0,""food"":2.0,""minerals"":2.0}",none,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
capital_world,building,building_bio_reprocessing_facilities,generic_planet_or_special,capital_or_empire_unique_candidate|has_destroy_trigger,10.0,0,0,0,0,default,default,default,yes,yes,no,no,Stellaris vanilla,common\buildings\14_branch_office_buildings.txt,{},"{""food"":10.0}","{""energy"":2.0}",none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
capital_world,building,building_capital,generic_planet_or_special,cannot_demolish|capital_or_empire_unique_candidate,10.0,0,0,0,0,no,no,no,no,no,no,no,Stellaris vanilla,common\buildings\00_capital_buildings.txt,"{""planet_amenities_add"":1000.0}",{},"{""energy"":5.0}",none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
capital_world,building,building_capital_wilderness,generic_planet_or_special,cannot_demolish|capital_or_empire_unique_candidate|has_destroy_trigger,10.0,0,0,0,0,no,no,no,yes,no,no,no,Stellaris vanilla,common\buildings\21_wilderness_buildings.txt,"{""planet_amenities_add"":1000.0}",{},"{""food"":5.0}",none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
capital_world,building,building_chamber_of_silence,generic_planet_or_special,capital_or_empire_unique_candidate|has_destroy_trigger,10.0,0,0,0,0,default,default,no,yes,yes,no,no,Stellaris vanilla,common\buildings\23_shroud_buildings.txt,"{""planet_stability_add"":5.0}",{},"{""energy"":5.0}",none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
capital_world,building,building_commercial_forum,generic_planet_or_special,capital_or_empire_unique_candidate|has_destroy_trigger,10.0,0,0,0,0,default,default,default,yes,yes,no,no,Stellaris vanilla,common\buildings\14_branch_office_buildings.txt,{},{},"{""energy"":3.0}",none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
capital_world,building,building_composer_sanctum,generic_planet_or_special,capital_or_empire_unique_candidate|has_destroy_trigger,10.0,0,0,0,0,default,default,default,yes,yes,yes,no,Stellaris vanilla,common\buildings\12_event_buildings.txt,{},{},"{""energy"":8.0,""sr_zro"":1.0}",none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
capital_world,building,building_consciousness_amplifier,generic_planet_or_special,capital_or_empire_unique_candidate|has_destroy_trigger,10.0,0,0,0,0,default,default,default,yes,yes,yes,no,Forgotten Empires 4.4.1,common\buildings\scfe_buildings.txt,"{""planet_stability_add"":5.0}","{""energy"":4.0,""unity"":6.0}","{""exotic_gases"":2.0,""minerals"":2.0}",none,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
capital_world,building,building_contained_ecosphere,generic_planet_or_special,capital_or_empire_unique_candidate,10.0,0,0,0,0,yes,yes,default,no,no,yes,no,Stellaris vanilla,common\buildings\17_paragon_buildings.txt,{},"{""food"":40.0}","{""energy"":5.0}",none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
capital_world,building,building_corporate_clinics,generic_planet_or_special,capital_or_empire_unique_candidate,10.0,0,0,0,0,default,default,default,no,yes,no,no,Stellaris vanilla,common\buildings\14_branch_office_buildings.txt,"{""job_healthcare_amenities_add"":100.0}","{""energy"":8.0,""unity"":2.0}","{""consumer_goods"":1.0}",none,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
capital_world,building,building_corporate_embassy,generic_planet_or_special,capital_or_empire_unique_candidate|has_destroy_trigger,10.0,0,0,0,0,default,default,default,yes,yes,no,no,Stellaris vanilla,common\buildings\14_branch_office_buildings.txt,{},{},"{""energy"":3.0}",none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
capital_world,building,building_disinformation_center,generic_planet_or_special,capital_or_empire_unique_candidate|has_destroy_trigger,10.0,0,0,0,0,default,default,default,yes,yes,no,no,Stellaris vanilla,common\buildings\14_branch_office_buildings.txt,{},{},"{""energy"":3.0}",none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
capital_world,building,building_eater_sanctum,generic_planet_or_special,capital_or_empire_unique_candidate|has_destroy_trigger,10.0,0,0,0,0,default,default,default,yes,yes,yes,no,Stellaris vanilla,common\buildings\12_event_buildings.txt,{},{},"{""energy"":8.0,""sr_zro"":1.0}",none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
capital_world,building,building_empyrean_shrine,generic_planet_or_special,capital_or_empire_unique_candidate,10.0,0,0,0,0,yes,no,default,no,yes,no,no,Stellaris vanilla,common\buildings\13_fallen_empire_buildings.txt,{},{},"{""alloys"":3.0,""energy"":10.0,""rare_crystals"":2.0}",none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
