role,build_plan_family,source_scope,colony_class,slots,selected_count,selected_objects,gross_role_output,net_role_output,output_physics_research,output_society_research,output_engineering_research,output_energy,output_minerals,output_consumer_goods,output_alloys,output_volatile_motes,output_exotic_gases,output_rare_crystals,output_food,output_unity,output_influence,output_trade,output_trade_value,output_sr_zro,output_sr_dark_matter,output_sr_living_metal,output_nanites,output_giga_sr_negative_mass,output_giga_sr_amb_megaconstruction,output_giga_sr_iodizium,output_giga_sr_sentient_metal,upkeep_physics_research,upkeep_society_research,upkeep_engineering_research,upkeep_energy,upkeep_minerals,upkeep_consumer_goods,upkeep_alloys,upkeep_volatile_motes,upkeep_exotic_gases,upkeep_rare_crystals,upkeep_food,upkeep_unity,upkeep_influence,upkeep_trade,upkeep_trade_value,upkeep_sr_zro,upkeep_sr_dark_matter,upkeep_sr_living_metal,upkeep_nanites,upkeep_giga_sr_negative_mass,upkeep_giga_sr_amb_megaconstruction,upkeep_giga_sr_iodizium,upkeep_giga_sr_sentient_metal,net_physics_research,net_society_research,net_engineering_research,net_energy,net_minerals,net_consumer_goods,net_alloys,net_volatile_motes,net_exotic_gases,net_rare_crystals,net_food,net_unity,net_influence,net_trade,net_trade_value,net_sr_zro,net_sr_dark_matter,net_sr_living_metal,net_nanites,net_giga_sr_negative_mass,net_giga_sr_amb_megaconstruction,net_giga_sr_iodizium,net_giga_sr_sentient_metal
agri_world,agri_world,development_top_3,all_colony_classes,0,3,district:district_giga_birch_void_ktisma|district:district_rw_farming|district:district_orchard_forests,10290.0,10290.0,0.0,0.0,0.0,10000.0,10000.0,5000.0,5037.0,0.0,0.0,0.0,10290.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9999.0,10000.0,5000.0,5037.0,0.0,0.0,0.0,10290.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
agri_world,agri_world,development_top_3,generic_planet_or_special,0,3,district:district_rw_farming|district:district_orchard_forests|district:district_giga_orbital_farming,290.55,290.55,0.0,0.0,0.0,0.0,0.0,0.0,37.07,0.0,0.0,0.0,290.55,0.0,0.0,100.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,37.07,0.0,0.0,0.0,290.55,0.0,0.0,100.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
agri_world,agri_world,development_top_6,all_colony_classes,0,6,district:district_giga_birch_void_ktisma|district:district_rw_farming|district:district_orchard_forests|zone:zone_resort_hunting_ground|district:district_giga_frameworld_farming|district:district_giga_orbital_farming,10297.55,10297.55,0.0,1.0,0.0,10000.0,10000.0,5000.0,5037.07,0.0,0.0,0.0,10297.55,5.0,0.0,100.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9998.0,10000.0,5000.0,5035.07,0.0,0.0,0.0,10297.55,5.0,0.0,100.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
agri_world,agri_world,development_top_6,generic_planet_or_special,0,6,district:district_rw_farming|district:district_orchard_forests|district:district_giga_orbital_farming|district:district_giga_orbital_sanctuary|district:district_maginot_world_barracks_wilderness|district:district_maginot_world_barracks,304.62,280.62,0.0,2.0,0.0,0.0,0.0,0.0,39.08,0.0,0.0,0.0,304.62,58.1,0.0,120.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,24.0,12.0,8.0,0.0,0.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-128.0,-24.0,-12.0,31.08,0.0,0.0,-2.0,280.62,58.1,0.0,120.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
agri_world,agri_world,raw_terminal_buildings_10_in_10_slots,building_slots_any_colony,10,10,building_mem_lost_emperor_ancient_palace|building_nourishment_center|building_giga_aeternum_ultrafarm|building_giga_gas_giant_habitation_module|building_giga_interstellar_hydroponic_farm|building_low_tech_farm|building_contained_ecosphere|building_primitive_farm|building_mp_underground_farms|building_mem_primitive_farm,1661.0,1645.25,503.0,501.9,502.0,1312.0,1130.0,514.25,562.0,15.0,15.0,15.0,1661.0,0.75,0.0,116.0,0.0,0.0,15.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,10.5,4.15,5.6,0.0,5.0,0.0,15.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,503.0,501.9,502.0,1249.0,1119.5,510.1,556.4,15.0,10.0,15.0,1645.25,0.75,0.0,116.0,0.0,0.0,15.1,0.0,-0.5,0.0,0.0,0.0,0.0
agri_world,agri_world,raw_terminal_buildings_12_in_12_slots,building_slots_any_colony,12,12,building_mem_lost_emperor_ancient_palace|building_nourishment_center|building_giga_aeternum_ultrafarm|building_giga_gas_giant_habitation_module|building_giga_interstellar_hydroponic_farm|building_low_tech_farm|building_contained_ecosphere|building_primitive_farm|building_mp_underground_farms|building_mem_primitive_farm|building_hive_primitive_farm|building_aspmod_primitive_farm,1721.0,1705.25,503.0,501.9,502.0,1312.0,1130.0,514.25,562.0,15.0,15.0,15.0,1721.0,0.75,0.0,116.0,0.0,0.0,15.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,10.5,4.15,5.6,0.0,5.0,0.0,15.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,503.0,501.9,502.0,1249.0,1119.5,510.1,556.4,15.0,10.0,15.0,1705.25,0.75,0.0,116.0,0.0,0.0,15.1,0.0,-0.5,0.0,0.0,0.0,0.0
agri_world,agri_world,raw_terminal_buildings_6_in_6_slots,building_slots_any_colony,6,6,building_mem_lost_emperor_ancient_palace|building_nourishment_center|building_giga_aeternum_ultrafarm|building_giga_gas_giant_habitation_module|building_giga_interstellar_hydroponic_farm|building_low_tech_farm,1531.0,1515.25,503.0,501.9,502.0,1312.0,1130.0,514.25,562.0,15.0,15.0,15.0,1531.0,0.75,0.0,116.0,0.0,0.0,15.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,10.5,4.15,5.6,0.0,5.0,0.0,15.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,503.0,501.9,502.0,1254.0,1119.5,510.1,556.4,15.0,10.0,15.0,1515.25,0.75,0.0,116.0,0.0,0.0,15.1,0.0,-0.5,0.0,0.0,0.0,0.0
agri_world,agri_world,raw_terminal_buildings_8_in_8_slots,building_slots_any_colony,8,8,building_mem_lost_emperor_ancient_palace|building_nourishment_center|building_giga_aeternum_ultrafarm|building_giga_gas_giant_habitation_module|building_giga_interstellar_hydroponic_farm|building_low_tech_farm|building_contained_ecosphere|building_primitive_farm,1601.0,1585.25,503.0,501.9,502.0,1312.0,1130.0,514.25,562.0,15.0,15.0,15.0,1601.0,0.75,0.0,116.0,0.0,0.0,15.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,10.5,4.15,5.6,0.0,5.0,0.0,15.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,503.0,501.9,502.0,1249.0,1119.5,510.1,556.4,15.0,10.0,15.0,1585.25,0.75,0.0,116.0,0.0,0.0,15.1,0.0,-0.5,0.0,0.0,0.0,0.0
agri_world,agri_world,repeatable_terminal_buildings_10_in_10_slots,building_slots_any_colony,10,10,building_nourishment_center|building_giga_aeternum_ultrafarm|building_giga_gas_giant_habitation_module|building_giga_interstellar_hydroponic_farm|building_low_tech_farm|building_contained_ecosphere|building_primitive_farm|building_hive_primitive_farm|building_aspmod_primitive_farm|building_giga_pcc_scrap_pile,679.0,679.0,0.0,0.0,0.0,312.0,196.0,0.0,80.0,0.0,0.0,0.0,679.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0,196.0,0.0,75.0,0.0,-5.0,0.0,679.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
agri_world,agri_world,repeatable_terminal_buildings_12_in_12_slots,building_slots_any_colony,12,12,building_nourishment_center|building_giga_aeternum_ultrafarm|building_giga_gas_giant_habitation_module|building_giga_interstellar_hydroponic_farm|building_low_tech_farm|building_contained_ecosphere|building_primitive_farm|building_hive_primitive_farm|building_aspmod_primitive_farm|building_giga_pcc_scrap_pile|building_bio_reprocessing_facilities|building_food_processing_center,711.0,711.0,0.0,0.0,0.0,312.0,196.0,0.0,81.0,0.0,0.0,0.0,711.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,5.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.0,196.0,0.0,76.0,0.0,-9.0,0.0,711.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
agri_world,agri_world,repeatable_terminal_buildings_6_in_6_slots,building_slots_any_colony,6,6,building_nourishment_center|building_giga_aeternum_ultrafarm|building_giga_gas_giant_habitation_module|building_giga_interstellar_hydroponic_farm|building_low_tech_farm|building_contained_ecosphere,571.0,571.0,0.0,0.0,0.0,312.0,130.0,0.0,62.0,0.0,0.0,0.0,571.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.0,130.0,0.0,57.0,0.0,-5.0,0.0,571.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
agri_world,agri_world,repeatable_terminal_buildings_8_in_8_slots,building_slots_any_colony,8,8,building_nourishment_center|building_giga_aeternum_ultrafarm|building_giga_gas_giant_habitation_module|building_giga_interstellar_hydroponic_farm|building_low_tech_farm|building_contained_ecosphere|building_primitive_farm|building_hive_primitive_farm,631.0,631.0,0.0,0.0,0.0,312.0,130.0,0.0,62.0,0.0,0.0,0.0,631.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.0,130.0,0.0,57.0,0.0,-5.0,0.0,631.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arcology_world,arcology_world,development_family_top_1,arcology,0,1,district:district_pd_garden_arcology_housing,10.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,-5.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arcology_world,arcology_world,development_family_top_3,arcology,0,3,district:district_pd_garden_arcology_housing|district:district_pd_commercial_arcology_housing|district:district_arcology_urban_3,17.0,17.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,-15.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arcology_world,arcology_world,development_family_top_6,arcology,0,6,district:district_pd_garden_arcology_housing|district:district_pd_commercial_arcology_housing|district:district_arcology_urban_3|district:district_arcology_urban_2|district:district_arcology_urban_1|district:district_arcology_leisure,23.0,23.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,-30.0,0.0,-8.0,0.0,0.0,-1.0,0.0,0.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
birch_world,birch_world,development_family_top_1,birch_world,0,1,district:district_giga_birch_void_ktisma,40000.0,40000.0,0.0,0.0,0.0,10000.0,10000.0,5000.0,5000.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,10000.0,5000.0,5000.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
birch_world,birch_world,development_family_top_3,birch_world,0,3,district:district_giga_birch_void_ktisma|district:district_giga_birch_void_physma|district:district_giga_birch_void_orykta,48500.0,48500.0,2500.0,2500.0,2500.0,10000.0,10000.0,5000.0,5000.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,2500.0,2500.0,10000.0,10000.0,5000.0,5000.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
birch_world,birch_world,development_family_top_6,birch_world,0,6,district:district_giga_birch_void_ktisma|district:district_giga_birch_void_physma|district:district_giga_birch_void_orykta|district:district_giga_origin_birch_lab|district:district_giga_birch_void_structure|district:district_giga_birch_structure,48539.27,48495.87,2509.0,2511.0,2509.15,10000.0,10000.0,5000.0,5000.0,0.0,0.0,0.0,10000.0,10.12,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.1,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2509.0,2511.0,2509.15,9956.9,10000.0,4999.9,4999.8,0.0,0.0,0.0,10000.0,10.12,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
capital_world,capital_world,strategic_family_top_1,strategic_infrastructure,0,1,building:building_order_keep,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
capital_world,capital_world,strategic_family_top_3,strategic_infrastructure,0,3,building:building_order_keep|building:building_grand_embassy|building:mem_building_ancient_palace,155.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
capital_world,capital_world,strategic_family_top_6,strategic_infrastructure,0,6,building:building_order_keep|building:building_grand_embassy|building:mem_building_ancient_palace|building:building_whisperers_sanctum|building:building_embassy|building:building_xeno_tourism_agency,247.5,247.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-36.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
