scenario,month,income_energy,income_minerals,income_food,income_consumer_goods,income_alloys,income_unity,income_trade,income_research,target_energy,target_minerals,target_food,target_consumer_goods,target_alloys,target_unity,target_trade,target_research,research_to_ordinary_ratio
early_balanced,85,153.0,155.0,60.0,155.0,121.0,221.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0983
early_balanced,86,153.0,155.0,60.0,155.0,121.0,221.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0983
early_balanced,87,153.0,155.0,60.0,155.0,121.0,221.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0983
early_balanced,88,153.0,155.0,60.0,155.0,121.0,221.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0983
early_balanced,89,153.0,155.0,60.0,155.0,121.0,221.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0983
early_balanced,90,153.0,155.0,60.0,155.0,121.0,221.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0983
early_balanced,91,153.0,155.0,60.0,155.0,121.0,221.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0983
early_balanced,92,153.0,155.0,60.0,155.0,121.0,221.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0983
early_balanced,93,153.0,155.0,60.0,155.0,121.0,221.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0983
early_balanced,94,153.0,155.0,60.0,155.0,121.0,221.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0983
early_balanced,95,153.0,155.0,60.0,155.0,121.0,221.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0983
early_balanced,96,153.0,155.0,60.0,155.0,121.0,221.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0983
early_balanced,97,153.0,155.0,60.0,155.0,121.0,221.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0983
early_balanced,98,153.0,155.0,60.0,155.0,121.0,221.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0983
early_balanced,99,153.0,155.0,60.0,155.0,121.0,221.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0983
early_balanced,100,153.0,155.0,60.0,155.0,121.0,221.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0983
early_balanced,101,153.0,155.0,60.0,155.0,121.0,221.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0983
early_balanced,102,153.0,155.0,60.0,155.0,121.0,221.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0983
early_balanced,103,153.0,155.0,60.0,155.0,121.0,221.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0983
early_balanced,104,153.0,155.0,60.0,155.0,121.0,221.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0983
early_balanced,105,153.0,155.0,60.0,155.0,121.0,221.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0983
early_balanced,106,153.0,155.0,60.0,155.0,121.0,221.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0983
early_balanced,107,153.0,155.0,60.0,155.0,121.0,221.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0983
early_balanced,108,153.0,155.0,60.0,155.0,121.0,221.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0983
early_balanced,109,153.0,155.0,60.0,155.0,121.0,221.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0983
early_balanced,110,153.0,155.0,60.0,155.0,121.0,221.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0983
early_balanced,111,153.0,155.0,60.0,155.0,121.0,221.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0983
early_balanced,112,153.0,155.0,60.0,155.0,121.0,221.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0983
early_balanced,113,153.0,155.0,60.0,155.0,121.0,221.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0983
early_balanced,114,153.0,155.0,60.0,155.0,121.0,221.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0983
early_balanced,115,153.0,155.0,60.0,155.0,121.0,221.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0983
early_balanced,116,153.0,155.0,60.0,155.0,121.0,221.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0983
early_balanced,117,153.0,155.0,60.0,155.0,121.0,221.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0983
early_balanced,118,153.0,155.0,60.0,155.0,121.0,221.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0983
early_balanced,119,153.0,155.0,60.0,155.0,121.0,221.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0983
early_balanced,120,153.0,155.0,60.0,155.0,121.0,221.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0983
early_expansion,1,30.0,40.0,8.0,20.0,30.0,20.0,0.0,340.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,2.2973
early_expansion,2,30.0,40.0,8.0,20.0,30.0,20.0,0.0,520.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.5135
early_expansion,3,30.0,40.0,8.0,20.0,30.0,20.0,0.0,700.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,4.7297
early_expansion,4,30.0,40.0,8.0,20.0,30.0,20.0,0.0,880.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,5.9459
early_expansion,5,30.0,40.0,8.0,20.0,30.0,20.0,0.0,1060.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,7.1622
early_expansion,6,30.0,40.0,8.0,20.0,30.0,20.0,0.0,1240.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,8.3784
early_expansion,7,30.0,40.0,8.0,20.0,30.0,20.0,0.0,1420.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,9.5946
early_expansion,8,30.0,40.0,8.0,28.0,30.0,20.0,0.0,1555.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,9.9679
early_expansion,9,42.0,40.0,8.0,36.0,30.0,20.0,0.0,1645.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,9.3466
early_expansion,10,54.0,40.0,8.0,44.0,30.0,20.0,0.0,1735.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,8.852
early_expansion,11,54.0,40.0,8.0,60.0,30.0,20.0,0.0,1825.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,8.6085
early_expansion,12,66.0,40.0,8.0,68.0,30.0,20.0,0.0,1915.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,8.2543
early_expansion,13,78.0,40.0,8.0,76.0,30.0,20.0,0.0,2005.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,7.9563
early_expansion,14,90.0,55.0,8.0,84.0,30.0,20.0,0.0,2050.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,7.1429
early_expansion,15,102.0,55.0,8.0,92.0,30.0,20.0,0.0,2140.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,6.9707
early_expansion,16,102.0,70.0,8.0,100.0,38.0,20.0,0.0,2185.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,6.4645
early_expansion,17,102.0,85.0,8.0,108.0,46.0,20.0,0.0,2230.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,6.0434
early_expansion,18,114.0,85.0,8.0,108.0,54.0,20.0,0.0,2320.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,5.964
early_expansion,19,114.0,100.0,8.0,116.0,62.0,20.0,0.0,2365.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,5.631
early_expansion,20,126.0,100.0,8.0,124.0,70.0,26.0,0.0,2365.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,5.2093
early_expansion,21,126.0,100.0,20.0,124.0,70.0,38.0,0.0,2410.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,5.0418
early_expansion,22,126.0,115.0,20.0,124.0,78.0,50.0,0.0,2410.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,4.6979
early_expansion,23,126.0,115.0,20.0,124.0,78.0,68.0,0.0,2455.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,4.6234
early_expansion,24,126.0,115.0,32.0,132.0,86.0,74.0,0.0,2455.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,4.3451
early_expansion,25,138.0,115.0,32.0,132.0,86.0,92.0,0.0,2455.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,4.1261
early_expansion,26,138.0,130.0,32.0,132.0,94.0,98.0,0.0,2500.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,4.0064
early_expansion,27,138.0,130.0,32.0,140.0,94.0,116.0,0.0,2500.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.8462
early_expansion,28,138.0,130.0,44.0,140.0,94.0,128.0,0.0,2545.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.776
early_expansion,29,138.0,130.0,44.0,140.0,102.0,146.0,0.0,2545.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.6357
early_expansion,30,150.0,145.0,44.0,140.0,102.0,152.0,0.0,2590.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.5334
early_expansion,31,150.0,145.0,56.0,140.0,110.0,164.0,0.0,2590.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.3856
early_expansion,32,150.0,145.0,56.0,148.0,110.0,182.0,0.0,2590.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.2743
early_expansion,33,150.0,145.0,56.0,148.0,118.0,194.0,0.0,2635.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.2491
early_expansion,34,150.0,160.0,68.0,148.0,118.0,206.0,0.0,2635.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.1
early_expansion,35,150.0,160.0,68.0,156.0,118.0,218.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0805
early_expansion,36,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,37,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,38,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,39,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,40,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,41,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,42,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,43,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,44,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,45,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,46,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,47,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,48,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,49,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,50,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,51,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,52,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,53,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,54,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
