phase,mod_id,mod_name,object_type,object_name,source_file,source_exists,source_has_ai_weight,policy_recommendation,priority_band,minimum_v1_intervention,status,reason
P10,3610149307,Stellar AI,building,building_foundry_1,common/buildings/~stellarai_manufacturing_buildings.txt,yes,no,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,3610149307,Stellar AI,building,building_foundry_2,common/buildings/~stellarai_manufacturing_buildings.txt,yes,yes,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,3610149307,Stellar AI,building,building_foundry_3,common/buildings/~stellarai_manufacturing_buildings.txt,yes,yes,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,1121692237,Gigastructural Engineering & More (4.4),building,building_frameworld_branch_office_outpost,common/buildings/giga_frameworld_buildings.txt,yes,yes,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,1121692237,Gigastructural Engineering & More (4.4),building,building_frameworld_outpost,common/buildings/giga_frameworld_buildings.txt,yes,no,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,3610149307,Stellar AI,building,building_gas_extractors,common/buildings/~stellarai_deposit_buildings.txt,yes,yes,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,3610149307,Stellar AI,building,building_generator_districts_1,common/buildings/~stellarai_resource_buildings.txt,yes,yes,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,3610149307,Stellar AI,building,building_generator_districts_2,common/buildings/~stellarai_resource_buildings.txt,yes,yes,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,3610149307,Stellar AI,building,building_generator_districts_3,common/buildings/~stellarai_resource_buildings.txt,yes,yes,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,3610149307,Stellar AI,building,building_generator_districts_4,common/buildings/~stellarai_resource_buildings.txt,yes,yes,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,3610149307,Stellar AI,building,building_generator_generic,common/buildings/~stellarai_resource_buildings.txt,yes,yes,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,1121692237,Gigastructural Engineering & More (4.4),building,building_giga_aeternum_birch_capital,common/buildings/giga_aeternum_buildings.txt,yes,yes,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,1121692237,Gigastructural Engineering & More (4.4),building,building_giga_aeternum_housing,common/buildings/giga_aeternum_buildings.txt,yes,yes,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,1121692237,Gigastructural Engineering & More (4.4),building,building_giga_aeternum_leisure_center,common/buildings/giga_aeternum_buildings.txt,yes,yes,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,1121692237,Gigastructural Engineering & More (4.4),building,building_giga_aeternum_megacity_energy,common/buildings/giga_aeternum_buildings.txt,yes,no,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,1121692237,Gigastructural Engineering & More (4.4),building,building_giga_aeternum_megacity_factory,common/buildings/giga_aeternum_buildings.txt,yes,no,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,1121692237,Gigastructural Engineering & More (4.4),building,building_giga_aeternum_megacity_megaconstruction,common/buildings/giga_aeternum_buildings.txt,yes,no,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,1121692237,Gigastructural Engineering & More (4.4),building,building_giga_aeternum_megacity_military,common/buildings/giga_aeternum_buildings.txt,yes,no,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,1121692237,Gigastructural Engineering & More (4.4),building,building_giga_aeternum_megacity_psionic,common/buildings/giga_aeternum_buildings.txt,yes,no,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,1121692237,Gigastructural Engineering & More (4.4),building,building_giga_aeternum_megacity_research,common/buildings/giga_aeternum_buildings.txt,yes,no,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,1121692237,Gigastructural Engineering & More (4.4),building,building_giga_aeternum_megacity_unity,common/buildings/giga_aeternum_buildings.txt,yes,no,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,1121692237,Gigastructural Engineering & More (4.4),building,building_giga_aeternum_psi_halls,common/buildings/giga_aeternum_buildings.txt,yes,yes,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,1121692237,Gigastructural Engineering & More (4.4),building,building_giga_aeternum_quantum_reactor,common/buildings/giga_aeternum_buildings.txt,yes,yes,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,1121692237,Gigastructural Engineering & More (4.4),building,building_giga_aeternum_ruler_computer,common/buildings/giga_aeternum_buildings.txt,yes,yes,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,1121692237,Gigastructural Engineering & More (4.4),building,building_giga_aeternum_synthetizer,common/buildings/giga_aeternum_buildings.txt,yes,yes,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,1121692237,Gigastructural Engineering & More (4.4),building,building_giga_aeternum_ultrafarm,common/buildings/giga_aeternum_buildings.txt,yes,yes,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,1121692237,Gigastructural Engineering & More (4.4),building,building_giga_ancient_palace,common/buildings/giga_fallen_empire_buildings.txt,yes,no,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,1121692237,Gigastructural Engineering & More (4.4),building,building_giga_asteroid_factory_alloys,common/buildings/giga_asteroid_industry_buildings.txt,yes,no,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,1121692237,Gigastructural Engineering & More (4.4),building,building_giga_asteroid_factory_alloys_one_planet,common/buildings/giga_asteroid_industry_buildings.txt,yes,no,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,1121692237,Gigastructural Engineering & More (4.4),building,building_giga_asteroid_factory_consumer_goods,common/buildings/giga_asteroid_industry_buildings.txt,yes,no,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,1121692237,Gigastructural Engineering & More (4.4),building,building_giga_asteroid_factory_consumer_goods_one_planet,common/buildings/giga_asteroid_industry_buildings.txt,yes,no,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,1121692237,Gigastructural Engineering & More (4.4),building,building_giga_asteroid_factory_energy,common/buildings/giga_asteroid_industry_buildings.txt,yes,no,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,1121692237,Gigastructural Engineering & More (4.4),building,building_giga_asteroid_factory_energy_one_planet,common/buildings/giga_asteroid_industry_buildings.txt,yes,no,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,1121692237,Gigastructural Engineering & More (4.4),building,building_giga_asteroid_factory_food,common/buildings/giga_asteroid_industry_buildings.txt,yes,no,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,1121692237,Gigastructural Engineering & More (4.4),building,building_giga_asteroid_factory_food_one_planet,common/buildings/giga_asteroid_industry_buildings.txt,yes,no,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,1121692237,Gigastructural Engineering & More (4.4),building,building_giga_asteroid_factory_supertensiles,common/buildings/giga_asteroid_industry_buildings.txt,yes,no,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,1121692237,Gigastructural Engineering & More (4.4),building,building_giga_asteroid_factory_supertensiles_one_planet,common/buildings/giga_asteroid_industry_buildings.txt,yes,no,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,1121692237,Gigastructural Engineering & More (4.4),building,building_giga_blokkat_blokkwork_node,common/buildings/giga_blokkat_buildings.txt,yes,no,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,1121692237,Gigastructural Engineering & More (4.4),building,building_giga_blokkat_energy_capacitor,common/buildings/giga_blokkat_buildings.txt,yes,no,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,1121692237,Gigastructural Engineering & More (4.4),building,building_giga_blokkat_hyperdimensional_research,common/buildings/giga_blokkat_buildings.txt,yes,no,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,1121692237,Gigastructural Engineering & More (4.4),building,building_giga_catalyst_crafter,common/buildings/giga_catalyst_buildings.txt,yes,no,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,1121692237,Gigastructural Engineering & More (4.4),building,building_giga_catalyst_spaceport,common/buildings/giga_catalyst_buildings.txt,yes,no,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,1121692237,Gigastructural Engineering & More (4.4),building,building_giga_catalyst_vault,common/buildings/giga_catalyst_buildings.txt,yes,no,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,1121692237,Gigastructural Engineering & More (4.4),building,building_giga_catalyst_workshop,common/buildings/giga_catalyst_buildings.txt,yes,no,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,1121692237,Gigastructural Engineering & More (4.4),building,building_giga_corrona_capital,common/buildings/giga_corrona_buildings.txt,yes,yes,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,1121692237,Gigastructural Engineering & More (4.4),building,building_giga_corrona_homes,common/buildings/giga_corrona_buildings.txt,yes,yes,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,1121692237,Gigastructural Engineering & More (4.4),building,building_giga_eawaf_disenchanter_building_1,common/buildings/giga_eawaf_buildings.txt,yes,yes,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,1121692237,Gigastructural Engineering & More (4.4),building,building_giga_eawaf_disenchanter_building_2,common/buildings/giga_eawaf_buildings.txt,yes,yes,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,1121692237,Gigastructural Engineering & More (4.4),building,building_giga_eawaf_psifusion_reactor,common/buildings/giga_eawaf_buildings.txt,yes,yes,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,1121692237,Gigastructural Engineering & More (4.4),building,building_giga_eawaf_sirens_capital,common/buildings/giga_eawaf_buildings.txt,yes,yes,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,1121692237,Gigastructural Engineering & More (4.4),building,building_giga_elysium_dust_sifter,common/buildings/giga_buildings.txt,yes,yes,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,1121692237,Gigastructural Engineering & More (4.4),building,building_giga_elysium_host_booster,common/buildings/giga_elysium_other_buildings.txt,yes,no,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,1121692237,Gigastructural Engineering & More (4.4),building,building_giga_elysium_host_capital,common/buildings/giga_elysium_capitals.txt,yes,no,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,1121692237,Gigastructural Engineering & More (4.4),building,building_giga_elysium_host_hive_capital,common/buildings/giga_elysium_capitals.txt,yes,no,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,1121692237,Gigastructural Engineering & More (4.4),building,building_giga_elysium_host_hive_jobs,common/buildings/giga_elysium_other_buildings.txt,yes,no,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,1121692237,Gigastructural Engineering & More (4.4),building,building_giga_elysium_host_hive_major_capital,common/buildings/giga_elysium_capitals.txt,yes,no,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,1121692237,Gigastructural Engineering & More (4.4),building,building_giga_elysium_host_jobs,common/buildings/giga_elysium_other_buildings.txt,yes,no,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,1121692237,Gigastructural Engineering & More (4.4),building,building_giga_elysium_host_machine_capital,common/buildings/giga_elysium_capitals.txt,yes,no,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,1121692237,Gigastructural Engineering & More (4.4),building,building_giga_elysium_host_machine_jobs,common/buildings/giga_elysium_other_buildings.txt,yes,no,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,1121692237,Gigastructural Engineering & More (4.4),building,building_giga_elysium_host_machine_major_capital,common/buildings/giga_elysium_capitals.txt,yes,no,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,1121692237,Gigastructural Engineering & More (4.4),building,building_giga_elysium_host_major_capital,common/buildings/giga_elysium_capitals.txt,yes,no,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,1121692237,Gigastructural Engineering & More (4.4),building,building_giga_elysium_trash_heap,common/buildings/giga_elysium_other_buildings.txt,yes,no,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,1121692237,Gigastructural Engineering & More (4.4),building,building_giga_energy_nexus_1,common/buildings/giga_buildings.txt,yes,no,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,1121692237,Gigastructural Engineering & More (4.4),building,building_giga_energy_nexus_2,common/buildings/giga_buildings.txt,yes,no,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,1121692237,Gigastructural Engineering & More (4.4),building,building_giga_energy_nexus_3,common/buildings/giga_buildings.txt,yes,no,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,1121692237,Gigastructural Engineering & More (4.4),building,building_giga_equatorial_factory,common/buildings/giga_buildings.txt,yes,no,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,1121692237,Gigastructural Engineering & More (4.4),building,building_giga_ezic_capital,common/buildings/giga_flusion_buildings.txt,yes,yes,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,1121692237,Gigastructural Engineering & More (4.4),building,building_giga_fe_megaworkshop,common/buildings/giga_amb_buildings.txt,yes,no,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,1121692237,Gigastructural Engineering & More (4.4),building,building_giga_fe_megaworkshop_2,common/buildings/giga_amb_buildings.txt,yes,no,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,1121692237,Gigastructural Engineering & More (4.4),building,building_giga_fe_stronghold,common/buildings/giga_fallen_empire_buildings.txt,yes,no,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,1121692237,Gigastructural Engineering & More (4.4),building,building_giga_flusion_capital,common/buildings/giga_flusion_buildings.txt,yes,yes,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,1121692237,Gigastructural Engineering & More (4.4),building,building_giga_flusion_fusion_power_plant,common/buildings/giga_flusion_buildings.txt,yes,yes,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,1121692237,Gigastructural Engineering & More (4.4),building,building_giga_flusion_home,common/buildings/giga_flusion_buildings.txt,yes,yes,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,1121692237,Gigastructural Engineering & More (4.4),building,building_giga_gas_giant_habitation_module,common/buildings/giga_buildings.txt,yes,yes,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,1121692237,Gigastructural Engineering & More (4.4),building,building_giga_habitat_zro_harvester,common/buildings/giga_buildings.txt,yes,yes,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,1121692237,Gigastructural Engineering & More (4.4),building,building_giga_institute_1,common/buildings/giga_buildings.txt,yes,no,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,1121692237,Gigastructural Engineering & More (4.4),building,building_giga_institute_2,common/buildings/giga_buildings.txt,yes,no,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
P10,1121692237,Gigastructural Engineering & More (4.4),building,building_giga_interstellar_hydroponic_farm,common/buildings/giga_buildings.txt,yes,yes,planetary_capacity_audit,planetary_and_building_capacity,defer_broad_planet_automation_override,deferred,minimum V1 intervention is defer_broad_planet_automation_override
