schema_version,source_provenance_id,evidence_class,scenario_id,policy_id,horizon_months,lane,starved,months_affordable_unselected,starvation_months,threshold_months,shared_bottlenecks,counterfactual_selected_months,classification
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,low_capacity_low_use,parent-only,12,colonization,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,low_capacity_low_use,parent-only,12,expansion,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,low_capacity_low_use,parent-only,12,planetary_development,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,low_capacity_low_use,parent-only,12,research,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,low_capacity_low_use,parent-only,12,new_hulls,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,low_capacity_low_use,parent-only,12,upgrades,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,low_capacity_low_use,parent-only,12,claims,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,low_capacity_low_use,parent-only,12,defense,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,low_capacity_low_use,parent-only,12,war_preparation,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,low_capacity_low_use,parent-only,12,strategic_producer,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,low_capacity_low_use,parent-only,12,market_bridge,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,low_capacity_low_use,parent-only,12,megastructure,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,low_capacity_low_use,deficit-only-plus-one,12,colonization,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,low_capacity_low_use,deficit-only-plus-one,12,expansion,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,low_capacity_low_use,deficit-only-plus-one,12,planetary_development,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,low_capacity_low_use,deficit-only-plus-one,12,research,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,low_capacity_low_use,deficit-only-plus-one,12,new_hulls,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,low_capacity_low_use,deficit-only-plus-one,12,upgrades,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,low_capacity_low_use,deficit-only-plus-one,12,claims,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,low_capacity_low_use,deficit-only-plus-one,12,defense,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,low_capacity_low_use,deficit-only-plus-one,12,war_preparation,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,low_capacity_low_use,deficit-only-plus-one,12,strategic_producer,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,low_capacity_low_use,deficit-only-plus-one,12,market_bridge,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,low_capacity_low_use,deficit-only-plus-one,12,megastructure,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,low_capacity_low_use,deficit-only-plus-two,12,colonization,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,low_capacity_low_use,deficit-only-plus-two,12,expansion,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,low_capacity_low_use,deficit-only-plus-two,12,planetary_development,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,low_capacity_low_use,deficit-only-plus-two,12,research,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,low_capacity_low_use,deficit-only-plus-two,12,new_hulls,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,low_capacity_low_use,deficit-only-plus-two,12,upgrades,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,low_capacity_low_use,deficit-only-plus-two,12,claims,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,low_capacity_low_use,deficit-only-plus-two,12,defense,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,low_capacity_low_use,deficit-only-plus-two,12,war_preparation,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,low_capacity_low_use,deficit-only-plus-two,12,strategic_producer,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,low_capacity_low_use,deficit-only-plus-two,12,market_bridge,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,low_capacity_low_use,deficit-only-plus-two,12,megastructure,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,low_capacity_low_use,prezero-runway-plus-one,12,colonization,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,low_capacity_low_use,prezero-runway-plus-one,12,expansion,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,low_capacity_low_use,prezero-runway-plus-one,12,planetary_development,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,low_capacity_low_use,prezero-runway-plus-one,12,research,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,low_capacity_low_use,prezero-runway-plus-one,12,new_hulls,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,low_capacity_low_use,prezero-runway-plus-one,12,upgrades,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,low_capacity_low_use,prezero-runway-plus-one,12,claims,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,low_capacity_low_use,prezero-runway-plus-one,12,defense,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,low_capacity_low_use,prezero-runway-plus-one,12,war_preparation,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,low_capacity_low_use,prezero-runway-plus-one,12,strategic_producer,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,low_capacity_low_use,prezero-runway-plus-one,12,market_bridge,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,low_capacity_low_use,prezero-runway-plus-one,12,megastructure,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,low_capacity_low_use,failed-c9da19b3,12,colonization,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,low_capacity_low_use,failed-c9da19b3,12,expansion,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,low_capacity_low_use,failed-c9da19b3,12,planetary_development,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,low_capacity_low_use,failed-c9da19b3,12,research,True,12,0|1|2|3|4|5|6|7|8|9|10|11,3,queue:planetary|resource:minerals,0|1|2|3|4|5|6|7|8|9|10|11,cross_priority_starvation
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,low_capacity_low_use,failed-c9da19b3,12,new_hulls,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,low_capacity_low_use,failed-c9da19b3,12,upgrades,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,low_capacity_low_use,failed-c9da19b3,12,claims,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,low_capacity_low_use,failed-c9da19b3,12,defense,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,low_capacity_low_use,failed-c9da19b3,12,war_preparation,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,low_capacity_low_use,failed-c9da19b3,12,strategic_producer,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,low_capacity_low_use,failed-c9da19b3,12,market_bridge,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,low_capacity_low_use,failed-c9da19b3,12,megastructure,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,research_gas_deficit,parent-only,24,colonization,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,research_gas_deficit,parent-only,24,expansion,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,research_gas_deficit,parent-only,24,planetary_development,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,research_gas_deficit,parent-only,24,research,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,research_gas_deficit,parent-only,24,new_hulls,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,research_gas_deficit,parent-only,24,upgrades,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,research_gas_deficit,parent-only,24,claims,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,research_gas_deficit,parent-only,24,defense,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,research_gas_deficit,parent-only,24,war_preparation,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,research_gas_deficit,parent-only,24,strategic_producer,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,research_gas_deficit,parent-only,24,market_bridge,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,research_gas_deficit,parent-only,24,megastructure,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,research_gas_deficit,deficit-only-plus-one,24,colonization,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,research_gas_deficit,deficit-only-plus-one,24,expansion,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,research_gas_deficit,deficit-only-plus-one,24,planetary_development,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,research_gas_deficit,deficit-only-plus-one,24,research,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,research_gas_deficit,deficit-only-plus-one,24,new_hulls,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,research_gas_deficit,deficit-only-plus-one,24,upgrades,False,0,,3,,,none
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,research_gas_deficit,deficit-only-plus-one,24,claims,False,0,,3,,,none
