schema_version,source_provenance_id,evidence_class,scenario_id,policy_id,baseline_policy_id,horizon_months,unsafe_predeficit_activation_count,foregone_affordable_action_count,major_lanes_progressed,deficit_exit_month_volatile_motes,durable_strict_positive_month_volatile_motes,durable_earned_recovery_month_volatile_motes,earned_income_recovered_volatile_motes,market_stock_only_volatile_motes,minimum_stockpile_volatile_motes,producer_starts_volatile_motes,producer_completions_volatile_motes,deficit_exit_month_exotic_gases,durable_strict_positive_month_exotic_gases,durable_earned_recovery_month_exotic_gases,earned_income_recovered_exotic_gases,market_stock_only_exotic_gases,minimum_stockpile_exotic_gases,producer_starts_exotic_gases,producer_completions_exotic_gases,deficit_exit_month_rare_crystals,durable_strict_positive_month_rare_crystals,durable_earned_recovery_month_rare_crystals,earned_income_recovered_rare_crystals,market_stock_only_rare_crystals,minimum_stockpile_rare_crystals,producer_starts_rare_crystals,producer_completions_rare_crystals,actions_colonization,starvation_months_colonization,actions_expansion,starvation_months_expansion,actions_planetary_development,starvation_months_planetary_development,actions_research,starvation_months_research,actions_new_hulls,starvation_months_new_hulls,actions_upgrades,starvation_months_upgrades,actions_claims,starvation_months_claims,actions_defense,starvation_months_defense,actions_war_preparation,starvation_months_war_preparation,actions_strategic_producer,starvation_months_strategic_producer,actions_market_bridge,starvation_months_market_bridge,actions_megastructure,starvation_months_megastructure,unsafe,unsafe_reason_codes
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,influence_sharing,prezero-runway-plus-one,parent-only,12,0,0,2,,,,False,False,0,0,0,,,,False,False,0,0,0,,,,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,influence_sharing,failed-c9da19b3,parent-only,12,0,0,2,,,,False,False,0,0,0,,,,False,False,0,0,0,,,,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,habitat_non_veto,parent-only,parent-only,24,0,0,2,,,,False,False,0,0,0,,,,False,False,0,0,0,,,,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,habitat_non_veto,deficit-only-plus-one,parent-only,24,0,0,2,,,,False,False,0,0,0,,,,False,False,0,0,0,,,,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,habitat_non_veto,deficit-only-plus-two,parent-only,24,0,0,2,,,,False,False,0,0,0,,,,False,False,0,0,0,,,,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,habitat_non_veto,prezero-runway-plus-one,parent-only,24,0,0,2,,,,False,False,0,0,0,,,,False,False,0,0,0,,,,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,habitat_non_veto,failed-c9da19b3,parent-only,24,0,0,2,,,,False,False,0,0,0,,,,False,False,0,0,0,,,,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,no_legal_producer,parent-only,parent-only,12,0,2,1,,,,False,False,0,0,0,,,,False,True,0,0,0,,,,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,False,
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,no_legal_producer,deficit-only-plus-one,parent-only,12,0,2,1,,,,False,False,0,0,0,,,,False,True,0,0,0,,,,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,False,
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,no_legal_producer,deficit-only-plus-two,parent-only,12,0,2,1,,,,False,False,0,0,0,,,,False,True,0,0,0,,,,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,False,
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,no_legal_producer,prezero-runway-plus-one,parent-only,12,0,2,1,,,,False,False,0,0,0,,,,False,True,0,0,0,,,,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,False,
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,no_legal_producer,failed-c9da19b3,parent-only,12,0,2,1,,,,False,False,0,0,0,,,,False,True,0,0,0,,,,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,False,
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,failed_c9_collateral,parent-only,parent-only,24,0,8,1,,,,False,False,0,0,0,0,,1,True,False,0,0,0,,,,False,False,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,failed_c9_collateral,deficit-only-plus-one,parent-only,24,0,8,1,,,,False,False,0,0,0,0,,1,True,False,0,0,0,,,,False,False,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,failed_c9_collateral,deficit-only-plus-two,parent-only,24,0,8,1,,,,False,False,0,0,0,0,,1,True,False,0,0,0,,,,False,False,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,failed_c9_collateral,prezero-runway-plus-one,parent-only,24,0,8,1,,,,False,False,0,0,0,0,,1,True,False,0,0,0,,,,False,False,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,failed_c9_collateral,failed-c9da19b3,parent-only,24,24,32,1,,,,False,False,0,0,0,0,1,1,True,False,0,16,16,,,,False,False,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,True,predeficit_activation|cross_priority_starvation
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,research_motes_deficit,parent-only,parent-only,24,0,0,1,,,,False,False,0,0,0,,,,False,False,0,0,0,,,,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,research_motes_deficit,deficit-only-plus-one,parent-only,24,0,0,2,2,,2,True,False,0,1,1,,,,False,False,0,0,0,,,,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,research_motes_deficit,deficit-only-plus-two,parent-only,24,0,0,2,2,,2,True,False,0,1,1,,,,False,False,0,0,0,,,,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,research_motes_deficit,prezero-runway-plus-one,parent-only,24,0,0,2,2,,2,True,False,0,1,1,,,,False,False,0,0,0,,,,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,research_motes_deficit,failed-c9da19b3,parent-only,24,0,0,2,2,,2,True,False,0,1,1,,,,False,False,0,0,0,,,,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,defense_crystals_deficit,parent-only,parent-only,24,0,0,1,,,,False,False,0,0,0,,,,False,False,0,0,0,,,,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,defense_crystals_deficit,deficit-only-plus-one,parent-only,24,0,0,2,,,,False,False,0,0,0,,,,False,False,0,0,0,2,,2,True,False,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,False,
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,defense_crystals_deficit,deficit-only-plus-two,parent-only,24,0,0,2,,,,False,False,0,0,0,,,,False,False,0,0,0,2,,2,True,False,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,False,
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,defense_crystals_deficit,prezero-runway-plus-one,parent-only,24,0,0,2,,,,False,False,0,0,0,,,,False,False,0,0,0,2,,2,True,False,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,False,
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,defense_crystals_deficit,failed-c9da19b3,parent-only,24,0,0,2,,,,False,False,0,0,0,,,,False,False,0,0,0,2,,2,True,False,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,False,
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,pending_gas_full_commitment,parent-only,parent-only,24,0,0,0,,,,False,False,0,0,0,12,,12,True,False,0,0,0,,,,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,pending_gas_full_commitment,deficit-only-plus-one,parent-only,24,0,0,0,,,,False,False,0,0,0,12,,12,True,False,0,0,0,,,,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,pending_gas_full_commitment,deficit-only-plus-two,parent-only,24,0,0,0,,,,False,False,0,0,0,12,,12,True,False,0,0,0,,,,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,pending_gas_full_commitment,prezero-runway-plus-one,parent-only,24,0,0,0,,,,False,False,0,0,0,12,,12,True,False,0,0,0,,,,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,pending_gas_full_commitment,failed-c9da19b3,parent-only,24,0,0,1,,,,False,False,0,0,0,2,12,2,True,False,10,1,1,,,,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,pending_gas_fractional_commitment,parent-only,parent-only,24,0,0,0,,,,False,False,0,0,0,,,,False,False,0,0,0,,,,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,pending_gas_fractional_commitment,deficit-only-plus-one,parent-only,24,0,0,1,,,,False,False,0,0,0,2,12,2,True,False,10,1,1,,,,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,pending_gas_fractional_commitment,deficit-only-plus-two,parent-only,24,0,0,1,,,,False,False,0,0,0,2,12,2,True,False,10,1,1,,,,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,pending_gas_fractional_commitment,prezero-runway-plus-one,parent-only,24,0,0,1,,,,False,False,0,0,0,2,12,2,True,False,10,1,1,,,,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,pending_gas_fractional_commitment,failed-c9da19b3,parent-only,24,0,0,1,,,,False,False,0,0,0,2,12,2,True,False,10,1,1,,,,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,pending_gas_slow_commitment,parent-only,parent-only,24,0,0,0,,,,False,False,0,0,0,,,,False,False,0,0,0,,,,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,pending_gas_slow_commitment,deficit-only-plus-one,parent-only,24,0,0,1,,,,False,False,0,0,0,2,,2,True,False,10,1,1,,,,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,pending_gas_slow_commitment,deficit-only-plus-two,parent-only,24,0,0,1,,,,False,False,0,0,0,2,,2,True,False,10,1,1,,,,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,pending_gas_slow_commitment,prezero-runway-plus-one,parent-only,24,0,0,1,,,,False,False,0,0,0,2,,2,True,False,10,1,1,,,,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,pending_gas_slow_commitment,failed-c9da19b3,parent-only,24,0,0,1,,,,False,False,0,0,0,2,,2,True,False,10,1,1,,,,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,pending_consumer_runway,parent-only,parent-only,24,0,24,0,,,,False,False,0,0,0,,,,False,False,0,0,0,,,,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
1,f70407d316d85e76fb66b50efd74dbdcec883c5e2b501a1bfcb5082cb2c4568a,deterministic_model_not_runtime_proof,pending_consumer_runway,deficit-only-plus-one,parent-only,24,0,24,0,,,,False,False,0,0,0,,,,False,False,0,0,0,,,,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
