scope,check,status,object_name,source_file,decision_eligible,data_quality,build_cost_value,unresolved_symbols,market_unpriced_resources,reason
row,decision_eligible_data_quality,ok,nidavellir_forge_2,common/megastructures/zz_i_nidavellir_forge.txt,yes,resolved,25000.0,,unity=10000,decision eligibility matches resolved data quality
row,decision_eligible_cost,ok,nidavellir_forge_2,common/megastructures/zz_i_nidavellir_forge.txt,yes,resolved,25000.0,,unity=10000,decision-eligible rows have positive build cost or the row is audit-only
row,decision_eligible_unresolved_symbols,ok,nidavellir_forge_2,common/megastructures/zz_i_nidavellir_forge.txt,yes,resolved,25000.0,,unity=10000,decision-eligible row has no unresolved symbols
row,decision_eligible_market_unpriced_resources,warning,nidavellir_forge_2,common/megastructures/zz_i_nidavellir_forge.txt,yes,resolved,25000.0,,unity=10000,nidavellir_forge_2 keeps non-market resources as bottleneck notes: unity=10000
row,decision_eligible_data_quality,ok,dyson_sphere_5_o_star,common/megastructures/zz_e_dyson_sphere_o_star.txt,yes,resolved,56250.0,,unity=22500,decision eligibility matches resolved data quality
row,decision_eligible_cost,ok,dyson_sphere_5_o_star,common/megastructures/zz_e_dyson_sphere_o_star.txt,yes,resolved,56250.0,,unity=22500,decision-eligible rows have positive build cost or the row is audit-only
row,decision_eligible_unresolved_symbols,ok,dyson_sphere_5_o_star,common/megastructures/zz_e_dyson_sphere_o_star.txt,yes,resolved,56250.0,,unity=22500,decision-eligible row has no unresolved symbols
row,decision_eligible_market_unpriced_resources,warning,dyson_sphere_5_o_star,common/megastructures/zz_e_dyson_sphere_o_star.txt,yes,resolved,56250.0,,unity=22500,dyson_sphere_5_o_star keeps non-market resources as bottleneck notes: unity=22500
row,decision_eligible_data_quality,ok,dyson_sphere_5,common/megastructures/zz_e_dyson_sphere.txt,yes,resolved,12500.0,,unity=5000,decision eligibility matches resolved data quality
row,decision_eligible_cost,ok,dyson_sphere_5,common/megastructures/zz_e_dyson_sphere.txt,yes,resolved,12500.0,,unity=5000,decision-eligible rows have positive build cost or the row is audit-only
row,decision_eligible_unresolved_symbols,ok,dyson_sphere_5,common/megastructures/zz_e_dyson_sphere.txt,yes,resolved,12500.0,,unity=5000,decision-eligible row has no unresolved symbols
row,decision_eligible_market_unpriced_resources,warning,dyson_sphere_5,common/megastructures/zz_e_dyson_sphere.txt,yes,resolved,12500.0,,unity=5000,dyson_sphere_5 keeps non-market resources as bottleneck notes: unity=5000
row,decision_eligible_data_quality,ok,dyson_sphere_5_a_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,18750.0,,unity=7500,decision eligibility matches resolved data quality
row,decision_eligible_cost,ok,dyson_sphere_5_a_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,18750.0,,unity=7500,decision-eligible rows have positive build cost or the row is audit-only
row,decision_eligible_unresolved_symbols,ok,dyson_sphere_5_a_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,18750.0,,unity=7500,decision-eligible row has no unresolved symbols
row,decision_eligible_market_unpriced_resources,warning,dyson_sphere_5_a_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,18750.0,,unity=7500,dyson_sphere_5_a_star keeps non-market resources as bottleneck notes: unity=7500
row,decision_eligible_data_quality,ok,dyson_sphere_5_b_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,31250.0,,unity=12500,decision eligibility matches resolved data quality
row,decision_eligible_cost,ok,dyson_sphere_5_b_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,31250.0,,unity=12500,decision-eligible rows have positive build cost or the row is audit-only
row,decision_eligible_unresolved_symbols,ok,dyson_sphere_5_b_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,31250.0,,unity=12500,decision-eligible row has no unresolved symbols
row,decision_eligible_market_unpriced_resources,warning,dyson_sphere_5_b_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,31250.0,,unity=12500,dyson_sphere_5_b_star keeps non-market resources as bottleneck notes: unity=12500
row,decision_eligible_data_quality,ok,dyson_sphere_5_f_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,15625.0,,unity=6250,decision eligibility matches resolved data quality
row,decision_eligible_cost,ok,dyson_sphere_5_f_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,15625.0,,unity=6250,decision-eligible rows have positive build cost or the row is audit-only
row,decision_eligible_unresolved_symbols,ok,dyson_sphere_5_f_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,15625.0,,unity=6250,decision-eligible row has no unresolved symbols
row,decision_eligible_market_unpriced_resources,warning,dyson_sphere_5_f_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,15625.0,,unity=6250,dyson_sphere_5_f_star keeps non-market resources as bottleneck notes: unity=6250
row,decision_eligible_data_quality,ok,dyson_sphere_5_g_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,12500.0,,unity=5000,decision eligibility matches resolved data quality
row,decision_eligible_cost,ok,dyson_sphere_5_g_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,12500.0,,unity=5000,decision-eligible rows have positive build cost or the row is audit-only
row,decision_eligible_unresolved_symbols,ok,dyson_sphere_5_g_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,12500.0,,unity=5000,decision-eligible row has no unresolved symbols
row,decision_eligible_market_unpriced_resources,warning,dyson_sphere_5_g_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,12500.0,,unity=5000,dyson_sphere_5_g_star keeps non-market resources as bottleneck notes: unity=5000
row,decision_eligible_data_quality,ok,dyson_sphere_5_k_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,9375.0,,unity=3750,decision eligibility matches resolved data quality
row,decision_eligible_cost,ok,dyson_sphere_5_k_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,9375.0,,unity=3750,decision-eligible rows have positive build cost or the row is audit-only
row,decision_eligible_unresolved_symbols,ok,dyson_sphere_5_k_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,9375.0,,unity=3750,decision-eligible row has no unresolved symbols
row,decision_eligible_market_unpriced_resources,warning,dyson_sphere_5_k_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,9375.0,,unity=3750,dyson_sphere_5_k_star keeps non-market resources as bottleneck notes: unity=3750
row,decision_eligible_data_quality,ok,dyson_sphere_5_m_giant_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,25000.0,,unity=10000,decision eligibility matches resolved data quality
row,decision_eligible_cost,ok,dyson_sphere_5_m_giant_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,25000.0,,unity=10000,decision-eligible rows have positive build cost or the row is audit-only
row,decision_eligible_unresolved_symbols,ok,dyson_sphere_5_m_giant_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,25000.0,,unity=10000,decision-eligible row has no unresolved symbols
row,decision_eligible_market_unpriced_resources,warning,dyson_sphere_5_m_giant_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,25000.0,,unity=10000,dyson_sphere_5_m_giant_star keeps non-market resources as bottleneck notes: unity=10000
row,decision_eligible_data_quality,ok,dyson_sphere_5_m_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,6250.0,,unity=2500,decision eligibility matches resolved data quality
row,decision_eligible_cost,ok,dyson_sphere_5_m_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,6250.0,,unity=2500,decision-eligible rows have positive build cost or the row is audit-only
row,decision_eligible_unresolved_symbols,ok,dyson_sphere_5_m_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,6250.0,,unity=2500,decision-eligible row has no unresolved symbols
row,decision_eligible_market_unpriced_resources,warning,dyson_sphere_5_m_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,6250.0,,unity=2500,dyson_sphere_5_m_star keeps non-market resources as bottleneck notes: unity=2500
row,decision_eligible_data_quality,ok,dyson_sphere_4_o_star,common/megastructures/zz_e_dyson_sphere_o_star.txt,yes,resolved,56250.0,,unity=22500,decision eligibility matches resolved data quality
row,decision_eligible_cost,ok,dyson_sphere_4_o_star,common/megastructures/zz_e_dyson_sphere_o_star.txt,yes,resolved,56250.0,,unity=22500,decision-eligible rows have positive build cost or the row is audit-only
row,decision_eligible_unresolved_symbols,ok,dyson_sphere_4_o_star,common/megastructures/zz_e_dyson_sphere_o_star.txt,yes,resolved,56250.0,,unity=22500,decision-eligible row has no unresolved symbols
row,decision_eligible_market_unpriced_resources,warning,dyson_sphere_4_o_star,common/megastructures/zz_e_dyson_sphere_o_star.txt,yes,resolved,56250.0,,unity=22500,dyson_sphere_4_o_star keeps non-market resources as bottleneck notes: unity=22500
row,decision_eligible_data_quality,ok,dyson_sphere_4,common/megastructures/zz_e_dyson_sphere.txt,yes,resolved,12500.0,,unity=5000,decision eligibility matches resolved data quality
row,decision_eligible_cost,ok,dyson_sphere_4,common/megastructures/zz_e_dyson_sphere.txt,yes,resolved,12500.0,,unity=5000,decision-eligible rows have positive build cost or the row is audit-only
row,decision_eligible_unresolved_symbols,ok,dyson_sphere_4,common/megastructures/zz_e_dyson_sphere.txt,yes,resolved,12500.0,,unity=5000,decision-eligible row has no unresolved symbols
row,decision_eligible_market_unpriced_resources,warning,dyson_sphere_4,common/megastructures/zz_e_dyson_sphere.txt,yes,resolved,12500.0,,unity=5000,dyson_sphere_4 keeps non-market resources as bottleneck notes: unity=5000
row,decision_eligible_data_quality,ok,dyson_sphere_4_a_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,18750.0,,unity=7500,decision eligibility matches resolved data quality
row,decision_eligible_cost,ok,dyson_sphere_4_a_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,18750.0,,unity=7500,decision-eligible rows have positive build cost or the row is audit-only
row,decision_eligible_unresolved_symbols,ok,dyson_sphere_4_a_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,18750.0,,unity=7500,decision-eligible row has no unresolved symbols
row,decision_eligible_market_unpriced_resources,warning,dyson_sphere_4_a_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,18750.0,,unity=7500,dyson_sphere_4_a_star keeps non-market resources as bottleneck notes: unity=7500
row,decision_eligible_data_quality,ok,dyson_sphere_4_b_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,31250.0,,unity=12500,decision eligibility matches resolved data quality
row,decision_eligible_cost,ok,dyson_sphere_4_b_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,31250.0,,unity=12500,decision-eligible rows have positive build cost or the row is audit-only
row,decision_eligible_unresolved_symbols,ok,dyson_sphere_4_b_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,31250.0,,unity=12500,decision-eligible row has no unresolved symbols
row,decision_eligible_market_unpriced_resources,warning,dyson_sphere_4_b_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,31250.0,,unity=12500,dyson_sphere_4_b_star keeps non-market resources as bottleneck notes: unity=12500
row,decision_eligible_data_quality,ok,dyson_sphere_4_f_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,15625.0,,unity=6250,decision eligibility matches resolved data quality
row,decision_eligible_cost,ok,dyson_sphere_4_f_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,15625.0,,unity=6250,decision-eligible rows have positive build cost or the row is audit-only
row,decision_eligible_unresolved_symbols,ok,dyson_sphere_4_f_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,15625.0,,unity=6250,decision-eligible row has no unresolved symbols
row,decision_eligible_market_unpriced_resources,warning,dyson_sphere_4_f_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,15625.0,,unity=6250,dyson_sphere_4_f_star keeps non-market resources as bottleneck notes: unity=6250
row,decision_eligible_data_quality,ok,dyson_sphere_4_g_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,12500.0,,unity=5000,decision eligibility matches resolved data quality
row,decision_eligible_cost,ok,dyson_sphere_4_g_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,12500.0,,unity=5000,decision-eligible rows have positive build cost or the row is audit-only
row,decision_eligible_unresolved_symbols,ok,dyson_sphere_4_g_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,12500.0,,unity=5000,decision-eligible row has no unresolved symbols
row,decision_eligible_market_unpriced_resources,warning,dyson_sphere_4_g_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,12500.0,,unity=5000,dyson_sphere_4_g_star keeps non-market resources as bottleneck notes: unity=5000
row,decision_eligible_data_quality,ok,dyson_sphere_4_k_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,9375.0,,unity=3750,decision eligibility matches resolved data quality
row,decision_eligible_cost,ok,dyson_sphere_4_k_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,9375.0,,unity=3750,decision-eligible rows have positive build cost or the row is audit-only
row,decision_eligible_unresolved_symbols,ok,dyson_sphere_4_k_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,9375.0,,unity=3750,decision-eligible row has no unresolved symbols
row,decision_eligible_market_unpriced_resources,warning,dyson_sphere_4_k_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,9375.0,,unity=3750,dyson_sphere_4_k_star keeps non-market resources as bottleneck notes: unity=3750
row,decision_eligible_data_quality,ok,dyson_sphere_4_m_giant_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,25000.0,,unity=10000,decision eligibility matches resolved data quality
row,decision_eligible_cost,ok,dyson_sphere_4_m_giant_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,25000.0,,unity=10000,decision-eligible rows have positive build cost or the row is audit-only
row,decision_eligible_unresolved_symbols,ok,dyson_sphere_4_m_giant_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,25000.0,,unity=10000,decision-eligible row has no unresolved symbols
row,decision_eligible_market_unpriced_resources,warning,dyson_sphere_4_m_giant_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,25000.0,,unity=10000,dyson_sphere_4_m_giant_star keeps non-market resources as bottleneck notes: unity=10000
row,decision_eligible_data_quality,ok,dyson_sphere_4_m_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,6250.0,,unity=2500,decision eligibility matches resolved data quality
row,decision_eligible_cost,ok,dyson_sphere_4_m_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,6250.0,,unity=2500,decision-eligible rows have positive build cost or the row is audit-only
row,decision_eligible_unresolved_symbols,ok,dyson_sphere_4_m_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,6250.0,,unity=2500,decision-eligible row has no unresolved symbols
row,decision_eligible_market_unpriced_resources,warning,dyson_sphere_4_m_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,6250.0,,unity=2500,dyson_sphere_4_m_star keeps non-market resources as bottleneck notes: unity=2500
row,decision_eligible_data_quality,ok,hrae_mc_4,common/megastructures/zz_i_hrae_mc.txt,yes,resolved,25000.0,,unity=10000;physics_research=1250,decision eligibility matches resolved data quality
row,decision_eligible_cost,ok,hrae_mc_4,common/megastructures/zz_i_hrae_mc.txt,yes,resolved,25000.0,,unity=10000;physics_research=1250,decision-eligible rows have positive build cost or the row is audit-only
row,decision_eligible_unresolved_symbols,ok,hrae_mc_4,common/megastructures/zz_i_hrae_mc.txt,yes,resolved,25000.0,,unity=10000;physics_research=1250,decision-eligible row has no unresolved symbols
row,decision_eligible_market_unpriced_resources,warning,hrae_mc_4,common/megastructures/zz_i_hrae_mc.txt,yes,resolved,25000.0,,unity=10000;physics_research=1250,hrae_mc_4 keeps non-market resources as bottleneck notes: unity=10000;physics_research=1250
row,decision_eligible_data_quality,ok,dyson_sphere_3_o_star,common/megastructures/zz_e_dyson_sphere_o_star.txt,yes,resolved,56250.0,,unity=22500,decision eligibility matches resolved data quality
row,decision_eligible_cost,ok,dyson_sphere_3_o_star,common/megastructures/zz_e_dyson_sphere_o_star.txt,yes,resolved,56250.0,,unity=22500,decision-eligible rows have positive build cost or the row is audit-only
row,decision_eligible_unresolved_symbols,ok,dyson_sphere_3_o_star,common/megastructures/zz_e_dyson_sphere_o_star.txt,yes,resolved,56250.0,,unity=22500,decision-eligible row has no unresolved symbols
row,decision_eligible_market_unpriced_resources,warning,dyson_sphere_3_o_star,common/megastructures/zz_e_dyson_sphere_o_star.txt,yes,resolved,56250.0,,unity=22500,dyson_sphere_3_o_star keeps non-market resources as bottleneck notes: unity=22500
row,decision_eligible_data_quality,ok,dyson_sphere_3,common/megastructures/zz_e_dyson_sphere.txt,yes,resolved,12500.0,,unity=5000,decision eligibility matches resolved data quality
row,decision_eligible_cost,ok,dyson_sphere_3,common/megastructures/zz_e_dyson_sphere.txt,yes,resolved,12500.0,,unity=5000,decision-eligible rows have positive build cost or the row is audit-only
row,decision_eligible_unresolved_symbols,ok,dyson_sphere_3,common/megastructures/zz_e_dyson_sphere.txt,yes,resolved,12500.0,,unity=5000,decision-eligible row has no unresolved symbols
row,decision_eligible_market_unpriced_resources,warning,dyson_sphere_3,common/megastructures/zz_e_dyson_sphere.txt,yes,resolved,12500.0,,unity=5000,dyson_sphere_3 keeps non-market resources as bottleneck notes: unity=5000
row,decision_eligible_data_quality,ok,dyson_sphere_3_a_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,18750.0,,unity=7500,decision eligibility matches resolved data quality
row,decision_eligible_cost,ok,dyson_sphere_3_a_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,18750.0,,unity=7500,decision-eligible rows have positive build cost or the row is audit-only
row,decision_eligible_unresolved_symbols,ok,dyson_sphere_3_a_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,18750.0,,unity=7500,decision-eligible row has no unresolved symbols
row,decision_eligible_market_unpriced_resources,warning,dyson_sphere_3_a_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,18750.0,,unity=7500,dyson_sphere_3_a_star keeps non-market resources as bottleneck notes: unity=7500
row,decision_eligible_data_quality,ok,dyson_sphere_3_b_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,31250.0,,unity=12500,decision eligibility matches resolved data quality
row,decision_eligible_cost,ok,dyson_sphere_3_b_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,31250.0,,unity=12500,decision-eligible rows have positive build cost or the row is audit-only
row,decision_eligible_unresolved_symbols,ok,dyson_sphere_3_b_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,31250.0,,unity=12500,decision-eligible row has no unresolved symbols
row,decision_eligible_market_unpriced_resources,warning,dyson_sphere_3_b_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,31250.0,,unity=12500,dyson_sphere_3_b_star keeps non-market resources as bottleneck notes: unity=12500
row,decision_eligible_data_quality,ok,dyson_sphere_3_f_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,15625.0,,unity=6250,decision eligibility matches resolved data quality
row,decision_eligible_cost,ok,dyson_sphere_3_f_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,15625.0,,unity=6250,decision-eligible rows have positive build cost or the row is audit-only
row,decision_eligible_unresolved_symbols,ok,dyson_sphere_3_f_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,15625.0,,unity=6250,decision-eligible row has no unresolved symbols
row,decision_eligible_market_unpriced_resources,warning,dyson_sphere_3_f_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,15625.0,,unity=6250,dyson_sphere_3_f_star keeps non-market resources as bottleneck notes: unity=6250
row,decision_eligible_data_quality,ok,dyson_sphere_3_g_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,12500.0,,unity=5000,decision eligibility matches resolved data quality
row,decision_eligible_cost,ok,dyson_sphere_3_g_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,12500.0,,unity=5000,decision-eligible rows have positive build cost or the row is audit-only
row,decision_eligible_unresolved_symbols,ok,dyson_sphere_3_g_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,12500.0,,unity=5000,decision-eligible row has no unresolved symbols
row,decision_eligible_market_unpriced_resources,warning,dyson_sphere_3_g_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,12500.0,,unity=5000,dyson_sphere_3_g_star keeps non-market resources as bottleneck notes: unity=5000
row,decision_eligible_data_quality,ok,dyson_sphere_3_k_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,9375.0,,unity=3750,decision eligibility matches resolved data quality
row,decision_eligible_cost,ok,dyson_sphere_3_k_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,9375.0,,unity=3750,decision-eligible rows have positive build cost or the row is audit-only
row,decision_eligible_unresolved_symbols,ok,dyson_sphere_3_k_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,9375.0,,unity=3750,decision-eligible row has no unresolved symbols
row,decision_eligible_market_unpriced_resources,warning,dyson_sphere_3_k_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,9375.0,,unity=3750,dyson_sphere_3_k_star keeps non-market resources as bottleneck notes: unity=3750
row,decision_eligible_data_quality,ok,dyson_sphere_3_m_giant_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,25000.0,,unity=10000,decision eligibility matches resolved data quality
row,decision_eligible_cost,ok,dyson_sphere_3_m_giant_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,25000.0,,unity=10000,decision-eligible rows have positive build cost or the row is audit-only
row,decision_eligible_unresolved_symbols,ok,dyson_sphere_3_m_giant_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,25000.0,,unity=10000,decision-eligible row has no unresolved symbols
row,decision_eligible_market_unpriced_resources,warning,dyson_sphere_3_m_giant_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,25000.0,,unity=10000,dyson_sphere_3_m_giant_star keeps non-market resources as bottleneck notes: unity=10000
row,decision_eligible_data_quality,ok,dyson_sphere_3_m_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,6250.0,,unity=2500,decision eligibility matches resolved data quality
row,decision_eligible_cost,ok,dyson_sphere_3_m_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,6250.0,,unity=2500,decision-eligible rows have positive build cost or the row is audit-only
row,decision_eligible_unresolved_symbols,ok,dyson_sphere_3_m_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,6250.0,,unity=2500,decision-eligible row has no unresolved symbols
row,decision_eligible_market_unpriced_resources,warning,dyson_sphere_3_m_star,common/megastructures/zz_e_dyson_sphere_scaling.txt,yes,resolved,6250.0,,unity=2500,dyson_sphere_3_m_star keeps non-market resources as bottleneck notes: unity=2500
row,decision_eligible_data_quality,ok,neutronium_gigaforge_1,common/megastructures/zz_e_neutronium_gigaforge.txt,yes,resolved,8750.0,,unity=2500;engineering_research=15,decision eligibility matches resolved data quality
row,decision_eligible_cost,ok,neutronium_gigaforge_1,common/megastructures/zz_e_neutronium_gigaforge.txt,yes,resolved,8750.0,,unity=2500;engineering_research=15,decision-eligible rows have positive build cost or the row is audit-only
row,decision_eligible_unresolved_symbols,ok,neutronium_gigaforge_1,common/megastructures/zz_e_neutronium_gigaforge.txt,yes,resolved,8750.0,,unity=2500;engineering_research=15,decision-eligible row has no unresolved symbols
row,decision_eligible_market_unpriced_resources,warning,neutronium_gigaforge_1,common/megastructures/zz_e_neutronium_gigaforge.txt,yes,resolved,8750.0,,unity=2500;engineering_research=15,neutronium_gigaforge_1 keeps non-market resources as bottleneck notes: unity=2500;engineering_research=15
row,decision_eligible_data_quality,ok,nidavellir_forge_1,common/megastructures/zz_i_nidavellir_forge.txt,yes,resolved,20000.0,,unity=10000,decision eligibility matches resolved data quality
