object_type,object_id,winning_load_position,winning_mod_id,winning_mod_name,winning_file,definition_count,source_mods,source_files,category,build_cost_json,build_cost_value_estimate,upkeep_json,monthly_upkeep_value_estimate,jobs_created_json,jobs_created_total_estimate,direct_monthly_output_json,direct_monthly_output_value_estimate,modifier_keys,modifier_monthly_value_estimate,gross_monthly_value_estimate,net_monthly_value_estimate,roi_2200_to_2350_estimate,roi_2250_to_2350_estimate,roi_2300_to_2350_estimate,roi_2325_to_2350_estimate,upgrades_json,ai_state_json,prerequisites_json,modifiers_json,building_zone_district_sets_json,data_quality_flags,unresolved_variables,source_numeric_facts_json,source_numeric_facts_hash,top_level_keys,nested_resources_blocks,nested_ai_weight_blocks,nested_modifier_blocks,referenced_unlocks_or_flags,referenced_technologies,referenced_deposits,referenced_jobs_or_modifiers
building,building_bioelectric_stimulator_3,0,vanilla,Stellaris vanilla,common\buildings\21_wilderness_buildings.txt,1,Stellaris vanilla,common\buildings\21_wilderness_buildings.txt,resource,"{""minerals"":800.0,""rare_crystals"":50.0}",480.0,"{""minerals"":8.0,""rare_crystals"":1.0}",6.8,{},0,{},0,planet_limit|planet_modifier|planet_technician_energy_produces_add,3.0,3.0,-3.8,-7320.0,-5040.0,-2760.0,-1620.0,"[""building_bioelectric_stimulator_4""]","{""ai_estimate_without_unemployment"":""yes""}","{""allow"":[{""has_major_upgraded_capital"":""yes""}],""potential"":[{""exists"":""owner""},{""owner"":[{""is_wilderness_empire"":""yes""}]}],""prerequisites"":[""tech_power_hub_1""],""show_tech_unlock_if"":[{""is_wilderness_empire"":""yes""}]}","{""planet_modifier"":[{""planet_technician_energy_produces_add"":""0.5""}]}","{""building_sets"":[""generator""]}",ai_weight_absent|has_build_cost|has_upkeep|uses_inline_script,none,"[{""path"":""planet_limit"",""source"":""literal"",""token"":""1"",""value"":1},{""path"":""resources.cost.minerals"",""source"":""variable"",""token"":""@b3_minerals"",""value"":800},{""path"":""resources.cost.rare_crystals"",""source"":""variable"",""token"":""@b2_rare_cost"",""value"":50},{""path"":""resources.cost.biomass"",""source"":""variable"",""token"":""@b3_biomass"",""value"":400},{""path"":""resources.upkeep.minerals"",""source"":""variable"",""token"":""@b3_upkeep"",""value"":8},{""path"":""resources.upkeep.rare_crystals"",""source"":""variable"",""token"":""@b2_rare_upkeep"",""value"":1},{""path"":""planet_modifier.planet_technician_energy_produces_add"",""source"":""literal"",""token"":""0.5"",""value"":0.5},{""path"":""inline_script.AMOUNT"",""source"":""variable"",""token"":""@building_static_jobs_high"",""value"":400}]",deab19477d7cd16ca858e1bab1eb2713d5c2f80115a413f70d977ce49cf0d639,ai_estimate_without_unemployment|allow|base_buildtime|building_sets|can_build|can_demolish|category|destroy_trigger|icon|inline_script|planet_limit|planet_modifier|potential|prerequisites|resources|ruined_icon|show_tech_unlock_if|upgrades,1,0,0,none,tech_power_hub_1,none,planet_buildings|planet_limit|planet_modifier|planet_technician_energy_produces_add
building,building_bioelectric_stimulator_4,0,vanilla,Stellaris vanilla,common\buildings\21_wilderness_buildings.txt,1,Stellaris vanilla,common\buildings\21_wilderness_buildings.txt,resource,"{""minerals"":2000.0,""rare_crystals"":100.0}",1100.0,"{""minerals"":10.0,""rare_crystals"":2.0}",11.5,{},0,{},0,planet_limit|planet_modifier|planet_technician_energy_produces_add|pop_technician_drone_bonus_workforce_mult,3.0,3.0,-8.5,-16400.0,-11300.0,-6200.0,-3650.0,[],"{""ai_estimate_without_unemployment"":""yes""}","{""allow"":[{""has_fully_upgraded_capital"":""yes""}],""potential"":[{""exists"":""owner""},{""owner"":[{""is_wilderness_empire"":""yes""}]}],""prerequisites"":[""tech_power_hub_2""],""show_tech_unlock_if"":[{""is_wilderness_empire"":""yes""}]}","{""planet_modifier"":[{""planet_technician_energy_produces_add"":""0.5""},{""pop_technician_drone_bonus_workforce_mult"":""0.05""}]}","{""building_sets"":[""generator""]}",ai_weight_absent|has_build_cost|has_upkeep|uses_inline_script,none,"[{""path"":""planet_limit"",""source"":""literal"",""token"":""1"",""value"":1},{""path"":""resources.cost.minerals"",""source"":""variable"",""token"":""@b4_minerals"",""value"":2000},{""path"":""resources.cost.rare_crystals"",""source"":""variable"",""token"":""@b3_rare_cost"",""value"":100},{""path"":""resources.cost.biomass"",""source"":""variable"",""token"":""@b4_biomass"",""value"":800},{""path"":""resources.upkeep.minerals"",""source"":""variable"",""token"":""@b4_upkeep"",""value"":10},{""path"":""resources.upkeep.rare_crystals"",""source"":""variable"",""token"":""@b3_rare_upkeep"",""value"":2},{""path"":""planet_modifier.planet_technician_energy_produces_add"",""source"":""literal"",""token"":""0.5"",""value"":0.5},{""path"":""planet_modifier.pop_technician_drone_bonus_workforce_mult"",""source"":""literal"",""token"":""0.05"",""value"":0.05},{""path"":""inline_script.AMOUNT"",""source"":""variable"",""token"":""@building_static_jobs_high"",""value"":400}]",8cad7beba77574a77df8982d8a7f7a1562772cb543f6e15d04b6e2feb19678f7,ai_estimate_without_unemployment|allow|base_buildtime|building_sets|can_build|can_demolish|category|destroy_trigger|icon|inline_script|planet_limit|planet_modifier|potential|prerequisites|resources|ruined_icon|show_tech_unlock_if,1,0,0,none,tech_power_hub_2,none,planet_buildings|planet_limit|planet_modifier|planet_technician_energy_produces_add|pop_technician_drone_bonus_workforce_mult
building,building_biolab_1,0,vanilla,Stellaris vanilla,common\buildings\05_research_buildings.txt,1,Stellaris vanilla,common\buildings\05_research_buildings.txt,research,{},0,"{""energy"":2.0}",0.5,{},0,{},0,planet_biologists_society_research_produces_add|planet_limit|planet_modifier,3.0,3.0,2.5,4500.0,3000.0,1500.0,750.0,"[""building_biolab_2""]","{""ai_weight_coefficient"":""1.2"",""ai_weight_coefficient_numeric"":1.2}","{""potential"":[{""NOR"":[{""has_modifier"":""resort_colony""},{""has_modifier"":""slave_colony""},{""has_modifier"":""penal_colony""}]},{""exists"":""owner""},{""owner"":[{""is_wilderness_empire"":""no""}]},{""OR"":[{""has_carrier_flag"":""ignore_ai_building_limitations""},{""owner"":[{""is_ai"":""no""}]},{""has_any_research_society_zone"":""yes""},{""has_any_unspecialized_research_zone"":""yes""}]}],""prerequisites"":[""tech_society_1""],""show_tech_unlock_if"":[{""is_wilderness_empire"":""no""}]}","{""planet_modifier"":[{""planet_biologists_society_research_produces_add"":""0.25""}]}","{""building_sets"":[""research"",""society""]}",ai_weight_absent|has_upkeep|uses_inline_script,none,"[{""path"":""base_buildtime"",""source"":""variable"",""token"":""@b1_time"",""value"":360},{""path"":""planet_limit"",""source"":""literal"",""token"":""1"",""value"":1},{""path"":""resources.inline_script.COST"",""source"":""variable"",""token"":""@b1_minerals"",""value"":400},{""path"":""resources.inline_script.NOMADIC_COST_MULT"",""source"":""variable"",""token"":""@nomadic_minerals_to_strategic_ratio"",""value"":0.1},{""path"":""resources.upkeep.energy"",""source"":""variable"",""token"":""@b1_upkeep"",""value"":2},{""path"":""inline_script.AMOUNT"",""source"":""variable"",""token"":""@building_static_jobs"",""value"":200},{""path"":""planet_modifier.planet_biologists_society_research_produces_add"",""source"":""literal"",""token"":""0.25"",""value"":0.25},{""path"":""ai_weight_coefficient"",""source"":""literal"",""token"":""1.2"",""value"":1.2},{""path"":""inline_script.AMOUNT"",""source"":""literal"",""token"":""5"",""value"":5}]",58c0ae631e528ce1a63be790b7248dc3f7c607d3e114339ac8397cc1e9fa3714,ai_weight_coefficient|base_buildtime|building_sets|can_build|category|destroy_trigger|exempt_from_ai_planet_specialization|inline_script|planet_limit|planet_modifier|potential|prerequisites|resources|show_tech_unlock_if|upgrades,1,0,0,none,tech_society_1,none,planet_biologists_society_research_produces_add|planet_buildings|planet_limit|planet_modifier
building,building_biolab_2,0,vanilla,Stellaris vanilla,common\buildings\05_research_buildings.txt,1,Stellaris vanilla,common\buildings\05_research_buildings.txt,research,"{""exotic_gases"":50.0}",200.0,"{""energy"":5.0,""exotic_gases"":1.0}",5.25,{},0,{},0,planet_biologists_exotic_gases_upkeep_add|planet_biologists_society_research_produces_add|planet_modifier,6.0,6.0,0.75,1150.0,700.0,250.0,25.0,"[""building_biolab_3""]",{},"{""potential"":[{""NOR"":[{""has_modifier"":""resort_colony""},{""has_modifier"":""slave_colony""},{""has_modifier"":""penal_colony""}]},{""exists"":""owner""},{""owner"":[{""is_wilderness_empire"":""no""}]}],""prerequisites"":[""tech_society_2""],""show_tech_unlock_if"":[{""is_wilderness_empire"":""no""}]}","{""planet_modifier"":[{""planet_biologists_society_research_produces_add"":""0.5""},{""planet_biologists_exotic_gases_upkeep_add"":""0.25""}]}","{""building_sets"":[""research"",""society""]}",ai_weight_absent|has_build_cost|has_upkeep|uses_inline_script,none,"[{""path"":""base_buildtime"",""source"":""variable"",""token"":""@b2_time"",""value"":480},{""path"":""resources.inline_script.COST"",""source"":""variable"",""token"":""@b2_minerals"",""value"":600},{""path"":""resources.inline_script.NOMADIC_COST_MULT"",""source"":""variable"",""token"":""@nomadic_minerals_to_strategic_ratio"",""value"":0.1},{""path"":""resources.cost.exotic_gases"",""source"":""variable"",""token"":""@b2_rare_cost"",""value"":50},{""path"":""resources.upkeep.energy"",""source"":""variable"",""token"":""@b2_upkeep"",""value"":5},{""path"":""resources.upkeep.exotic_gases"",""source"":""variable"",""token"":""@b2_rare_upkeep"",""value"":1},{""path"":""inline_script.AMOUNT"",""source"":""variable"",""token"":""@building_static_jobs"",""value"":200},{""path"":""planet_modifier.planet_biologists_society_research_produces_add"",""source"":""literal"",""token"":""0.5"",""value"":0.5},{""path"":""planet_modifier.planet_biologists_exotic_gases_upkeep_add"",""source"":""literal"",""token"":""0.25"",""value"":0.25},{""path"":""inline_script.AMOUNT"",""source"":""literal"",""token"":""7.5"",""value"":7.5}]",6e9f87e9e396a620ef9e51669f2e7b973763dd178b132c93880d0ee3f19ffdf4,base_buildtime|building_sets|can_build|category|destroy_trigger|exempt_from_ai_planet_specialization|inline_script|planet_modifier|potential|prerequisites|resources|show_tech_unlock_if|upgrades,1,0,0,none,tech_society_2,none,planet_biologists_exotic_gases_upkeep_add|planet_biologists_society_research_produces_add|planet_buildings|planet_modifier
building,building_biolab_3,0,vanilla,Stellaris vanilla,common\buildings\05_research_buildings.txt,1,Stellaris vanilla,common\buildings\05_research_buildings.txt,research,"{""exotic_gases"":100.0}",400.0,"{""energy"":8.0,""exotic_gases"":2.0}",10.0,{},0,{},0,planet_biologists_exotic_gases_upkeep_add|planet_biologists_society_research_produces_add|planet_modifier,6.0,6.0,-4.0,-7600.0,-5200.0,-2800.0,-1600.0,[],{},"{""potential"":[{""NOR"":[{""has_modifier"":""resort_colony""},{""has_modifier"":""slave_colony""},{""has_modifier"":""penal_colony""}]}],""prerequisites"":[""tech_society_3""],""show_tech_unlock_if"":[{""is_wilderness_empire"":""no""}]}","{""planet_modifier"":[{""biologist_jobs_bonus_workforce_mult"":""0.1""},{""planet_biologists_society_research_produces_add"":""0.5""},{""planet_biologists_exotic_gases_upkeep_add"":""0.25""}]}","{""building_sets"":[""research"",""society""]}",ai_weight_absent|has_build_cost|has_upkeep|uses_inline_script,none,"[{""path"":""base_buildtime"",""source"":""variable"",""token"":""@b2_time"",""value"":480},{""path"":""resources.inline_script.COST"",""source"":""variable"",""token"":""@b3_minerals"",""value"":800},{""path"":""resources.inline_script.NOMADIC_COST_MULT"",""source"":""variable"",""token"":""@nomadic_minerals_to_strategic_ratio"",""value"":0.1},{""path"":""resources.cost.exotic_gases"",""source"":""variable"",""token"":""@b3_rare_cost"",""value"":100},{""path"":""resources.upkeep.energy"",""source"":""variable"",""token"":""@b3_upkeep"",""value"":8},{""path"":""resources.upkeep.exotic_gases"",""source"":""variable"",""token"":""@b3_rare_upkeep"",""value"":2},{""path"":""inline_script.AMOUNT"",""source"":""variable"",""token"":""@building_static_jobs"",""value"":200},{""path"":""planet_modifier.biologist_jobs_bonus_workforce_mult"",""source"":""literal"",""token"":""0.1"",""value"":0.1},{""path"":""planet_modifier.planet_biologists_society_research_produces_add"",""source"":""literal"",""token"":""0.5"",""value"":0.5},{""path"":""planet_modifier.planet_biologists_exotic_gases_upkeep_add"",""source"":""literal"",""token"":""0.25"",""value"":0.25},{""path"":""inline_script.AMOUNT"",""source"":""literal"",""token"":""10"",""value"":10}]",9b5561bd336c709befc9501c87c4098d22952123ab6adca7d2e1580242535e33,base_buildtime|building_sets|can_build|category|destroy_trigger|exempt_from_ai_planet_specialization|inline_script|planet_modifier|potential|prerequisites|resources|show_tech_unlock_if,1,0,0,none,tech_society_3,none,planet_biologists_exotic_gases_upkeep_add|planet_biologists_society_research_produces_add|planet_buildings|planet_modifier
building,building_biolumen_farm,119,none,Stellar AI Director,common\buildings\zzzz_staid_12_planetary_diversity_buildings.txt,2,Planetary Diversity|Stellar AI Director,common\buildings\pd_rare_buildings.txt|common\buildings\zzzz_staid_12_planetary_diversity_buildings.txt,resource,{},0,{},0,{},0,{},0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],"{""additional_ai_weight"":""2783"",""ai_weight"":[{""factor"":""1""},{""modifier"":[{""factor"":""0""},{""owner"":[{""staid_survival_mode"":""yes""}]}]},{""modifier"":[{""factor"":""0""},{""owner"":[{""staid_core_deficit_short_runway"":""yes""}]}]},{""modifier"":[{""factor"":""8""},{""staid_pd_planet_food_value"":""yes""}]},{""modifier"":[{""factor"":""5""},""years_passed"",""<"",""30""]},{""modifier"":[{""factor"":""4""},{""AND"":[""years_passed"","">"",""29"",""years_passed"",""<"",""60""]}]},{""modifier"":[{""factor"":""3""},{""AND"":[""years_passed"","">"",""59"",""years_passed"",""<"",""100""]}]}],""ai_weight_coefficient"":""7"",""ai_weight_coefficient_numeric"":7.0}","{""potential"":[{""exists"":""owner""},{""owner"":[{""country_uses_food"":""yes""}]},{""NOT"":[{""has_modifier"":""resort_colony""}]},{""has_modifier"":""pd_biolumen""},{""NOT"":[{""has_building"":""building_biolumen_lab""}]},{""NOT"":[{""has_building_construction"":""building_biolumen_lab""}]},{""NOT"":[{""has_building"":""building_biolumen_resort""}]},{""NOT"":[{""has_building_construction"":""building_biolumen_resort""}]}]}",{},"{""building_sets"":[""farming""]}",overridden_in_stack|uses_inline_script,none,"[{""path"":""base_cap_amount"",""source"":""literal"",""token"":""1"",""value"":1},{""path"":""base_buildtime"",""source"":""literal"",""token"":""600"",""value"":600},{""path"":""inline_script.FARMER_AMOUNT"",""source"":""literal"",""token"":""2"",""value"":2},{""path"":""inline_script.ANGLER_AMOUNT"",""source"":""literal"",""token"":""2"",""value"":2},{""path"":""ai_weight_coefficient"",""source"":""literal"",""token"":""7"",""value"":7},{""path"":""additional_ai_weight"",""source"":""literal"",""token"":""2783"",""value"":2783},{""path"":""ai_weight.factor"",""source"":""literal"",""token"":""1"",""value"":1},{""path"":""ai_weight.modifier.factor"",""source"":""literal"",""token"":""0"",""value"":0},{""path"":""ai_weight.modifier.factor"",""source"":""literal"",""token"":""0"",""value"":0},{""path"":""ai_weight.modifier.factor"",""source"":""literal"",""token"":""8"",""value"":8},{""path"":""ai_weight.modifier.factor"",""source"":""literal"",""token"":""5"",""value"":5},{""path"":""ai_weight.modifier.$atom"",""source"":""literal"",""token"":""30"",""value"":30},{""path"":""ai_weight.modifier.factor"",""source"":""literal"",""token"":""4"",""value"":4},{""path"":""ai_weight.modifier.AND.$atom"",""source"":""literal"",""token"":""29"",""value"":29},{""path"":""ai_weight.modifier.AND.$atom"",""source"":""literal"",""token"":""60"",""value"":60},{""path"":""ai_weight.modifier.factor"",""source"":""literal"",""token"":""3"",""value"":3},{""path"":""ai_weight.modifier.AND.$atom"",""source"":""literal"",""token"":""59"",""value"":59},{""path"":""ai_weight.modifier.AND.$atom"",""source"":""literal"",""token"":""100"",""value"":100}]",ef805431d8c0612bd37b04e2160718ff829c7bf3a1645bc9578025f88b62bc8b,additional_ai_weight|ai_weight|ai_weight_coefficient|base_buildtime|base_cap_amount|building_sets|can_build|category|destroy_trigger|inline_script|potential,0,1,6,none,none,none,none
building,building_biolumen_lab,119,none,Stellar AI Director,common\buildings\zzzz_staid_12_planetary_diversity_buildings.txt,2,Planetary Diversity|Stellar AI Director,common\buildings\pd_rare_buildings.txt|common\buildings\zzzz_staid_12_planetary_diversity_buildings.txt,research,"{""minerals"":800.0}",280.0,"{""energy"":4.0}",1.0,"{""job_biologist"":150.0,""job_calculator_biologist"":300.0}",450.0,{},0,job_biologist_add|job_calculator_biologist_add,6.0,2706.0,2705.0,4868720.0,3245720.0,1622720.0,811220.0,[],"{""additional_ai_weight"":""4000"",""ai_weight"":[{""factor"":""1""},{""modifier"":[{""factor"":""0""},{""owner"":[{""staid_survival_mode"":""yes""}]}]},{""modifier"":[{""factor"":""0""},{""owner"":[{""staid_core_deficit_short_runway"":""yes""}]}]},{""modifier"":[{""factor"":""8""},{""staid_pd_planet_research_value"":""yes""}]},{""modifier"":[{""factor"":""16""},""years_passed"",""<"",""30""]},{""modifier"":[{""factor"":""13""},{""AND"":[""years_passed"","">"",""29"",""years_passed"",""<"",""60""]}]},{""modifier"":[{""factor"":""9""},{""AND"":[""years_passed"","">"",""59"",""years_passed"",""<"",""100""]}]},{""modifier"":[{""factor"":""3""},{""AND"":[""years_passed"","">"",""99"",""years_passed"",""<"",""150""]}]},{""modifier"":[{""factor"":""5""},{""owner"":[{""staid_research_under_curve"":""yes""}]}]}],""ai_weight_coefficient"":""16"",""ai_weight_coefficient_numeric"":16.0}","{""allow"":[{""has_upgraded_capital"":""yes""}],""potential"":[{""exists"":""owner""},{""NOT"":[{""has_modifier"":""resort_colony""}]},{""has_modifier"":""pd_biolumen""},{""NOT"":[{""has_building"":""building_biolumen_resort""}]},{""NOT"":[{""has_building_construction"":""building_biolumen_resort""}]},{""NOT"":[{""has_building"":""building_biolumen_farm""}]},{""NOT"":[{""has_building_construction"":""building_biolumen_farm""}]}]}","{""triggered_planet_modifier"":[{""potential"":[{""exists"":""owner""},{""owner"":[{""is_machine_empire"":""yes""}]}]},{""modifier"":[{""job_calculator_biologist_add"":""150""}]}]}","{""building_sets"":[""research"",""society""]}",has_build_cost|has_jobs|has_upkeep|overridden_in_stack|uses_inline_script,none,"[{""path"":""base_cap_amount"",""source"":""literal"",""token"":""1"",""value"":1},{""path"":""base_buildtime"",""source"":""literal"",""token"":""600"",""value"":600},{""path"":""triggered_planet_modifier.modifier.job_biologist_add"",""source"":""literal"",""token"":""150"",""value"":150},{""path"":""triggered_planet_modifier.modifier.job_calculator_biologist_add"",""source"":""literal"",""token"":""150"",""value"":150},{""path"":""triggered_planet_modifier.modifier.job_calculator_biologist_add"",""source"":""literal"",""token"":""150"",""value"":150},{""path"":""resources.cost.minerals"",""source"":""literal"",""token"":""800"",""value"":800},{""path"":""resources.upkeep.energy"",""source"":""literal"",""token"":""4"",""value"":4},{""path"":""ai_weight_coefficient"",""source"":""literal"",""token"":""16"",""value"":16},{""path"":""additional_ai_weight"",""source"":""literal"",""token"":""4000"",""value"":4000},{""path"":""ai_weight.factor"",""source"":""literal"",""token"":""1"",""value"":1},{""path"":""ai_weight.modifier.factor"",""source"":""literal"",""token"":""0"",""value"":0},{""path"":""ai_weight.modifier.factor"",""source"":""literal"",""token"":""0"",""value"":0},{""path"":""ai_weight.modifier.factor"",""source"":""literal"",""token"":""8"",""value"":8},{""path"":""ai_weight.modifier.factor"",""source"":""literal"",""token"":""16"",""value"":16},{""path"":""ai_weight.modifier.$atom"",""source"":""literal"",""token"":""30"",""value"":30},{""path"":""ai_weight.modifier.factor"",""source"":""literal"",""token"":""13"",""value"":13},{""path"":""ai_weight.modifier.AND.$atom"",""source"":""literal"",""token"":""29"",""value"":29},{""path"":""ai_weight.modifier.AND.$atom"",""source"":""literal"",""token"":""60"",""value"":60},{""path"":""ai_weight.modifier.factor"",""source"":""literal"",""token"":""9"",""value"":9},{""path"":""ai_weight.modifier.AND.$atom"",""source"":""literal"",""token"":""59"",""value"":59},{""path"":""ai_weight.modifier.AND.$atom"",""source"":""literal"",""token"":""100"",""value"":100},{""path"":""ai_weight.modifier.factor"",""source"":""literal"",""token"":""3"",""value"":3},{""path"":""ai_weight.modifier.AND.$atom"",""source"":""literal"",""token"":""99"",""value"":99},{""path"":""ai_weight.modifier.AND.$atom"",""source"":""literal"",""token"":""150"",""value"":150},{""path"":""ai_weight.modifier.factor"",""source"":""literal"",""token"":""5"",""value"":5}]",e0eb213257bbd2e211caa66bbbee3ba01eb77a6d8f80bbc78f126194be2aaf81,additional_ai_weight|ai_weight|ai_weight_coefficient|allow|base_buildtime|base_cap_amount|building_sets|can_build|category|destroy_trigger|inline_script|potential|resources|triggered_planet_modifier,1,1,11,none,none,none,job_biologist_add|job_calculator_biologist_add|planet_buildings
building,building_biolumen_resort,119,none,Stellar AI Director,common\buildings\zzzz_staid_12_planetary_diversity_buildings.txt,2,Planetary Diversity|Stellar AI Director,common\buildings\pd_rare_buildings.txt|common\buildings\zzzz_staid_12_planetary_diversity_buildings.txt,trade,{},0,{},0,{},0,{},0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],"{""additional_ai_weight"":""4000"",""ai_weight"":[{""factor"":""1""},{""modifier"":[{""factor"":""0""},{""owner"":[{""staid_survival_mode"":""yes""}]}]},{""modifier"":[{""factor"":""0""},{""owner"":[{""staid_core_deficit_short_runway"":""yes""}]}]},{""modifier"":[{""factor"":""8""},{""staid_pd_planet_trade_value"":""yes""}]},{""modifier"":[{""factor"":""8""},""years_passed"",""<"",""30""]},{""modifier"":[{""factor"":""6""},{""AND"":[""years_passed"","">"",""29"",""years_passed"",""<"",""60""]}]},{""modifier"":[{""factor"":""4""},{""AND"":[""years_passed"","">"",""59"",""years_passed"",""<"",""100""]}]}],""ai_weight_coefficient"":""11"",""ai_weight_coefficient_numeric"":11.0}","{""potential"":[{""owner"":[{""is_gestalt"":""no""}]},{""has_modifier"":""pd_biolumen""},{""NOT"":[{""has_building"":""building_biolumen_lab""}]},{""NOT"":[{""has_building_construction"":""building_biolumen_lab""}]},{""NOT"":[{""has_building"":""building_biolumen_farm""}]},{""NOT"":[{""has_building_construction"":""building_biolumen_farm""}]}]}",{},"{""building_sets"":[""urban"",""trade""]}",overridden_in_stack|uses_inline_script,none,"[{""path"":""base_cap_amount"",""source"":""literal"",""token"":""1"",""value"":1},{""path"":""base_buildtime"",""source"":""literal"",""token"":""600"",""value"":600},{""path"":""ai_weight_coefficient"",""source"":""literal"",""token"":""11"",""value"":11},{""path"":""additional_ai_weight"",""source"":""literal"",""token"":""4000"",""value"":4000},{""path"":""ai_weight.factor"",""source"":""literal"",""token"":""1"",""value"":1},{""path"":""ai_weight.modifier.factor"",""source"":""literal"",""token"":""0"",""value"":0},{""path"":""ai_weight.modifier.factor"",""source"":""literal"",""token"":""0"",""value"":0},{""path"":""ai_weight.modifier.factor"",""source"":""literal"",""token"":""8"",""value"":8},{""path"":""ai_weight.modifier.factor"",""source"":""literal"",""token"":""8"",""value"":8},{""path"":""ai_weight.modifier.$atom"",""source"":""literal"",""token"":""30"",""value"":30},{""path"":""ai_weight.modifier.factor"",""source"":""literal"",""token"":""6"",""value"":6},{""path"":""ai_weight.modifier.AND.$atom"",""source"":""literal"",""token"":""29"",""value"":29},{""path"":""ai_weight.modifier.AND.$atom"",""source"":""literal"",""token"":""60"",""value"":60},{""path"":""ai_weight.modifier.factor"",""source"":""literal"",""token"":""4"",""value"":4},{""path"":""ai_weight.modifier.AND.$atom"",""source"":""literal"",""token"":""59"",""value"":59},{""path"":""ai_weight.modifier.AND.$atom"",""source"":""literal"",""token"":""100"",""value"":100}]",36a600a5db67d39bda0006d506f8ef3b73a0b954b40d811d9a95e8eb6507f9e2,additional_ai_weight|ai_weight|ai_weight_coefficient|base_buildtime|base_cap_amount|building_sets|can_build|category|destroy_trigger|inline_script|potential,0,1,6,none,none,none,none
building,building_brain_node_1,0,vanilla,Stellaris vanilla,common\buildings\21_wilderness_buildings.txt,1,Stellaris vanilla,common\buildings\21_wilderness_buildings.txt,research,"{""minerals"":400.0}",140.0,"{""energy"":3.0}",0.75,{},0,{},0,none,0.0,0.0,-0.75,-1490.0,-1040.0,-590.0,-365.0,"[""building_brain_node_2""]","{""ai_estimate_without_unemployment"":""yes""}",{},{},"{""building_sets"":[""government"",""research""]}",ai_weight_absent|has_build_cost|has_upkeep|uses_inline_script,none,"[{""path"":""resources.cost.minerals"",""source"":""variable"",""token"":""@b1_minerals"",""value"":400},{""path"":""resources.cost.biomass"",""source"":""variable"",""token"":""@b1_biomass"",""value"":100},{""path"":""resources.upkeep.energy"",""source"":""variable"",""token"":""@b1_upkeep"",""value"":2},{""path"":""resources.upkeep.energy"",""source"":""literal"",""token"":""1"",""value"":1},{""path"":""inline_script.AMOUNT"",""source"":""variable"",""token"":""@building_static_jobs_low_3"",""value"":30}]",780d5cfef19d75d50cf58330778e8e14d2de7d78a59b87c31e07536fc6512e72,ai_estimate_without_unemployment|base_buildtime|building_sets|can_build|can_demolish|category|icon|inline_script|resources|ruined_icon|upgrades,1,0,0,none,none,none,planet_research_buildings
building,building_brain_node_2,0,vanilla,Stellaris vanilla,common\buildings\21_wilderness_buildings.txt,1,Stellaris vanilla,common\buildings\21_wilderness_buildings.txt,research,"{""minerals"":600.0}",210.0,"{""energy"":6.0}",1.5,{},0,{},0,none,0.0,0.0,-1.5,-2910.0,-2010.0,-1110.0,-660.0,"[""building_brain_node_3""]","{""ai_estimate_without_unemployment"":""yes""}","{""allow"":[{""has_upgraded_capital"":""yes""}]}",{},"{""building_sets"":[""government"",""research""]}",ai_weight_absent|has_build_cost|has_upkeep|uses_inline_script,none,"[{""path"":""resources.cost.minerals"",""source"":""variable"",""token"":""@b2_minerals"",""value"":600},{""path"":""resources.cost.biomass"",""source"":""variable"",""token"":""@b2_biomass"",""value"":200},{""path"":""resources.upkeep.energy"",""source"":""variable"",""token"":""@b2_upkeep"",""value"":5},{""path"":""resources.upkeep.energy"",""source"":""literal"",""token"":""1"",""value"":1},{""path"":""inline_script.AMOUNT"",""source"":""variable"",""token"":""@building_static_jobs_3"",""value"":60}]",07860a954f014fd0177a240cb33a49ab3d4128bd3356909f90b83c2f0e67d712,ai_estimate_without_unemployment|allow|base_buildtime|building_sets|can_build|can_demolish|category|icon|inline_script|resources|ruined_icon|upgrades,1,0,0,none,none,none,planet_research_buildings
