building_id,primary_role,primary_role_score,readiness_phase,gate_reasons,build_plan_candidate,repeatable_candidate,capital_tier_gate,fallback_building_id,fallback_primary_role_score,fallback_reason,readiness_status,prerequisites,potential_allow_gates,potential_allow_gate_atoms,event_flags,unlock_flags,is_upgrade_terminal,upgrade_terminal,upgrade_chain_to_terminal,colony_class,category,winning_mod_name,winning_file
building_giga_aeternum_leisure_center,factory_world,250.0,conditional_scripted,not_build_plan_candidate;scripted_potential_allow,no,yes,no,building_junkheap,10.0,same_role_available_before_target_unlock,fallback_available,,potential,,,,yes,building_giga_aeternum_leisure_center,building_giga_aeternum_leisure_center,generic_planet_or_special,amenity,Gigastructural Engineering & More (4.4),common\buildings\giga_aeternum_buildings.txt
building_junkheap,factory_world,10.0,conditional_scripted,scripted_potential_allow,yes,yes,no,building_underground_chemists,6.0,same_role_available_before_target_unlock,fallback_available,,potential,,,,yes,building_junkheap,building_junkheap,generic_planet_or_special,amenity,Stellaris vanilla,common\buildings\12_event_buildings.txt
building_primitive_factory,factory_world,4.0,conditional_scripted,not_build_plan_candidate;scripted_potential_allow,no,yes,no,building_junkheap,10.0,same_role_available_before_target_unlock,fallback_available,,potential,,,,yes,building_primitive_factory,building_primitive_factory,generic_planet_or_special,manufacturing,Stellaris vanilla,common\buildings\11_primitive_buildings.txt
building_underground_chemists,factory_world,6.0,conditional_scripted,scripted_potential_allow,yes,yes,no,building_junkheap,10.0,same_role_available_before_target_unlock,fallback_available,,potential;trigger,,,,yes,building_underground_chemists,building_underground_chemists,generic_planet_or_special,manufacturing,Stellaris vanilla,common\buildings\14_branch_office_buildings.txt
building_virtual_entertainment_studios,factory_world,6.0,conditional_scripted,scripted_potential_allow,yes,yes,no,building_junkheap,10.0,same_role_available_before_target_unlock,fallback_available,,potential;trigger,,,,yes,building_virtual_entertainment_studios,building_virtual_entertainment_studios,generic_planet_or_special,manufacturing,Stellaris vanilla,common\buildings\14_branch_office_buildings.txt
building_hive_primitive_factory,forge_world,4.0,after_event_flag,event_flag;not_build_plan_candidate;scripted_potential_allow,no,yes,no,building_nanotech_cauldron,15.0,same_role_available_before_target_unlock,fallback_available,,potential,,atomic_age;early_space_age;industrial_age;machine_age;steam_age,,yes,building_hive_primitive_factory,building_hive_primitive_factory,generic_planet_or_special,manufacturing,Stellaris vanilla,common\buildings\11_primitive_buildings.txt
building_mp_machine_primitive_factory,forge_world,4.0,after_event_flag,event_flag;not_build_plan_candidate;scripted_potential_allow,no,no,no,building_nanotech_cauldron,15.0,same_role_available_before_target_unlock,fallback_available,,potential,,singularity_age;singularity_age_servitor,,yes,building_mp_machine_primitive_factory,building_mp_machine_primitive_factory,generic_planet_or_special,manufacturing,More Primitives,common\buildings\mp_primitive_buildings.txt
building_nano_forge,forge_world,25.0,after_event_flag,event_flag;scripted_potential_allow,yes,yes,no,building_nanotech_cauldron,15.0,same_role_available_before_target_unlock,fallback_available,,allow;potential;trigger,,cosmogenesis_aborted;micro_forge_can_build,,yes,building_nano_forge,building_nano_forge,generic_planet_or_special,manufacturing,Stellaris vanilla,common\buildings\13_fallen_empire_buildings.txt
building_bio_furnace,forge_world,3.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_nanotech_cauldron,15.0,same_role_available_before_target_unlock,fallback_available,tech_alloy_fossilization,potential,,,,yes,building_bio_furnace,building_bio_furnace,generic_planet_or_special,manufacturing,Stellaris vanilla,common\buildings\22_extreme_frontiers_buildings.txt
building_foundry_efficiency_1,forge_world,10.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_nanotech_cauldron,15.0,same_role_available_before_target_unlock,fallback_available,tech_alloys_2,potential;trigger,,,,yes,building_foundry_efficiency_1,building_foundry_efficiency_1,generic_planet_or_special,manufacturing,Stellaris vanilla,common\buildings\04_manufacturing_buildings.txt
esc_building_reprocessing_plant,forge_world,7.675,after_prerequisite,event_flag;scripted_potential_allow;technology_prerequisite,yes,yes,no,building_nanotech_cauldron,15.0,same_role_available_before_target_unlock,fallback_available,esc_tech_reprocessing_plant,allow;potential;trigger,,ESC_GLOBAL_FLAG_scrapper_tech_forbidden;scrapper_killed,,yes,esc_building_reprocessing_plant,esc_building_reprocessing_plant,generic_planet_or_special,manufacturing,Extra Ship Components NEXT,common\buildings\esc_buildings_resources.txt
building_industrial_subsidiary,forge_world,1.0,conditional_scripted,scripted_potential_allow,yes,yes,no,building_nanotech_cauldron,15.0,same_role_available_before_target_unlock,fallback_available,,potential;trigger,,,,yes,building_industrial_subsidiary,building_industrial_subsidiary,generic_planet_or_special,manufacturing,Stellaris vanilla,common\buildings\14_branch_office_buildings.txt
building_nanotech_cauldron,forge_world,15.0,conditional_scripted,scripted_potential_allow,yes,yes,no,building_wrecking_yards,3.0,same_role_available_before_target_unlock,fallback_available,,allow;potential,,,,yes,building_nanotech_cauldron,building_nanotech_cauldron,generic_planet_or_special,manufacturing,Stellaris vanilla,common\buildings\20_machine_age_buildings.txt
building_private_shipyards,forge_world,3.0,conditional_scripted,scripted_potential_allow,yes,yes,no,building_nanotech_cauldron,15.0,same_role_available_before_target_unlock,fallback_available,,potential;trigger,,,,yes,building_private_shipyards,building_private_shipyards,generic_planet_or_special,manufacturing,Stellaris vanilla,common\buildings\14_branch_office_buildings.txt
building_wrecking_yards,forge_world,3.0,conditional_scripted,scripted_potential_allow,yes,yes,no,building_nanotech_cauldron,15.0,same_role_available_before_target_unlock,fallback_available,,potential;trigger,,,,yes,building_wrecking_yards,building_wrecking_yards,generic_planet_or_special,manufacturing,Stellaris vanilla,common\buildings\14_branch_office_buildings.txt
building_class_3_singularity,generator_world,75.0,after_event_flag,event_flag;scripted_potential_allow,yes,yes,no,building_giga_gas_giant_habitation_module,312.0,same_role_available_before_target_unlock,fallback_available,,allow;potential;trigger,,class_3_singularity_can_build,,no,building_class_4_singularity,building_class_3_singularity|building_class_4_singularity,generic_planet_or_special,resource,Stellaris vanilla,common\buildings\13_fallen_empire_buildings.txt
building_class_4_singularity,generator_world,200.0,after_event_flag,event_flag;scripted_potential_allow,yes,yes,no,building_giga_gas_giant_habitation_module,312.0,same_role_available_before_target_unlock,fallback_available,,allow;potential;trigger,,class_3_singularity_can_build,,yes,building_class_4_singularity,building_class_4_singularity,generic_planet_or_special,resource,Stellaris vanilla,common\buildings\13_fallen_empire_buildings.txt
building_cyberdome,generator_world,24.0,after_event_flag,event_flag;scripted_potential_allow,yes,yes,no,building_giga_gas_giant_habitation_module,312.0,same_role_available_before_target_unlock,fallback_available,,allow;potential,,cyber_collectivist,,yes,building_cyberdome,building_cyberdome,generic_planet_or_special,amenity,Stellaris vanilla,common\buildings\20_machine_age_buildings.txt
building_hive_primitive_power_plant,generator_world,2.0,after_event_flag,event_flag;not_build_plan_candidate;scripted_potential_allow,no,yes,no,building_giga_gas_giant_habitation_module,312.0,same_role_available_before_target_unlock,fallback_available,,potential,,atomic_age;early_space_age;industrial_age;machine_age;steam_age,,yes,building_hive_primitive_power_plant,building_hive_primitive_power_plant,generic_planet_or_special,resource,Stellaris vanilla,common\buildings\11_primitive_buildings.txt
building_knightly_theme_park,generator_world,10.0,after_event_flag,event_flag;scripted_potential_allow,yes,yes,no,building_giga_gas_giant_habitation_module,312.0,same_role_available_before_target_unlock,fallback_available,,allow;potential;trigger,5000;>=;pop_amount,quest_abandoned,,yes,building_knightly_theme_park,building_knightly_theme_park,generic_planet_or_special,amenity,Stellaris vanilla,common\buildings\14_branch_office_buildings.txt
building_mem_colony_ship_power_outpost,generator_world,2.0,after_event_flag,event_flag;not_build_plan_candidate;scripted_potential_allow,no,no,no,building_giga_gas_giant_habitation_module,312.0,same_role_available_before_target_unlock,fallback_available,,potential,,mem_use_custom_primitive_buildings,,yes,building_mem_colony_ship_power_outpost,building_mem_colony_ship_power_outpost,generic_planet_or_special,resource,More Events Mod,common\buildings\mem_colony_ship_buildings.txt
building_mem_primitive_power_plant,generator_world,2.0,after_event_flag,event_flag;not_build_plan_candidate;scripted_potential_allow,no,no,no,building_giga_gas_giant_habitation_module,312.0,same_role_available_before_target_unlock,fallback_available,,potential,,mem_use_custom_primitive_buildings,,yes,building_mem_primitive_power_plant,building_mem_primitive_power_plant,generic_planet_or_special,resource,More Events Mod,common\buildings\mem_primitive_buildings.txt
building_mp_machine_primitive_power_plant,generator_world,2.0,after_event_flag,event_flag;not_build_plan_candidate;scripted_potential_allow,no,no,no,building_giga_gas_giant_habitation_module,312.0,same_role_available_before_target_unlock,fallback_available,,potential,,singularity_age;singularity_age_servitor,,yes,building_mp_machine_primitive_power_plant,building_mp_machine_primitive_power_plant,generic_planet_or_special,resource,More Primitives,common\buildings\mp_primitive_buildings.txt
building_mp_primitive_monument,generator_world,10.0,after_event_flag,event_flag;not_build_plan_candidate;scripted_potential_allow,no,no,no,building_giga_gas_giant_habitation_module,312.0,same_role_available_before_target_unlock,fallback_available,,potential,,philosophy_age,,yes,building_mp_primitive_monument,building_mp_primitive_monument,generic_planet_or_special,unity,More Primitives,common\buildings\mp_primitive_buildings.txt
building_mp_primitive_steam_turbine,generator_world,10.0,after_event_flag,event_flag;not_build_plan_candidate;scripted_potential_allow,no,no,no,building_giga_gas_giant_habitation_module,312.0,same_role_available_before_target_unlock,fallback_available,,potential,,industrial_age;machine_age;pollution_age;steam_age,,yes,building_mp_primitive_steam_turbine,building_mp_primitive_steam_turbine,generic_planet_or_special,resource,More Primitives,common\buildings\mp_primitive_buildings.txt
building_primitive_power_plant,generator_world,2.0,after_event_flag,event_flag;not_build_plan_candidate;scripted_potential_allow,no,yes,no,building_giga_gas_giant_habitation_module,312.0,same_role_available_before_target_unlock,fallback_available,,potential,,atomic_age;early_space_age;industrial_age;machine_age;steam_age,,yes,building_primitive_power_plant,building_primitive_power_plant,generic_planet_or_special,resource,Stellaris vanilla,common\buildings\11_primitive_buildings.txt
building_waste_reprocessing_center,generator_world,34.0,after_event_flag,event_flag;scripted_potential_allow,yes,yes,no,building_giga_gas_giant_habitation_module,312.0,same_role_available_before_target_unlock,fallback_available,,potential;trigger,,bought_waste_reprocessing_center,,yes,building_waste_reprocessing_center,building_waste_reprocessing_center,generic_planet_or_special,resource,Stellaris vanilla,common\buildings\12_event_buildings.txt
building_betharian_power_plant,generator_world,10.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_giga_gas_giant_habitation_module,312.0,same_role_available_before_target_unlock,fallback_available,tech_mine_betharian,potential;trigger,,,,yes,building_betharian_power_plant,building_betharian_power_plant,generic_planet_or_special,resource,Stellaris vanilla,common\buildings\10_deposit_buildings.txt
building_commercial_megaplex,generator_world,6.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_giga_gas_giant_habitation_module,312.0,same_role_available_before_target_unlock,fallback_available,tech_interstellar_economics,allow;potential;trigger,,,,yes,building_commercial_megaplex,building_commercial_megaplex,generic_planet_or_special,trade,Stellaris vanilla,common\buildings\06_trade_buildings.txt
building_energy_grid,generator_world,10.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_giga_gas_giant_habitation_module,312.0,same_role_available_before_target_unlock,fallback_available,tech_power_hub_1,potential;trigger,,,,no,building_energy_nexus,building_energy_grid|building_energy_nexus,generic_planet_or_special,resource,Stellaris vanilla,common\buildings\03_resource_buildings.txt
building_energy_nexus,generator_world,15.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_giga_gas_giant_habitation_module,312.0,same_role_available_before_target_unlock,fallback_available,tech_power_hub_2,allow;potential;trigger,,,,yes,building_energy_nexus,building_energy_nexus,generic_planet_or_special,resource,Stellaris vanilla,common\buildings\03_resource_buildings.txt
building_giga_blokkat_blokkwork_node,generator_world,200.0,after_prerequisite,event_flag;technology_prerequisite,yes,yes,no,building_giga_gas_giant_habitation_module,312.0,same_role_available_before_target_unlock,fallback_available,giga_tech_blokkat_blokkwork_power_node,,,blokkat_joinblokkats_stage_4_researched,,yes,building_giga_blokkat_blokkwork_node,building_giga_blokkat_blokkwork_node,generic_planet_or_special,research,Gigastructural Engineering & More (4.4),common\buildings\giga_blokkat_buildings.txt
building_giga_energy_nexus_1,generator_world,24.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_giga_gas_giant_habitation_module,312.0,same_role_available_before_target_unlock,fallback_available,tech_l_conductor,allow;potential;trigger,,,,no,building_giga_energy_nexus_3,building_giga_energy_nexus_1|building_giga_energy_nexus_2|building_giga_energy_nexus_3,generic_planet_or_special,resource,Gigastructural Engineering & More (4.4),common\buildings\giga_buildings.txt
building_giga_energy_nexus_2,generator_world,32.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_giga_gas_giant_habitation_module,312.0,same_role_available_before_target_unlock,fallback_available,tech_hyperlane_p_t,allow;potential;trigger,,,,no,building_giga_energy_nexus_3,building_giga_energy_nexus_2|building_giga_energy_nexus_3,generic_planet_or_special,resource,Gigastructural Engineering & More (4.4),common\buildings\giga_buildings.txt
building_giga_energy_nexus_3,generator_world,40.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_giga_gas_giant_habitation_module,312.0,same_role_available_before_target_unlock,fallback_available,tech_field_e_e_t,potential;trigger,,,,yes,building_giga_energy_nexus_3,building_giga_energy_nexus_3,generic_planet_or_special,resource,Gigastructural Engineering & More (4.4),common\buildings\giga_buildings.txt
building_giga_iodizium_plant,generator_world,45.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_giga_gas_giant_habitation_module,312.0,same_role_available_before_target_unlock,fallback_available,giga_tech_fusion_suppressor,allow;potential;trigger,,,,yes,building_giga_iodizium_plant,building_giga_iodizium_plant,generic_planet_or_special,resource,Gigastructural Engineering & More (4.4),common\buildings\giga_buildings.txt
building_giga_research_lab_1,generator_world,64.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_giga_gas_giant_habitation_module,312.0,same_role_available_before_target_unlock,fallback_available,tech_u_r_e_t,allow;potential;trigger,,,,no,building_giga_research_lab_2,building_giga_research_lab_1|building_giga_research_lab_2,generic_planet_or_special,research,Gigastructural Engineering & More (4.4),common\buildings\giga_buildings.txt
building_giga_research_lab_2,generator_world,96.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_giga_gas_giant_habitation_module,312.0,same_role_available_before_target_unlock,fallback_available,tech_non_local_r_i,allow;potential;trigger,,,,yes,building_giga_research_lab_2,building_giga_research_lab_2,generic_planet_or_special,research,Gigastructural Engineering & More (4.4),common\buildings\giga_buildings.txt
building_mem_outsiders_rift_power_plant,generator_world,70.0,after_prerequisite,not_build_plan_candidate;scripted_potential_allow;technology_prerequisite,no,no,no,building_giga_gas_giant_habitation_module,312.0,same_role_available_before_target_unlock,fallback_available,tech_mem_outsiders_flux_power,allow;potential;trigger,,,,yes,building_mem_outsiders_rift_power_plant,building_mem_outsiders_rift_power_plant,generic_planet_or_special,resource,More Events Mod,common\buildings\mem_outsiders_buildings.txt
building_mem_woorskyr_bioenergy_plant,generator_world,5.0,after_prerequisite,not_build_plan_candidate;scripted_potential_allow;technology_prerequisite,no,no,no,building_giga_gas_giant_habitation_module,312.0,same_role_available_before_target_unlock,fallback_available,tech_mem_woorskyr_habitation,potential,,,,yes,building_mem_woorskyr_bioenergy_plant,building_mem_woorskyr_bioenergy_plant,generic_planet_or_special,resource,More Events Mod,common\buildings\mem_scfe_buildings.txt
building_woorskyr_bioenergy_plant,generator_world,5.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_giga_gas_giant_habitation_module,312.0,same_role_available_before_target_unlock,fallback_available,tech_woorskyr_bioenergy_plant,allow;potential,,,,yes,building_woorskyr_bioenergy_plant,building_woorskyr_bioenergy_plant,generic_planet_or_special,resource,Forgotten Empires 4.4.1,common\buildings\scfe_buildings.txt
