folder,source_file,object_id,has_planet_modifier_block,trigger_kind,roles
static_modifiers,pd_domed_colonies_modifiers.txt,pd_domed_mining_site_3,True,has_modifier,minerals
static_modifiers,pd_domed_colonies_modifiers.txt,pd_domed_food_site_1,True,has_modifier,food
static_modifiers,pd_domed_colonies_modifiers.txt,pd_domed_food_site_2,True,has_modifier,food
static_modifiers,pd_domed_colonies_modifiers.txt,pd_domed_food_site_3,True,has_modifier,food
static_modifiers,pd_domed_colonies_modifiers.txt,pd_domed_energy_site_1,True,has_modifier,energy
static_modifiers,pd_domed_colonies_modifiers.txt,pd_domed_energy_site_2,True,has_modifier,energy
static_modifiers,pd_domed_colonies_modifiers.txt,pd_domed_energy_site_3,True,has_modifier,energy
static_modifiers,pd_domed_colonies_modifiers.txt,pd_moon_base_trade,True,has_modifier,trade
static_modifiers,pd_domed_colonies_modifiers.txt,pd_moon_base_military,True,has_modifier,general
static_modifiers,pd_domed_colonies_modifiers.txt,pd_moon_base_factory,True,has_modifier,consumer_goods
static_modifiers,pd_domed_colonies_modifiers.txt,pd_moon_base_foundry,True,has_modifier,alloys
static_modifiers,pd_domed_colonies_modifiers.txt,pd_moon_base_admin,True,has_modifier,general
static_modifiers,pd_domed_colonies_modifiers.txt,pd_moon_base_priest,True,has_modifier,unity
static_modifiers,pd_domed_colonies_modifiers.txt,pd_domed_base_research,True,has_modifier,research
static_modifiers,pd_domed_colonies_modifiers.txt,pd_domed_base_mining,True,has_modifier,minerals
static_modifiers,pd_domed_colonies_modifiers.txt,pd_domed_base_energy,True,has_modifier,energy
static_modifiers,pd_domed_colonies_modifiers.txt,pd_domed_base_food,True,has_modifier,food
static_modifiers,pd_dry_planet_modifiers.txt,pd_desert,True,has_modifier,general
static_modifiers,pd_dry_planet_modifiers.txt,pd_dune,True,has_modifier,general
static_modifiers,pd_dry_planet_modifiers.txt,pd_oasis,True,has_modifier,general
static_modifiers,pd_dry_planet_modifiers.txt,pd_outback,True,has_modifier,general
static_modifiers,pd_dry_planet_modifiers.txt,pd_coastal,True,has_modifier,general
static_modifiers,pd_dry_planet_modifiers.txt,pd_fungi,True,has_modifier,general
static_modifiers,pd_dry_planet_modifiers.txt,pd_ironsand,True,has_modifier,general
static_modifiers,pd_dry_planet_modifiers.txt,pd_cactus,True,has_modifier,general
static_modifiers,pd_dry_planet_modifiers.txt,pd_dust,True,has_modifier,general
static_modifiers,pd_dry_planet_modifiers.txt,pd_sodalite,True,has_modifier,general
static_modifiers,pd_dry_planet_modifiers.txt,pd_salt,True,has_modifier,"minerals,food"
static_modifiers,pd_dry_planet_modifiers.txt,pd_aquifer,True,has_modifier,"food,growth"
static_modifiers,pd_dry_planet_modifiers.txt,pd_arid,True,has_modifier,general
static_modifiers,pd_dry_planet_modifiers.txt,pd_mesa,True,has_modifier,general
static_modifiers,pd_dry_planet_modifiers.txt,pd_fog_desert,True,has_modifier,general
static_modifiers,pd_dry_planet_modifiers.txt,pd_mediterranean,True,has_modifier,general
static_modifiers,pd_dry_planet_modifiers.txt,pd_badlands,True,has_modifier,general
static_modifiers,pd_dry_planet_modifiers.txt,pd_succulent,True,has_modifier,general
static_modifiers,pd_dry_planet_modifiers.txt,pd_striped,True,has_modifier,general
static_modifiers,pd_dry_planet_modifiers.txt,pd_amethyst,True,has_modifier,general
static_modifiers,pd_dry_planet_modifiers.txt,pd_opal,True,has_modifier,general
static_modifiers,pd_dry_planet_modifiers.txt,pd_superbloom,True,has_modifier,general
static_modifiers,pd_dry_planet_modifiers.txt,pd_coral,True,has_modifier,"minerals,growth"
static_modifiers,pd_dry_planet_modifiers.txt,pd_primal,True,has_modifier,energy
static_modifiers,pd_dry_planet_modifiers.txt,pd_savannah,True,has_modifier,general
static_modifiers,pd_dry_planet_modifiers.txt,pd_steppe,True,has_modifier,general
static_modifiers,pd_dry_planet_modifiers.txt,pd_prairie,True,has_modifier,general
static_modifiers,pd_dry_planet_modifiers.txt,pd_semi_arid,True,has_modifier,general
static_modifiers,pd_dry_planet_modifiers.txt,pd_aspen,True,has_modifier,general
static_modifiers,pd_dry_planet_modifiers.txt,pd_sandstone,True,has_modifier,general
static_modifiers,pd_dry_planet_modifiers.txt,pd_turquoise,True,has_modifier,general
static_modifiers,pd_dry_planet_modifiers.txt,pd_calcite,True,has_modifier,general
static_modifiers,pd_dry_planet_modifiers.txt,pd_monsoon,True,has_modifier,general
static_modifiers,pd_dry_planet_modifiers.txt,pd_silvergrass,True,has_modifier,general
static_modifiers,pd_dry_planet_modifiers.txt,pd_supercontinent,True,has_modifier,"food,growth"
static_modifiers,pd_dry_planet_modifiers.txt,pd_sinkhole,True,has_modifier,"minerals,growth"
static_modifiers,pd_frozen_planet_modifiers.txt,pd_arctic,True,has_modifier,general
static_modifiers,pd_frozen_planet_modifiers.txt,pd_cold_desert,True,has_modifier,general
static_modifiers,pd_frozen_planet_modifiers.txt,pd_glacial,True,has_modifier,general
static_modifiers,pd_frozen_planet_modifiers.txt,pd_antarctic,True,has_modifier,general
static_modifiers,pd_frozen_planet_modifiers.txt,pd_aeolian,True,has_modifier,general
static_modifiers,pd_frozen_planet_modifiers.txt,pd_ice_spike,True,has_modifier,general
static_modifiers,pd_frozen_planet_modifiers.txt,pd_crevasse,True,has_modifier,general
static_modifiers,pd_frozen_planet_modifiers.txt,pd_ice_dunes,True,has_modifier,general
static_modifiers,pd_frozen_planet_modifiers.txt,pd_ferrospring,True,has_modifier,general
static_modifiers,pd_frozen_planet_modifiers.txt,pd_supraglacial_lakes,True,has_modifier,general
static_modifiers,pd_frozen_planet_modifiers.txt,pd_storm,True,has_modifier,"energy,food,growth"
static_modifiers,pd_frozen_planet_modifiers.txt,pd_iceberg,True,has_modifier,"food,growth"
static_modifiers,pd_frozen_planet_modifiers.txt,pd_alpine,True,has_modifier,general
static_modifiers,pd_frozen_planet_modifiers.txt,pd_boreal,True,has_modifier,general
static_modifiers,pd_frozen_planet_modifiers.txt,pd_snow,True,has_modifier,general
static_modifiers,pd_frozen_planet_modifiers.txt,pd_highland,True,has_modifier,general
static_modifiers,pd_frozen_planet_modifiers.txt,pd_dune_forest,True,has_modifier,general
static_modifiers,pd_frozen_planet_modifiers.txt,pd_fjord,True,has_modifier,general
static_modifiers,pd_frozen_planet_modifiers.txt,pd_blossom,True,has_modifier,general
static_modifiers,pd_frozen_planet_modifiers.txt,pd_taiga,True,has_modifier,general
static_modifiers,pd_frozen_planet_modifiers.txt,pd_craton,True,has_modifier,general
static_modifiers,pd_frozen_planet_modifiers.txt,pd_ravine,True,has_modifier,general
static_modifiers,pd_frozen_planet_modifiers.txt,pd_glaciovolcanic,True,has_modifier,"minerals,energy,growth"
static_modifiers,pd_frozen_planet_modifiers.txt,pd_lanthanide,True,has_modifier,minerals
static_modifiers,pd_frozen_planet_modifiers.txt,pd_tundra,True,has_modifier,general
static_modifiers,pd_frozen_planet_modifiers.txt,pd_bog,True,has_modifier,general
static_modifiers,pd_frozen_planet_modifiers.txt,pd_mycelium,True,has_modifier,general
static_modifiers,pd_frozen_planet_modifiers.txt,pd_mud,True,has_modifier,general
static_modifiers,pd_frozen_planet_modifiers.txt,pd_basalt,True,has_modifier,general
static_modifiers,pd_frozen_planet_modifiers.txt,pd_tuya,True,has_modifier,general
static_modifiers,pd_frozen_planet_modifiers.txt,pd_cryovolcano,True,has_modifier,general
static_modifiers,pd_frozen_planet_modifiers.txt,pd_treeline,True,has_modifier,general
static_modifiers,pd_frozen_planet_modifiers.txt,pd_peatland,True,has_modifier,general
static_modifiers,pd_frozen_planet_modifiers.txt,pd_travertine,True,has_modifier,general
static_modifiers,pd_frozen_planet_modifiers.txt,pd_cryoflora,True,has_modifier,energy
static_modifiers,pd_frozen_planet_modifiers.txt,pd_lichen,True,has_modifier,"minerals,food"
static_modifiers,pd_gaia_planet_modifiers.txt,pd_gaia_world,True,has_modifier,general
static_modifiers,pd_gaia_planet_modifiers.txt,pd_dry_gaia_world,True,has_modifier,general
static_modifiers,pd_gaia_planet_modifiers.txt,pd_cold_gaia_world,True,has_modifier,general
static_modifiers,pd_gaia_planet_modifiers.txt,pd_uncommon_gaia_world,True,has_modifier,general
static_modifiers,pd_planet_modifiers.txt,pc_pd_nuked_arcology,True,has_modifier,general
static_modifiers,pd_planet_modifiers.txt,engineered_environment_gaia,True,has_modifier,research
static_modifiers,pd_planet_modifiers.txt,pd_nemma,True,has_modifier,general
static_modifiers,pd_planet_modifiers.txt,pd_alpha_centauri,True,has_modifier,research
static_modifiers,pd_planet_modifiers.txt,pd_pelagic_planet,True,has_modifier,general
static_modifiers,pd_uncommon_planet_modifiers.txt,pd_wet_superhabitable,True,has_modifier,food
static_modifiers,pd_uncommon_planet_modifiers.txt,pd_dry_superhabitable,True,has_modifier,food
static_modifiers,pd_uncommon_planet_modifiers.txt,pd_cold_superhabitable,True,has_modifier,food
static_modifiers,pd_uncommon_planet_modifiers.txt,pd_gaia_superhabitable,True,has_modifier,food
static_modifiers,pd_uncommon_planet_modifiers.txt,pd_arcology_superhabitable,True,has_modifier,general
static_modifiers,pd_uncommon_planet_modifiers.txt,pd_nuked_superhabitable,True,has_modifier,food
static_modifiers,pd_uncommon_planet_modifiers.txt,pd_hive_superhabitable,True,has_modifier,general
static_modifiers,pd_uncommon_planet_modifiers.txt,pd_machine_superhabitable,True,has_modifier,general
static_modifiers,pd_uncommon_planet_modifiers.txt,pd_wet_tidally_locked,True,has_modifier,energy
static_modifiers,pd_uncommon_planet_modifiers.txt,pd_dry_tidally_locked,True,has_modifier,energy
static_modifiers,pd_uncommon_planet_modifiers.txt,pd_cold_tidally_locked,True,has_modifier,energy
static_modifiers,pd_uncommon_planet_modifiers.txt,pd_gaia_tidally_locked,True,has_modifier,energy
static_modifiers,pd_uncommon_planet_modifiers.txt,pd_arcology_tidally_locked,True,has_modifier,general
static_modifiers,pd_uncommon_planet_modifiers.txt,pd_nuked_tidally_locked,True,has_modifier,energy
static_modifiers,pd_uncommon_planet_modifiers.txt,pd_hive_tidally_locked,True,has_modifier,general
static_modifiers,pd_uncommon_planet_modifiers.txt,pd_machine_tidally_locked,True,has_modifier,general
static_modifiers,pd_uncommon_planet_modifiers.txt,pd_wet_cave,True,has_modifier,"minerals,defense"
static_modifiers,pd_uncommon_planet_modifiers.txt,pd_dry_cave,True,has_modifier,"minerals,defense"
static_modifiers,pd_uncommon_planet_modifiers.txt,pd_cold_cave,True,has_modifier,"minerals,defense"
static_modifiers,pd_uncommon_planet_modifiers.txt,pd_gaia_cave,True,has_modifier,"minerals,defense"
static_modifiers,pd_uncommon_planet_modifiers.txt,pd_arcology_cave,True,has_modifier,defense
static_modifiers,pd_uncommon_planet_modifiers.txt,pd_nuked_cave,True,has_modifier,"minerals,defense"
static_modifiers,pd_uncommon_planet_modifiers.txt,pd_hive_cave,True,has_modifier,defense
static_modifiers,pd_uncommon_planet_modifiers.txt,pd_machine_cave,True,has_modifier,defense
static_modifiers,pd_unihabitable_modifiers.txt,pd_diamond,True,has_modifier,general
static_modifiers,pd_unihabitable_modifiers.txt,pd_carbon,True,has_modifier,minerals
static_modifiers,pd_unihabitable_modifiers.txt,pd_chthonian,True,has_modifier,alloys
static_modifiers,pd_unihabitable_modifiers.txt,pd_iron,True,has_modifier,alloys
static_modifiers,pd_unihabitable_modifiers.txt,pd_volcano,True,has_modifier,alloys
static_modifiers,pd_unihabitable_modifiers.txt,pd_hydrocarbon,True,has_modifier,energy
static_modifiers,pd_unihabitable_modifiers.txt,pd_hot_gas_giant,True,has_modifier,general
static_modifiers,pd_unihabitable_modifiers.txt,pd_cloudless_gas_giant,True,has_modifier,research
static_modifiers,pd_unihabitable_modifiers.txt,pd_cold_gas_giant,True,has_modifier,research
static_modifiers,pd_unihabitable_modifiers.txt,pd_dwarf_gas,True,has_modifier,research
static_modifiers,pd_unihabitable_modifiers.txt,pd_ethane_ocean,True,has_modifier,general
static_modifiers,pd_unihabitable_modifiers.txt,pd_subglacial,True,has_modifier,"research,food"
static_modifiers,pd_unihabitable_modifiers.txt,pd_hothouse,True,has_modifier,research
static_modifiers,pd_volcanic_planet_modifiers.txt,pd_volcanic,True,has_modifier,general
static_modifiers,pd_volcanic_planet_modifiers.txt,pd_ash,True,has_modifier,general
static_modifiers,pd_volcanic_planet_modifiers.txt,pd_magma,True,has_modifier,general
static_modifiers,pd_wet_planet_modifiers.txt,pd_continental,True,has_modifier,general
static_modifiers,pd_wet_planet_modifiers.txt,pd_retinal,True,has_modifier,general
static_modifiers,pd_wet_planet_modifiers.txt,pd_lake,True,has_modifier,general
static_modifiers,pd_wet_planet_modifiers.txt,pd_forest,True,has_modifier,general
static_modifiers,pd_wet_planet_modifiers.txt,pd_tepid,True,has_modifier,general
static_modifiers,pd_wet_planet_modifiers.txt,pd_mushroom,True,has_modifier,general
static_modifiers,pd_wet_planet_modifiers.txt,pd_sakura,True,has_modifier,general
static_modifiers,pd_wet_planet_modifiers.txt,pd_moss,True,has_modifier,general
static_modifiers,pd_wet_planet_modifiers.txt,pd_marsh,True,has_modifier,general
static_modifiers,pd_wet_planet_modifiers.txt,pd_carotene,True,has_modifier,general
static_modifiers,pd_wet_planet_modifiers.txt,pd_megaflora,True,has_modifier,"minerals,energy"
static_modifiers,pd_wet_planet_modifiers.txt,pd_petrified,True,has_modifier,"minerals,growth"
static_modifiers,pd_wet_planet_modifiers.txt,pd_ocean,True,has_modifier,general
static_modifiers,pd_wet_planet_modifiers.txt,pd_cascadian,True,has_modifier,general
static_modifiers,pd_wet_planet_modifiers.txt,pd_swamp,True,has_modifier,general
static_modifiers,pd_wet_planet_modifiers.txt,pd_crag,True,has_modifier,general
static_modifiers,pd_wet_planet_modifiers.txt,pd_fog,True,has_modifier,general
static_modifiers,pd_wet_planet_modifiers.txt,pd_kelp,True,has_modifier,general
static_modifiers,pd_wet_planet_modifiers.txt,pd_algae,True,has_modifier,general
static_modifiers,pd_wet_planet_modifiers.txt,pd_columnar,True,has_modifier,general
static_modifiers,pd_wet_planet_modifiers.txt,pd_tidepool,True,has_modifier,general
static_modifiers,pd_wet_planet_modifiers.txt,pd_barnacle,True,has_modifier,general
static_modifiers,pd_wet_planet_modifiers.txt,pd_reef,True,has_modifier,"minerals,growth"
static_modifiers,pd_wet_planet_modifiers.txt,pd_archipelago,True,has_modifier,food
static_modifiers,pd_wet_planet_modifiers.txt,pd_tropical,True,has_modifier,general
static_modifiers,pd_wet_planet_modifiers.txt,pd_atoll,True,has_modifier,general
static_modifiers,pd_wet_planet_modifiers.txt,pd_tepui,True,has_modifier,general
static_modifiers,pd_wet_planet_modifiers.txt,pd_mangrove,True,has_modifier,general
static_modifiers,pd_wet_planet_modifiers.txt,pd_cenote,True,has_modifier,general
static_modifiers,pd_wet_planet_modifiers.txt,pd_fungal,True,has_modifier,general
static_modifiers,pd_wet_planet_modifiers.txt,pd_aerial,True,has_modifier,general
static_modifiers,pd_wet_planet_modifiers.txt,pd_lilypad,True,has_modifier,general
static_modifiers,pd_wet_planet_modifiers.txt,pd_obsidian,True,has_modifier,general
static_modifiers,pd_wet_planet_modifiers.txt,pd_thunder,True,has_modifier,general
static_modifiers,pd_wet_planet_modifiers.txt,pd_geothermal,True,has_modifier,"energy,growth"
static_modifiers,pd_wet_planet_modifiers.txt,pd_biolumen,True,has_modifier,"food,growth"
deposits,00_pd_exotic_placeholders.txt,d_pd_ammonia_thermocline,False,has_deposit,energy
deposits,00_pd_exotic_placeholders.txt,d_pd_ammonia_lightning_storms,False,has_deposit,energy
deposits,00_pd_exotic_placeholders.txt,d_pd_ammonia_brine_caverns,False,has_deposit,minerals
deposits,00_pd_exotic_placeholders.txt,d_pd_ammonia_salt_dunes,False,has_deposit,minerals
deposits,00_pd_exotic_placeholders.txt,d_pd_ammonia_organic_haze,False,has_deposit,food
deposits,00_pd_exotic_placeholders.txt,d_pd_ammonia_chemosynthetic_pools,False,has_deposit,food
deposits,00_pd_exotic_placeholders.txt,d_pd_ammonia_pure_gas_vents,False,has_deposit,general
deposits,00_pd_exotic_placeholders.txt,d_pd_ammonia_polar_ion_columns,False,has_deposit,energy
deposits,00_pd_exotic_placeholders.txt,d_pd_ammonia_cryolite_reefs,False,has_deposit,minerals
deposits,00_pd_exotic_placeholders.txt,d_pd_ammonia_ammoniated_kelp_forests,False,has_deposit,food
deposits,00_pd_exotic_placeholders.txt,d_pd_cryo_clathrate_pockets,False,has_deposit,general
deposits,00_pd_exotic_placeholders.txt,d_pd_cryo_volatile_geyser_fields,False,has_deposit,general
deposits,00_pd_exotic_placeholders.txt,d_pd_cryo_cryocrystal_caverns,False,has_deposit,general
deposits,00_pd_exotic_placeholders.txt,d_pd_cryo_cryocrystal_spires,False,has_deposit,general
deposits,00_pd_exotic_placeholders.txt,d_pd_cryo_gas_seeps,False,has_deposit,general
deposits,00_pd_exotic_placeholders.txt,d_pd_cryo_gas_columns,False,has_deposit,general
deposits,00_pd_exotic_placeholders.txt,d_pd_cryo_betharian_deposit,False,has_deposit,general
deposits,00_pd_exotic_placeholders.txt,d_pd_cryo_alien_pets_deposit,False,has_deposit,general
deposits,00_pd_exotic_placeholders.txt,d_pd_cryo_toxic_mire,False,has_deposit,general
deposits,00_pd_exotic_placeholders.txt,d_pd_cryo_glacier_wall,False,has_deposit,general
deposits,01_planetary_deposits.txt,d_arid_highlands,True,has_deposit,energy
deposits,01_planetary_deposits.txt,d_hot_springs,True,has_deposit,energy
deposits,01_planetary_deposits.txt,d_rushing_waterfalls,True,has_deposit,energy
deposits,01_planetary_deposits.txt,d_searing_desert,True,has_deposit,energy
deposits,01_planetary_deposits.txt,d_frozen_gas_lake,True,has_deposit,energy
deposits,01_planetary_deposits.txt,d_geothermal_vent,True,has_deposit,"minerals,energy"
deposits,01_planetary_deposits.txt,d_underwater_vent,True,has_deposit,"minerals,energy"
deposits,01_planetary_deposits.txt,d_tempestous_mountain,True,has_deposit,"minerals,energy"
deposits,01_planetary_deposits.txt,d_veiny_cliffs,True,has_deposit,minerals
deposits,01_planetary_deposits.txt,d_mineral_fields,True,has_deposit,minerals
deposits,01_planetary_deposits.txt,d_prosperous_mesa,True,has_deposit,minerals
deposits,01_planetary_deposits.txt,d_ore_rich_caverns,True,has_deposit,minerals
deposits,01_planetary_deposits.txt,d_rich_mountain,True,has_deposit,minerals
deposits,01_planetary_deposits.txt,d_submerged_ore_veins,True,has_deposit,minerals
deposits,01_planetary_deposits.txt,d_lichen_fields,True,has_deposit,food
deposits,01_planetary_deposits.txt,d_bountiful_plains,True,has_deposit,food
deposits,01_planetary_deposits.txt,d_rugged_woods,True,has_deposit,food
deposits,01_planetary_deposits.txt,d_green_hills,True,has_deposit,food
deposits,01_planetary_deposits.txt,d_forgiving_tundra,True,has_deposit,food
deposits,01_planetary_deposits.txt,d_boggy_fens,True,has_deposit,food
deposits,01_planetary_deposits.txt,d_nutritious_mudland,True,has_deposit,food
deposits,01_planetary_deposits.txt,d_fungal_caves,True,has_deposit,food
deposits,01_planetary_deposits.txt,d_lush_jungle,True,has_deposit,"minerals,food"
deposits,01_planetary_deposits.txt,d_fertile_lands,True,has_deposit,"minerals,food"
deposits,01_planetary_deposits.txt,d_great_river,True,has_deposit,"minerals,food"
deposits,01_planetary_deposits.txt,d_black_soil,True,has_deposit,food
deposits,01_planetary_deposits.txt,d_teeming_reef,True,has_deposit,food
deposits,01_planetary_deposits.txt,d_marvelous_oasis,True,has_deposit,food
deposits,01_planetary_deposits.txt,d_tropical_island,True,has_deposit,food
deposits,01_planetary_deposits.txt,d_fungal_forest,True,has_deposit,food
deposits,01_planetary_deposits.txt,d_dust_caverns,True,has_deposit,"minerals,energy"
deposits,01_planetary_deposits.txt,d_dust_desert,True,has_deposit,"minerals,energy"
deposits,01_planetary_deposits.txt,d_bubbling_swamp,True,has_deposit,"minerals,food"
deposits,01_planetary_deposits.txt,d_fuming_bog,True,has_deposit,"minerals,food"
deposits,01_planetary_deposits.txt,d_crystalline_caverns,True,has_deposit,minerals
deposits,01_planetary_deposits.txt,d_crystal_forest,True,has_deposit,minerals
deposits,01_planetary_deposits.txt,d_crystal_reef,True,has_deposit,minerals
deposits,01_planetary_deposits.txt,d_betharian_deposit,True,has_deposit,minerals
deposits,01_planetary_deposits.txt,d_alien_pets_deposit,True,has_deposit,unity
deposits,01_planetary_deposits.txt,d_buzzing_plains,True,has_deposit,energy
deposits,01_planetary_deposits.txt,d_mineral_striations,True,has_deposit,minerals
deposits,01_planetary_deposits.txt,d_natural_farmland,True,has_deposit,food
deposits,01_planetary_deposits.txt,d_hab_gas_1,True,has_deposit,minerals
deposits,01_planetary_deposits.txt,d_hab_gas_2,True,has_deposit,minerals
deposits,01_planetary_deposits.txt,d_hab_gas_3,True,has_deposit,minerals
deposits,01_planetary_deposits.txt,d_hab_gas_4,True,has_deposit,minerals
deposits,01_planetary_deposits.txt,d_hab_gas_5,True,has_deposit,minerals
deposits,01_planetary_deposits.txt,d_hab_crystal_1,True,has_deposit,minerals
deposits,01_planetary_deposits.txt,d_hab_crystal_2,True,has_deposit,minerals
deposits,01_planetary_deposits.txt,d_hab_crystal_3,True,has_deposit,minerals
deposits,01_planetary_deposits.txt,d_hab_crystal_4,True,has_deposit,minerals
deposits,01_planetary_deposits.txt,d_hab_crystal_5,True,has_deposit,minerals
deposits,01_planetary_deposits.txt,d_hab_mote_1,True,has_deposit,minerals
deposits,01_planetary_deposits.txt,d_hab_mote_2,True,has_deposit,minerals
deposits,01_planetary_deposits.txt,d_hab_mote_3,True,has_deposit,minerals
deposits,01_planetary_deposits.txt,d_hab_mote_4,True,has_deposit,minerals
deposits,01_planetary_deposits.txt,d_hab_mote_5,True,has_deposit,minerals
deposits,01_planetary_deposits.txt,d_hab_zro_1,False,has_deposit,"research,minerals"
deposits,01_planetary_deposits.txt,d_hab_zro_2,False,has_deposit,"research,minerals"
deposits,01_planetary_deposits.txt,d_hab_zro_3,False,has_deposit,"research,minerals"
deposits,01_planetary_deposits.txt,d_hab_zro_4,False,has_deposit,"research,minerals"
deposits,01_planetary_deposits.txt,d_hab_zro_5,False,has_deposit,"research,minerals"
deposits,01_planetary_deposits.txt,d_hab_dark_matter_1,False,has_deposit,"research,minerals"
deposits,01_planetary_deposits.txt,d_hab_dark_matter_2,False,has_deposit,"research,minerals"
deposits,01_planetary_deposits.txt,d_hab_dark_matter_3,False,has_deposit,"research,minerals"
deposits,01_planetary_deposits.txt,d_hab_dark_matter_10,False,has_deposit,"research,minerals"
deposits,01_planetary_deposits.txt,d_hab_living_metal_1,False,has_deposit,minerals
deposits,01_planetary_deposits.txt,d_hab_alloy_1,False,has_deposit,"minerals,alloys"
deposits,01_planetary_deposits.txt,d_hab_alloy_2,False,has_deposit,"minerals,alloys"
deposits,01_planetary_deposits.txt,d_hab_alloy_3,False,has_deposit,"minerals,alloys"
deposits,01_planetary_deposits.txt,d_hab_alloy_4,False,has_deposit,"minerals,alloys"
deposits,01_planetary_deposits.txt,d_hab_alloy_5,False,has_deposit,"minerals,alloys"
deposits,01_planetary_deposits.txt,d_hab_alloy_10,False,has_deposit,"minerals,alloys"
deposits,01_planetary_deposits.txt,d_hab_alloy_25,False,has_deposit,"minerals,alloys"
deposits,01_planetary_deposits.txt,d_hab_consumer_goods_2,False,has_deposit,"minerals,consumer_goods"
deposits,01_planetary_deposits.txt,d_hab_nanites_3,False,has_deposit,research
deposits,01_planetary_deposits.txt,d_hab_harvester_nanites_1,False,has_deposit,research
deposits,01_planetary_deposits.txt,d_hab_harvester_nanites_2,False,has_deposit,research
deposits,01_planetary_deposits.txt,d_hab_harvester_nanites_3,False,has_deposit,research
deposits,15_infernals_deposits.txt,d_red_giant_unstable,False,has_deposit,"research,minerals,energy"
deposits,15_infernals_deposits.txt,d_red_giant_dm,False,has_deposit,"research,minerals,energy"
deposits,15_infernals_deposits.txt,d_andisol_soil,True,has_deposit,food
deposits,15_infernals_deposits.txt,d_stasis_pods,False,has_deposit,"research,energy"
deposits,15_infernals_deposits.txt,d_cd_ancient_tunnels,True,has_deposit,"research,minerals,alloys,unity"
deposits,15_infernals_deposits.txt,d_seismic_bombing_crater,True,has_deposit,"energy,unity,defense"
deposits,15_infernals_deposits.txt,d_large_volcano,True,has_deposit,"unity,growth"
deposits,15_infernals_deposits.txt,d_ash_storms,True,has_deposit,"minerals,energy,growth"
deposits,15_infernals_deposits.txt,d_charged_atmosphere,True,has_deposit,"energy,growth"
deposits,15_infernals_deposits.txt,d_lava_flooding,True,has_deposit,"minerals,growth"
deposits,15_infernals_deposits.txt,d_toxic_atmosphere,True,has_deposit,"minerals,growth"
deposits,15_infernals_deposits.txt,d_galvanic_living_metal,False,has_deposit,minerals
deposits,15_infernals_deposits.txt,d_volcanic_ore_veins,True,has_deposit,minerals
deposits,15_infernals_deposits.txt,d_volcanic_rich_mountain,True,has_deposit,minerals
