run_id,checkpoint_year,date,empire_rank,empire_name,country_id,economy_power,tech_power,fleet_power,naval_capacity_used,naval_capacity_available,research,alloys_income,consumer_goods_income,energy_income,minerals_income,food_income,pops,colonies,systems,habitats,megastructures,deficits,notes,evidence_file
observer-20260709T052514Z,2300,2300.01.01,2,EMPIRE_DESIGN_xt489,16777221,2799.122,3740,0,0,,247.826,226.229,,1271.726,462.149,28.3,27116,6,,,15,,save country type 1; regular AI benchmark excludes fallen/special countries,saves\checkpoint-2300-autosave_2300.01.01.sav
observer-20260709T052514Z,2300,2300.01.01,3,NAME_The_Chosen,49,2733.77,4450,103,103,,298.438,144.267,390.192,533.959,507.557,,37698,3,,,13,,save country type 1; regular AI benchmark excludes fallen/special countries,saves\checkpoint-2300-autosave_2300.01.01.sav
observer-20260709T052514Z,2300,2300.01.01,4,Klumetan Berserkers,3,2612.862,6360,50,50,,408.73,87.568,317.747,493.579,383.793,374.181,29410,6,,,14,,save country type country; regular AI benchmark excludes fallen/special countries,saves\checkpoint-2300-autosave_2300.01.01.sav
observer-20260709T052514Z,2300,2300.01.01,5,EMPIRE_DESIGN_humans1,0,2508.738,3327.5,80,80,,285.026,54.982,412.161,546.283,351.906,364.276,24949,6,,,5,,save country type 10; regular AI benchmark excludes fallen/special countries,saves\checkpoint-2300-autosave_2300.01.01.sav
observer-20260709T052514Z,2300,2300.01.01,6,Interstellar %ADJECTIVE% Hara Autocracy,6,2476.948,3715,8,8,,208.19,61.023,342.688,601.19,274.856,257.463,28000,5,,,8,,save country type 1; regular AI benchmark excludes fallen/special countries,saves\checkpoint-2300-autosave_2300.01.01.sav
observer-20260709T052514Z,2300,2300.01.01,7,Feral Hesukaran Annihilators,2,2158.501,5662.5,193,193,,470.409,94.296,,623.386,405.658,370.319,31889,8,,,27,,save country type 1; regular AI benchmark excludes fallen/special countries,saves\checkpoint-2300-autosave_2300.01.01.sav
observer-20260709T052514Z,2300,2300.01.01,8,EMPIRE_DESIGN_lithoid_humans,42,2080.869,4715,94,94,,410.403,50.311,143.146,511.692,623.078,91.813,19799,8,,,4,,save country type 10; regular AI benchmark excludes fallen/special countries,saves\checkpoint-2300-autosave_2300.01.01.sav
observer-20260709T052514Z,2300,2300.01.01,9,EMPIRE_DESIGN_humans3,13,951.419,2722.5,220,220,,79.653,63.335,152.375,150.168,,197.216,18437,2,,,1,,save country type country; regular AI benchmark excludes fallen/special countries,saves\checkpoint-2300-autosave_2300.01.01.sav
observer-20260709T052514Z,2300,2300.01.01,10,Kidean %ADJ% Sovereign Suns,33554470,579.54,1600,84,160,,48.488,50.564,15,79.419,103.143,150.402,5579,1,,,,,save country type 2; regular AI benchmark excludes fallen/special countries,saves\checkpoint-2300-autosave_2300.01.01.sav
observer-20260709T052514Z,2325,2325.01.01,1,EMPIRE_DESIGN_xt489,16777221,4103.696,4845,0,0,,239.415,382.487,,1697.488,494.706,30.8,34884,6,,,15,,save country type 1; regular AI benchmark excludes fallen/special countries,saves\checkpoint-2325-autosave_2325.01.01.sav
observer-20260709T052514Z,2325,2325.01.01,2,NAME_The_Chosen,49,3933.846,6380,317,317,,644.918,186.761,449.58,1093.475,623.137,,43646,3,,,17,,save country type 10; regular AI benchmark excludes fallen/special countries,saves\checkpoint-2325-autosave_2325.01.01.sav
observer-20260709T052514Z,2325,2325.01.01,3,Interstellar %ADJECTIVE% Hara Autocracy,6,3386.351,5120,0,0,,304.601,66.338,510.078,753.333,338.803,412.635,37714,6,,,11,,save country type 1; regular AI benchmark excludes fallen/special countries,saves\checkpoint-2325-autosave_2325.01.01.sav
observer-20260709T052514Z,2325,2325.01.01,4,Klumetan Berserkers,3,3201.297,8550,45,45,,571.319,149.897,404.64,492.643,390.907,414.509,40146,10,,,23,,save country type country; regular AI benchmark excludes fallen/special countries,saves\checkpoint-2325-autosave_2325.01.01.sav
observer-20260709T052514Z,2325,2325.01.01,5,EMPIRE_DESIGN_lithoid_humans,42,2919.014,6505,41,41,,388.256,87.271,295.609,699.109,686.262,113.564,26772,8,,,17,,save country type country; regular AI benchmark excludes fallen/special countries,saves\checkpoint-2325-autosave_2325.01.01.sav
observer-20260709T052514Z,2325,2325.01.01,6,EMPIRE_DESIGN_humans3,13,1504.434,3255,220,220,,155.498,118.052,255.728,171.949,,181.518,24190,4,,,1,,save country type country; regular AI benchmark excludes fallen/special countries,saves\checkpoint-2325-autosave_2325.01.01.sav
observer-20260709T052514Z,2325,2325.01.01,7,AofB,16777220,1413.586,2950,0,0,,173.378,16.406,203.02,250.134,179.798,405.9,24821,6,,,3,,save country type country; regular AI benchmark excludes fallen/special countries,saves\checkpoint-2325-autosave_2325.01.01.sav
observer-20260709T052514Z,2325,2325.01.01,8,Kidean %ADJ% Sovereign Suns,33554470,833.161,2052.5,84,168,,62.874,101.414,15,84.01,144.78,137.514,7795,1,,,,,save country type 2; regular AI benchmark excludes fallen/special countries,saves\checkpoint-2325-autosave_2325.01.01.sav
