surface,object_type,object_id,merge_model,definitions_count,source_mod_count,load_position,game_registry_id,steam_id,display_name,source_kind,relative_file,source_file,has_ai_weight,ai_weight_count,all_sources_load_order,conflict_or_merge_risk
ai_budget,ai_budget_entry,minerals_expenditure_stations_high,top_level_duplicate_unproven; category/resource duplicates allowed,2,2,115,mod/ugc_3610149307.mod,3610149307,Stellar AI,focus_mod,common/ai_budget/00_minerals_budget.txt,c:\steam\steamapps\workshop\content\281990\3610149307\common\ai_budget\00_minerals_budget.txt,no,0,0:Stellaris vanilla:common/ai_budget/00_minerals_budget.txt | 115:Stellar AI:common/ai_budget/00_minerals_budget.txt,override_conflict
ai_budget,ai_budget_entry,minerals_expenditure_stations_low,top_level_duplicate_unproven; category/resource duplicates allowed,2,2,115,mod/ugc_3610149307.mod,3610149307,Stellar AI,focus_mod,common/ai_budget/00_minerals_budget.txt,c:\steam\steamapps\workshop\content\281990\3610149307\common\ai_budget\00_minerals_budget.txt,no,0,0:Stellaris vanilla:common/ai_budget/00_minerals_budget.txt | 115:Stellar AI:common/ai_budget/00_minerals_budget.txt,override_conflict
ai_budget,ai_budget_entry,minerals_expenditure_stations_med,top_level_duplicate_unproven; category/resource duplicates allowed,2,2,115,mod/ugc_3610149307.mod,3610149307,Stellar AI,focus_mod,common/ai_budget/00_minerals_budget.txt,c:\steam\steamapps\workshop\content\281990\3610149307\common\ai_budget\00_minerals_budget.txt,no,0,0:Stellaris vanilla:common/ai_budget/00_minerals_budget.txt | 115:Stellar AI:common/ai_budget/00_minerals_budget.txt,override_conflict
ai_budget,ai_budget_entry,minerals_upkeep_buffer,top_level_duplicate_unproven; category/resource duplicates allowed,2,2,115,mod/ugc_3610149307.mod,3610149307,Stellar AI,focus_mod,common/ai_budget/00_minerals_budget.txt,c:\steam\steamapps\workshop\content\281990\3610149307\common\ai_budget\00_minerals_budget.txt,no,0,0:Stellaris vanilla:common/ai_budget/00_minerals_budget.txt | 115:Stellar AI:common/ai_budget/00_minerals_budget.txt,override_conflict
ai_budget,ai_budget_entry,minerals_upkeep_country,top_level_duplicate_unproven; category/resource duplicates allowed,2,2,115,mod/ugc_3610149307.mod,3610149307,Stellar AI,focus_mod,common/ai_budget/00_minerals_budget.txt,c:\steam\steamapps\workshop\content\281990\3610149307\common\ai_budget\00_minerals_budget.txt,no,0,0:Stellaris vanilla:common/ai_budget/00_minerals_budget.txt | 115:Stellar AI:common/ai_budget/00_minerals_budget.txt,override_conflict
ai_budget,ai_budget_entry,minerals_upkeep_planets,top_level_duplicate_unproven; category/resource duplicates allowed,2,2,115,mod/ugc_3610149307.mod,3610149307,Stellar AI,focus_mod,common/ai_budget/00_minerals_budget.txt,c:\steam\steamapps\workshop\content\281990\3610149307\common\ai_budget\00_minerals_budget.txt,no,0,0:Stellaris vanilla:common/ai_budget/00_minerals_budget.txt | 115:Stellar AI:common/ai_budget/00_minerals_budget.txt,override_conflict
ai_budget,ai_budget_entry,minerals_upkeep_ships,top_level_duplicate_unproven; category/resource duplicates allowed,2,2,115,mod/ugc_3610149307.mod,3610149307,Stellar AI,focus_mod,common/ai_budget/00_minerals_budget.txt,c:\steam\steamapps\workshop\content\281990\3610149307\common\ai_budget\00_minerals_budget.txt,no,0,0:Stellaris vanilla:common/ai_budget/00_minerals_budget.txt | 115:Stellar AI:common/ai_budget/00_minerals_budget.txt,override_conflict
ai_budget,ai_budget_entry,negative_mass_expenditure_megastructures,top_level_duplicate_unproven; category/resource duplicates allowed,2,2,120,mod/StellarAIDirector.mod,,Stellar AI Director,local_patch,common/ai_budget/zzz_staid_gigas_resource_budgets.txt,C:\Users\Admin\Documents\GIT\GameMods\StellarisMods\mods\StellarAIDirector\common\ai_budget\zzz_staid_gigas_resource_budgets.txt,no,0,62:Gigastructural Engineering & More (4.4):common/ai_budget/00_negative_mass_budget.txt | 120:Stellar AI Director:common/ai_budget/zzz_staid_gigas_resource_budgets.txt,override_conflict
ai_budget,ai_budget_entry,sentient_metal_expenditure_megastructures,top_level_duplicate_unproven; category/resource duplicates allowed,2,2,120,mod/StellarAIDirector.mod,,Stellar AI Director,local_patch,common/ai_budget/zzz_staid_gigas_resource_budgets.txt,C:\Users\Admin\Documents\GIT\GameMods\StellarisMods\mods\StellarAIDirector\common\ai_budget\zzz_staid_gigas_resource_budgets.txt,no,0,62:Gigastructural Engineering & More (4.4):common/ai_budget/00_sentient_metal_budget.txt | 120:Stellar AI Director:common/ai_budget/zzz_staid_gigas_resource_budgets.txt,override_conflict
ai_budget,ai_budget_entry,supertensiles_upkeep_megastructures,top_level_duplicate_unproven; category/resource duplicates allowed,2,2,120,mod/StellarAIDirector.mod,,Stellar AI Director,local_patch,common/ai_budget/zzz_staid_gigas_resource_budgets.txt,C:\Users\Admin\Documents\GIT\GameMods\StellarisMods\mods\StellarAIDirector\common\ai_budget\zzz_staid_gigas_resource_budgets.txt,no,0,62:Gigastructural Engineering & More (4.4):common/ai_budget/giga_amb_budget.txt | 120:Stellar AI Director:common/ai_budget/zzz_staid_gigas_resource_budgets.txt,override_conflict
colony_types,colony_type,col_bureau,last_definition_wins_by_object_id,2,2,115,mod/ugc_3610149307.mod,3610149307,Stellar AI,focus_mod,common/colony_types/~stellarai_colony_types.txt,c:\steam\steamapps\workshop\content\281990\3610149307\common\colony_types\~stellarai_colony_types.txt,no,0,0:Stellaris vanilla:common/colony_types/00_colony_types.txt | 115:Stellar AI:common/colony_types/~stellarai_colony_types.txt,override_conflict
colony_types,colony_type,col_bureau_hive,last_definition_wins_by_object_id,2,2,115,mod/ugc_3610149307.mod,3610149307,Stellar AI,focus_mod,common/colony_types/~stellarai_colony_types.txt,c:\steam\steamapps\workshop\content\281990\3610149307\common\colony_types\~stellarai_colony_types.txt,no,0,0:Stellaris vanilla:common/colony_types/00_colony_types.txt | 115:Stellar AI:common/colony_types/~stellarai_colony_types.txt,override_conflict
colony_types,colony_type,col_bureau_machine,last_definition_wins_by_object_id,2,2,115,mod/ugc_3610149307.mod,3610149307,Stellar AI,focus_mod,common/colony_types/~stellarai_colony_types.txt,c:\steam\steamapps\workshop\content\281990\3610149307\common\colony_types\~stellarai_colony_types.txt,no,0,0:Stellaris vanilla:common/colony_types/00_colony_types.txt | 115:Stellar AI:common/colony_types/~stellarai_colony_types.txt,override_conflict
colony_types,colony_type,col_bureau_spiritualist,last_definition_wins_by_object_id,2,2,115,mod/ugc_3610149307.mod,3610149307,Stellar AI,focus_mod,common/colony_types/~stellarai_colony_types.txt,c:\steam\steamapps\workshop\content\281990\3610149307\common\colony_types\~stellarai_colony_types.txt,no,0,0:Stellaris vanilla:common/colony_types/00_colony_types.txt | 115:Stellar AI:common/colony_types/~stellarai_colony_types.txt,override_conflict
colony_types,colony_type,col_city,last_definition_wins_by_object_id,2,2,115,mod/ugc_3610149307.mod,3610149307,Stellar AI,focus_mod,common/colony_types/~stellarai_colony_types.txt,c:\steam\steamapps\workshop\content\281990\3610149307\common\colony_types\~stellarai_colony_types.txt,no,0,0:Stellaris vanilla:common/colony_types/00_colony_types.txt | 115:Stellar AI:common/colony_types/~stellarai_colony_types.txt,override_conflict
colony_types,colony_type,col_factory,last_definition_wins_by_object_id,2,2,115,mod/ugc_3610149307.mod,3610149307,Stellar AI,focus_mod,common/colony_types/~stellarai_colony_types.txt,c:\steam\steamapps\workshop\content\281990\3610149307\common\colony_types\~stellarai_colony_types.txt,no,0,0:Stellaris vanilla:common/colony_types/00_colony_types.txt | 115:Stellar AI:common/colony_types/~stellarai_colony_types.txt,override_conflict
colony_types,colony_type,col_farming,last_definition_wins_by_object_id,2,2,115,mod/ugc_3610149307.mod,3610149307,Stellar AI,focus_mod,common/colony_types/~stellarai_colony_types.txt,c:\steam\steamapps\workshop\content\281990\3610149307\common\colony_types\~stellarai_colony_types.txt,no,0,0:Stellaris vanilla:common/colony_types/00_colony_types.txt | 115:Stellar AI:common/colony_types/~stellarai_colony_types.txt,override_conflict
colony_types,colony_type,col_fortress,last_definition_wins_by_object_id,2,2,115,mod/ugc_3610149307.mod,3610149307,Stellar AI,focus_mod,common/colony_types/~stellarai_colony_types.txt,c:\steam\steamapps\workshop\content\281990\3610149307\common\colony_types\~stellarai_colony_types.txt,no,0,0:Stellaris vanilla:common/colony_types/00_colony_types.txt | 115:Stellar AI:common/colony_types/~stellarai_colony_types.txt,override_conflict
colony_types,colony_type,col_foundry,last_definition_wins_by_object_id,2,2,115,mod/ugc_3610149307.mod,3610149307,Stellar AI,focus_mod,common/colony_types/~stellarai_colony_types.txt,c:\steam\steamapps\workshop\content\281990\3610149307\common\colony_types\~stellarai_colony_types.txt,no,0,0:Stellaris vanilla:common/colony_types/00_colony_types.txt | 115:Stellar AI:common/colony_types/~stellarai_colony_types.txt,override_conflict
colony_types,colony_type,col_generator,last_definition_wins_by_object_id,2,2,115,mod/ugc_3610149307.mod,3610149307,Stellar AI,focus_mod,common/colony_types/~stellarai_colony_types.txt,c:\steam\steamapps\workshop\content\281990\3610149307\common\colony_types\~stellarai_colony_types.txt,no,0,0:Stellaris vanilla:common/colony_types/00_colony_types.txt | 115:Stellar AI:common/colony_types/~stellarai_colony_types.txt,override_conflict
colony_types,colony_type,col_habitat_factory,last_definition_wins_by_object_id,2,2,115,mod/ugc_3610149307.mod,3610149307,Stellar AI,focus_mod,common/colony_types/~stellarai_colony_types.txt,c:\steam\steamapps\workshop\content\281990\3610149307\common\colony_types\~stellarai_colony_types.txt,no,0,0:Stellaris vanilla:common/colony_types/00_colony_types.txt | 115:Stellar AI:common/colony_types/~stellarai_colony_types.txt,override_conflict
colony_types,colony_type,col_habitat_fortress,last_definition_wins_by_object_id,2,2,115,mod/ugc_3610149307.mod,3610149307,Stellar AI,focus_mod,common/colony_types/~stellarai_colony_types.txt,c:\steam\steamapps\workshop\content\281990\3610149307\common\colony_types\~stellarai_colony_types.txt,no,0,0:Stellaris vanilla:common/colony_types/00_colony_types.txt | 115:Stellar AI:common/colony_types/~stellarai_colony_types.txt,override_conflict
colony_types,colony_type,col_habitat_foundry,last_definition_wins_by_object_id,2,2,115,mod/ugc_3610149307.mod,3610149307,Stellar AI,focus_mod,common/colony_types/~stellarai_colony_types.txt,c:\steam\steamapps\workshop\content\281990\3610149307\common\colony_types\~stellarai_colony_types.txt,no,0,0:Stellaris vanilla:common/colony_types/00_colony_types.txt | 115:Stellar AI:common/colony_types/~stellarai_colony_types.txt,override_conflict
