surface,object_id,load_position,steam_id,display_name,relative_file,has_ai_weight,ai_weight_count,has_resources,has_potential,has_possible,nested_from_count,nested_owner_count,definitions_count,source_file
megastructures,aeternum_planetcraft_restored,62,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/zzz_unlisted_megas.txt,no,0,yes,yes,yes,2,0,1,c:\steam\steamapps\workshop\content\281990\1121692237\common\megastructures\zzz_unlisted_megas.txt
megastructures,aeternum_planetcraft_ruined,62,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/zzz_unlisted_megas.txt,no,0,yes,yes,no,1,0,1,c:\steam\steamapps\workshop\content\281990\1121692237\common\megastructures\zzz_unlisted_megas.txt
megastructures,ag_ancient_eta_gateway_ancient_gateway,62,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/000_z_giga_compat_dummy_megas.txt,no,0,no,yes,no,0,0,1,c:\steam\steamapps\workshop\content\281990\1121692237\common\megastructures\000_z_giga_compat_dummy_megas.txt
megastructures,ag_ancient_eta_gateway_control_damaged,62,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/000_z_giga_compat_dummy_megas.txt,no,0,no,yes,no,0,0,1,c:\steam\steamapps\workshop\content\281990\1121692237\common\megastructures\000_z_giga_compat_dummy_megas.txt
megastructures,ag_ancient_eta_gateway_control_megastructure_0,62,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/000_z_giga_compat_dummy_megas.txt,no,0,no,yes,no,0,0,1,c:\steam\steamapps\workshop\content\281990\1121692237\common\megastructures\000_z_giga_compat_dummy_megas.txt
megastructures,ag_ancient_eta_gateway_control_megastructure_1,62,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/000_z_giga_compat_dummy_megas.txt,no,0,no,yes,no,0,0,1,c:\steam\steamapps\workshop\content\281990\1121692237\common\megastructures\000_z_giga_compat_dummy_megas.txt
megastructures,ag_ancient_eta_gateway_control_megastructure_2,62,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/000_z_giga_compat_dummy_megas.txt,no,0,no,yes,no,0,0,1,c:\steam\steamapps\workshop\content\281990\1121692237\common\megastructures\000_z_giga_compat_dummy_megas.txt
megastructures,ag_ancient_eta_gateway_control_megastructure_3,62,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/000_z_giga_compat_dummy_megas.txt,no,0,no,yes,no,0,0,1,c:\steam\steamapps\workshop\content\281990\1121692237\common\megastructures\000_z_giga_compat_dummy_megas.txt
megastructures,ag_ancient_eta_gateway_control_restored,62,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/000_z_giga_compat_dummy_megas.txt,no,0,no,yes,no,0,0,1,c:\steam\steamapps\workshop\content\281990\1121692237\common\megastructures\000_z_giga_compat_dummy_megas.txt
megastructures,ag_ancient_eta_gateway_control_restored_1,62,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/000_z_giga_compat_dummy_megas.txt,no,0,no,yes,no,0,0,1,c:\steam\steamapps\workshop\content\281990\1121692237\common\megastructures\000_z_giga_compat_dummy_megas.txt
megastructures,ag_ancient_eta_gateway_control_restored_2,62,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/000_z_giga_compat_dummy_megas.txt,no,0,no,yes,no,0,0,1,c:\steam\steamapps\workshop\content\281990\1121692237\common\megastructures\000_z_giga_compat_dummy_megas.txt
megastructures,ag_ancient_eta_gateway_galactic_gateway,62,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/000_z_giga_compat_dummy_megas.txt,no,0,no,yes,no,0,0,1,c:\steam\steamapps\workshop\content\281990\1121692237\common\megastructures\000_z_giga_compat_dummy_megas.txt
megastructures,ag_ancient_eta_gateway_lgate,62,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/000_z_giga_compat_dummy_megas.txt,no,0,no,yes,no,0,0,1,c:\steam\steamapps\workshop\content\281990\1121692237\common\megastructures\000_z_giga_compat_dummy_megas.txt
megastructures,ag_ancient_eta_gateway_megastructure_0,62,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/000_z_giga_compat_dummy_megas.txt,no,0,no,yes,no,0,0,1,c:\steam\steamapps\workshop\content\281990\1121692237\common\megastructures\000_z_giga_compat_dummy_megas.txt
megastructures,ag_ancient_eta_gateway_megastructure_1,62,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/000_z_giga_compat_dummy_megas.txt,no,0,no,yes,no,0,0,1,c:\steam\steamapps\workshop\content\281990\1121692237\common\megastructures\000_z_giga_compat_dummy_megas.txt
megastructures,ag_ancient_eta_gateway_megastructure_2,62,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/000_z_giga_compat_dummy_megas.txt,no,0,no,yes,no,0,0,1,c:\steam\steamapps\workshop\content\281990\1121692237\common\megastructures\000_z_giga_compat_dummy_megas.txt
megastructures,ag_ancient_eta_gateway_megastructure_3,62,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/000_z_giga_compat_dummy_megas.txt,no,0,no,yes,no,0,0,1,c:\steam\steamapps\workshop\content\281990\1121692237\common\megastructures\000_z_giga_compat_dummy_megas.txt
megastructures,ag_ancient_eta_gateway_megastructure_4,62,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/000_z_giga_compat_dummy_megas.txt,no,0,no,yes,no,0,0,1,c:\steam\steamapps\workshop\content\281990\1121692237\common\megastructures\000_z_giga_compat_dummy_megas.txt
megastructures,ag_ancient_eta_gateway_megastructure_5,62,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/000_z_giga_compat_dummy_megas.txt,no,0,no,yes,no,0,0,1,c:\steam\steamapps\workshop\content\281990\1121692237\common\megastructures\000_z_giga_compat_dummy_megas.txt
megastructures,ag_ancient_eta_gateway_megastructure_burst,62,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/000_z_giga_compat_dummy_megas.txt,no,0,no,yes,no,0,0,1,c:\steam\steamapps\workshop\content\281990\1121692237\common\megastructures\000_z_giga_compat_dummy_megas.txt
megastructures,ag_ancient_eta_gateway_megastructure_closed,62,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/000_z_giga_compat_dummy_megas.txt,no,0,no,yes,no,0,0,1,c:\steam\steamapps\workshop\content\281990\1121692237\common\megastructures\000_z_giga_compat_dummy_megas.txt
megastructures,ag_ancient_eta_gateway_megastructure_closed_alt,62,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/000_z_giga_compat_dummy_megas.txt,no,0,no,yes,no,0,0,1,c:\steam\steamapps\workshop\content\281990\1121692237\common\megastructures\000_z_giga_compat_dummy_megas.txt
megastructures,ag_ancient_eta_gateway_megastructure_closing,62,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/000_z_giga_compat_dummy_megas.txt,no,0,no,yes,no,0,0,1,c:\steam\steamapps\workshop\content\281990\1121692237\common\megastructures\000_z_giga_compat_dummy_megas.txt
megastructures,ag_ancient_eta_gateway_megastructure_damaged,62,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/000_z_giga_compat_dummy_megas.txt,no,0,no,yes,no,0,0,1,c:\steam\steamapps\workshop\content\281990\1121692237\common\megastructures\000_z_giga_compat_dummy_megas.txt
megastructures,ag_ancient_eta_gateway_megastructure_damaged_alt,62,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/000_z_giga_compat_dummy_megas.txt,no,0,no,yes,no,0,0,1,c:\steam\steamapps\workshop\content\281990\1121692237\common\megastructures\000_z_giga_compat_dummy_megas.txt
megastructures,ag_ancient_eta_gateway_megastructure_opening,62,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/000_z_giga_compat_dummy_megas.txt,no,0,no,yes,no,0,0,1,c:\steam\steamapps\workshop\content\281990\1121692237\common\megastructures\000_z_giga_compat_dummy_megas.txt
megastructures,ag_ancient_eta_gateway_megastructure_opening_blue,62,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/000_z_giga_compat_dummy_megas.txt,no,0,no,yes,no,0,0,1,c:\steam\steamapps\workshop\content\281990\1121692237\common\megastructures\000_z_giga_compat_dummy_megas.txt
megastructures,ag_ancient_eta_gateway_wormhole_temporary,62,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/000_z_giga_compat_dummy_megas.txt,no,0,no,yes,no,0,0,1,c:\steam\steamapps\workshop\content\281990\1121692237\common\megastructures\000_z_giga_compat_dummy_megas.txt
megastructures,ag_ancient_eta_gateway_wormhole_temporary_alt,62,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/000_z_giga_compat_dummy_megas.txt,no,0,no,yes,no,0,0,1,c:\steam\steamapps\workshop\content\281990\1121692237\common\megastructures\000_z_giga_compat_dummy_megas.txt
megastructures,ag_psionic_portal_megastructure,62,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/000_z_giga_compat_dummy_megas.txt,no,0,no,yes,no,0,0,1,c:\steam\steamapps\workshop\content\281990\1121692237\common\megastructures\000_z_giga_compat_dummy_megas.txt
megastructures,ag_psionic_portal_stabled_megastructure,62,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/000_z_giga_compat_dummy_megas.txt,no,0,no,yes,no,0,0,1,c:\steam\steamapps\workshop\content\281990\1121692237\common\megastructures\000_z_giga_compat_dummy_megas.txt
megastructures,alderson_disk_0,62,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/zz_i_alderson_disk.txt,yes,1,yes,yes,yes,4,0,2,c:\steam\steamapps\workshop\content\281990\1121692237\common\megastructures\zz_i_alderson_disk.txt
megastructures,alderson_disk_1,62,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/zz_i_alderson_disk.txt,yes,1,yes,yes,yes,2,8,1,c:\steam\steamapps\workshop\content\281990\1121692237\common\megastructures\zz_i_alderson_disk.txt
megastructures,alderson_disk_2,62,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/zz_i_alderson_disk.txt,no,0,no,yes,no,0,0,1,c:\steam\steamapps\workshop\content\281990\1121692237\common\megastructures\zz_i_alderson_disk.txt
megastructures,alderson_disk_2_construction_gaia_restored_center_complete,62,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/zz_i_alderson_disk.txt,no,0,yes,no,yes,1,0,1,c:\steam\steamapps\workshop\content\281990\1121692237\common\megastructures\zz_i_alderson_disk.txt
megastructures,alderson_disk_2_construction_gaia_restored_left_complete,62,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/zz_i_alderson_disk.txt,no,0,yes,no,yes,1,0,1,c:\steam\steamapps\workshop\content\281990\1121692237\common\megastructures\zz_i_alderson_disk.txt
megastructures,alderson_disk_2_construction_gaia_restored_right_complete,62,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/zz_i_alderson_disk.txt,no,0,yes,no,yes,1,0,1,c:\steam\steamapps\workshop\content\281990\1121692237\common\megastructures\zz_i_alderson_disk.txt
megastructures,alderson_disk_2_gaia,62,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/zz_i_alderson_disk.txt,yes,1,yes,yes,yes,3,0,1,c:\steam\steamapps\workshop\content\281990\1121692237\common\megastructures\zz_i_alderson_disk.txt
megastructures,alderson_disk_ruined_center,62,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/zz_i_alderson_disk.txt,no,0,no,yes,no,0,0,1,c:\steam\steamapps\workshop\content\281990\1121692237\common\megastructures\zz_i_alderson_disk.txt
megastructures,alderson_disk_ruined_left,62,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/zz_i_alderson_disk.txt,no,0,no,yes,no,0,0,1,c:\steam\steamapps\workshop\content\281990\1121692237\common\megastructures\zz_i_alderson_disk.txt
megastructures,alderson_disk_ruined_right,62,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/zz_i_alderson_disk.txt,no,0,no,yes,no,0,0,1,c:\steam\steamapps\workshop\content\281990\1121692237\common\megastructures\zz_i_alderson_disk.txt
megastructures,ancient_relay_0,62,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/000_z_giga_compat_dummy_megas.txt,no,0,no,yes,no,0,0,1,c:\steam\steamapps\workshop\content\281990\1121692237\common\megastructures\000_z_giga_compat_dummy_megas.txt
megastructures,ancient_relay_final,62,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/000_z_giga_compat_dummy_megas.txt,no,0,no,yes,no,0,0,1,c:\steam\steamapps\workshop\content\281990\1121692237\common\megastructures\000_z_giga_compat_dummy_megas.txt
megastructures,anti_sirens_shield,62,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/zz_e_anti_sirens_shield.txt,yes,1,yes,yes,yes,0,0,1,c:\steam\steamapps\workshop\content\281990\1121692237\common\megastructures\zz_e_anti_sirens_shield.txt
megastructures,anti_sirens_shield_dismantle,62,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/zz_e_anti_sirens_shield.txt,yes,1,yes,no,yes,1,0,1,c:\steam\steamapps\workshop\content\281990\1121692237\common\megastructures\zz_e_anti_sirens_shield.txt
megastructures,arkship_ruined,62,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/000_a_arkship_substructures_dummy.txt,no,0,no,no,no,0,0,2,c:\steam\steamapps\workshop\content\281990\1121692237\common\megastructures\000_a_arkship_substructures_dummy.txt
megastructures,asteroid_artillery_0,62,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/zz_c_asteroid_artillery.txt,yes,1,yes,yes,yes,3,0,2,c:\steam\steamapps\workshop\content\281990\1121692237\common\megastructures\zz_c_asteroid_artillery.txt
megastructures,asteroid_artillery_1,62,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/zz_c_asteroid_artillery.txt,yes,1,yes,yes,yes,7,0,1,c:\steam\steamapps\workshop\content\281990\1121692237\common\megastructures\zz_c_asteroid_artillery.txt
megastructures,asteroid_artillery_1_fake,62,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/zz_c_asteroid_artillery.txt,yes,1,yes,yes,yes,1,1,1,c:\steam\steamapps\workshop\content\281990\1121692237\common\megastructures\zz_c_asteroid_artillery.txt
megastructures,asteroid_artillery_config,62,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/zz_c_asteroid_artillery.txt,yes,1,no,yes,yes,2,0,1,c:\steam\steamapps\workshop\content\281990\1121692237\common\megastructures\zz_c_asteroid_artillery.txt
megastructures,asteroid_artillery_repaired,62,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/zz_c_asteroid_artillery.txt,yes,1,yes,yes,yes,3,0,1,c:\steam\steamapps\workshop\content\281990\1121692237\common\megastructures\zz_c_asteroid_artillery.txt
megastructures,asteroid_artillery_ruined,62,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/zz_c_asteroid_artillery.txt,yes,1,yes,yes,yes,1,0,1,c:\steam\steamapps\workshop\content\281990\1121692237\common\megastructures\zz_c_asteroid_artillery.txt
megastructures,asteroid_manufactory_2,62,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/zz_c_asteroid_manufactory.txt,no,0,yes,yes,no,0,0,1,c:\steam\steamapps\workshop\content\281990\1121692237\common\megastructures\zz_c_asteroid_manufactory.txt
megastructures,asteroid_manufactory_ai_alloys,62,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/zz_c_asteroid_manufactory.txt,yes,1,no,yes,no,0,0,1,c:\steam\steamapps\workshop\content\281990\1121692237\common\megastructures\zz_c_asteroid_manufactory.txt
megastructures,asteroid_manufactory_ai_consumer_goods,62,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/zz_c_asteroid_manufactory.txt,yes,1,no,yes,no,0,0,1,c:\steam\steamapps\workshop\content\281990\1121692237\common\megastructures\zz_c_asteroid_manufactory.txt
megastructures,asteroid_manufactory_ai_energy,62,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/zz_c_asteroid_manufactory.txt,yes,1,no,yes,no,0,0,1,c:\steam\steamapps\workshop\content\281990\1121692237\common\megastructures\zz_c_asteroid_manufactory.txt
megastructures,asteroid_manufactory_ai_food,62,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/zz_c_asteroid_manufactory.txt,yes,1,no,yes,no,0,0,1,c:\steam\steamapps\workshop\content\281990\1121692237\common\megastructures\zz_c_asteroid_manufactory.txt
megastructures,asteroid_manufactory_ai_supertensiles,62,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/zz_c_asteroid_manufactory.txt,yes,1,no,yes,no,0,0,1,c:\steam\steamapps\workshop\content\281990\1121692237\common\megastructures\zz_c_asteroid_manufactory.txt
megastructures,asteroid_manufactory_alloys,62,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/zz_c_asteroid_manufactory.txt,no,0,no,no,no,0,0,1,c:\steam\steamapps\workshop\content\281990\1121692237\common\megastructures\zz_c_asteroid_manufactory.txt
megastructures,asteroid_manufactory_consumer_goods,62,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/zz_c_asteroid_manufactory.txt,no,0,no,no,no,0,0,1,c:\steam\steamapps\workshop\content\281990\1121692237\common\megastructures\zz_c_asteroid_manufactory.txt
megastructures,asteroid_manufactory_energy,62,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/zz_c_asteroid_manufactory.txt,no,0,no,no,no,0,0,1,c:\steam\steamapps\workshop\content\281990\1121692237\common\megastructures\zz_c_asteroid_manufactory.txt
megastructures,asteroid_manufactory_food,62,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/zz_c_asteroid_manufactory.txt,no,0,no,no,no,0,0,1,c:\steam\steamapps\workshop\content\281990\1121692237\common\megastructures\zz_c_asteroid_manufactory.txt
