surface,object_id,load_position,steam_id,display_name,relative_file,reference_key,reference_value,target_surface,reference_status,source_file
districts,district_nexus,0,vanilla,Stellaris vanilla,common/districts/00_urban_districts.txt,zone_slots,slot_city_01,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\00_urban_districts.txt
districts,district_nexus,0,vanilla,Stellaris vanilla,common/districts/00_urban_districts.txt,zone_slots,slot_city_02,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\00_urban_districts.txt
districts,district_nexus_1,0,vanilla,Stellaris vanilla,common/districts/00_urban_districts.txt,zone_slots,slot_nexus,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\00_urban_districts.txt
districts,district_nexus_2,0,vanilla,Stellaris vanilla,common/districts/00_urban_districts.txt,zone_slots,slot_nexus,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\00_urban_districts.txt
districts,district_nexus_3,0,vanilla,Stellaris vanilla,common/districts/00_urban_districts.txt,zone_slots,slot_nexus,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\00_urban_districts.txt
districts,district_prison_industrial,0,vanilla,Stellaris vanilla,common/districts/00_urban_districts.txt,zone_slots,slot_city_government,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\00_urban_districts.txt
districts,district_prison_industrial,0,vanilla,Stellaris vanilla,common/districts/00_urban_districts.txt,zone_slots,slot_city_01,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\00_urban_districts.txt
districts,district_prison_industrial,0,vanilla,Stellaris vanilla,common/districts/00_urban_districts.txt,zone_slots,slot_city_02,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\00_urban_districts.txt
districts,district_battle_thrall,0,vanilla,Stellaris vanilla,common/districts/00_urban_districts.txt,zone_slots,slot_city_government,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\00_urban_districts.txt
districts,district_battle_thrall,0,vanilla,Stellaris vanilla,common/districts/00_urban_districts.txt,zone_slots,slot_city_01,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\00_urban_districts.txt
districts,district_battle_thrall,0,vanilla,Stellaris vanilla,common/districts/00_urban_districts.txt,zone_slots,slot_city_02,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\00_urban_districts.txt
districts,district_srw_commercial,0,vanilla,Stellaris vanilla,common/districts/00_urban_districts.txt,zone_slots,slot_city_04,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\00_urban_districts.txt
districts,district_arcology_housing,0,vanilla,Stellaris vanilla,common/districts/01_arcology_districts.txt,zone_slots,slot_city_government,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\01_arcology_districts.txt
districts,district_arcology_housing,0,vanilla,Stellaris vanilla,common/districts/01_arcology_districts.txt,zone_slots,slot_city_01,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\01_arcology_districts.txt
districts,district_arcology_housing,0,vanilla,Stellaris vanilla,common/districts/01_arcology_districts.txt,zone_slots,slot_city_02,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\01_arcology_districts.txt
districts,district_arcology_leisure,0,vanilla,Stellaris vanilla,common/districts/01_arcology_districts.txt,zone_slots,slot_city_government,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\01_arcology_districts.txt
districts,district_arcology_leisure,0,vanilla,Stellaris vanilla,common/districts/01_arcology_districts.txt,zone_slots,slot_city_01,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\01_arcology_districts.txt
districts,district_arcology_leisure,0,vanilla,Stellaris vanilla,common/districts/01_arcology_districts.txt,zone_slots,slot_city_02,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\01_arcology_districts.txt
districts,district_arcology_urban_1,0,vanilla,Stellaris vanilla,common/districts/01_arcology_districts.txt,zone_slots,slot_arcology_urban_01,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\01_arcology_districts.txt
districts,district_arcology_urban_2,0,vanilla,Stellaris vanilla,common/districts/01_arcology_districts.txt,zone_slots,slot_arcology_urban_02,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\01_arcology_districts.txt
districts,district_arcology_urban_3,0,vanilla,Stellaris vanilla,common/districts/01_arcology_districts.txt,zone_slots,slot_arcology_urban_03,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\01_arcology_districts.txt
districts,district_generator,0,vanilla,Stellaris vanilla,common/districts/02_rural_districts.txt,zone_slots,slot_energy,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\02_rural_districts.txt
districts,district_mining,0,vanilla,Stellaris vanilla,common/districts/02_rural_districts.txt,zone_slots,slot_minerals,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\02_rural_districts.txt
districts,district_farming,0,vanilla,Stellaris vanilla,common/districts/02_rural_districts.txt,zone_slots,slot_food,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\02_rural_districts.txt
districts,district_geothermal,0,vanilla,Stellaris vanilla,common/districts/02_rural_districts.txt,zone_slots,slot_energy,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\02_rural_districts.txt
districts,district_melting,0,vanilla,Stellaris vanilla,common/districts/02_rural_districts.txt,zone_slots,slot_minerals,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\02_rural_districts.txt
districts,district_polytechnic,0,vanilla,Stellaris vanilla,common/districts/02_rural_districts.txt,zone_slots,slot_polytechnic,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\02_rural_districts.txt
districts,district_hab_housing,0,vanilla,Stellaris vanilla,common/districts/03_habitat_districts.txt,zone_slots,slot_city_government,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\03_habitat_districts.txt
districts,district_hab_housing,0,vanilla,Stellaris vanilla,common/districts/03_habitat_districts.txt,zone_slots,slot_habitat_01,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\03_habitat_districts.txt
districts,district_hab_housing,0,vanilla,Stellaris vanilla,common/districts/03_habitat_districts.txt,zone_slots,slot_habitat_02,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\03_habitat_districts.txt
districts,district_hab_energy,0,vanilla,Stellaris vanilla,common/districts/03_habitat_districts.txt,zone_slots,slot_habitat_energy,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\03_habitat_districts.txt
districts,district_hab_mining,0,vanilla,Stellaris vanilla,common/districts/03_habitat_districts.txt,zone_slots,slot_habitat_minerals,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\03_habitat_districts.txt
districts,district_hab_science,0,vanilla,Stellaris vanilla,common/districts/03_habitat_districts.txt,zone_slots,slot_habitat_research,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\03_habitat_districts.txt
districts,district_rw_city,0,vanilla,Stellaris vanilla,common/districts/04_ringworld_districts.txt,zone_slots,slot_city_government,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\04_ringworld_districts.txt
districts,district_rw_city,0,vanilla,Stellaris vanilla,common/districts/04_ringworld_districts.txt,zone_slots,slot_city_01,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\04_ringworld_districts.txt
districts,district_rw_city,0,vanilla,Stellaris vanilla,common/districts/04_ringworld_districts.txt,zone_slots,slot_city_02,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\04_ringworld_districts.txt
districts,district_rw_hive,0,vanilla,Stellaris vanilla,common/districts/04_ringworld_districts.txt,zone_slots,slot_city_government,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\04_ringworld_districts.txt
districts,district_rw_hive,0,vanilla,Stellaris vanilla,common/districts/04_ringworld_districts.txt,zone_slots,slot_city_01,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\04_ringworld_districts.txt
districts,district_rw_hive,0,vanilla,Stellaris vanilla,common/districts/04_ringworld_districts.txt,zone_slots,slot_city_02,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\04_ringworld_districts.txt
districts,district_rw_nexus,0,vanilla,Stellaris vanilla,common/districts/04_ringworld_districts.txt,zone_slots,slot_city_government,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\04_ringworld_districts.txt
districts,district_rw_nexus,0,vanilla,Stellaris vanilla,common/districts/04_ringworld_districts.txt,zone_slots,slot_city_01,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\04_ringworld_districts.txt
districts,district_rw_nexus,0,vanilla,Stellaris vanilla,common/districts/04_ringworld_districts.txt,zone_slots,slot_city_02,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\04_ringworld_districts.txt
districts,district_rw_generator,0,vanilla,Stellaris vanilla,common/districts/04_ringworld_districts.txt,zone_slots,slot_energy,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\04_ringworld_districts.txt
districts,district_rw_commercial,0,vanilla,Stellaris vanilla,common/districts/04_ringworld_districts.txt,zone_slots,slot_city_04,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\04_ringworld_districts.txt
districts,district_rw_science,0,vanilla,Stellaris vanilla,common/districts/04_ringworld_districts.txt,zone_slots,slot_city_01,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\04_ringworld_districts.txt
districts,district_rw_farming,0,vanilla,Stellaris vanilla,common/districts/04_ringworld_districts.txt,zone_slots,slot_food,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\04_ringworld_districts.txt
districts,district_rw_urban_1,0,vanilla,Stellaris vanilla,common/districts/04_ringworld_districts.txt,zone_slots,slot_rw_urban_01,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\04_ringworld_districts.txt
districts,district_rw_urban_2,0,vanilla,Stellaris vanilla,common/districts/04_ringworld_districts.txt,zone_slots,slot_rw_urban_02,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\04_ringworld_districts.txt
districts,district_rw_urban_3,0,vanilla,Stellaris vanilla,common/districts/04_ringworld_districts.txt,zone_slots,slot_rw_urban_03,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\04_ringworld_districts.txt
districts,district_craglands,0,vanilla,Stellaris vanilla,common/districts/05_wilderness_districts.txt,zone_slots,slot_city_government,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\05_wilderness_districts.txt
districts,district_craglands,0,vanilla,Stellaris vanilla,common/districts/05_wilderness_districts.txt,zone_slots,slot_city_01,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\05_wilderness_districts.txt
districts,district_craglands,0,vanilla,Stellaris vanilla,common/districts/05_wilderness_districts.txt,zone_slots,slot_city_02,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\05_wilderness_districts.txt
districts,district_photosynthesis_fields,0,vanilla,Stellaris vanilla,common/districts/05_wilderness_districts.txt,zone_slots,slot_energy,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\05_wilderness_districts.txt
districts,district_hollow_mountains,0,vanilla,Stellaris vanilla,common/districts/05_wilderness_districts.txt,zone_slots,slot_minerals,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\05_wilderness_districts.txt
districts,district_orchard_forests,0,vanilla,Stellaris vanilla,common/districts/05_wilderness_districts.txt,zone_slots,slot_food,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\05_wilderness_districts.txt
districts,district_mining_rare_crystals,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_mining_betharian,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_mining_engineering,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_mining_physics,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_generator_volatile_motes,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_generator_physics,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_farming_exotic_gases,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_farming_society,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_orders_demesne,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_hab_mining_rare_crystals,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_hab_energy_volatile_motes,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_hab_energy_exotic_gases,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_arcology_mixed_industry,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_arcology_arms_industry,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_arcology_civilian_industry,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_arcology_research,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_arcology_research_physics,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_arcology_research_society,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_arcology_research_engineering,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_arcology_administrative,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_arcology_spiritualist,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_arcology_organic_housing,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_arcology_fortress,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_arcology_trade,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_ring_world_industrial,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_ring_world_foundry,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_ring_world_factory,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_ring_world_research,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_ring_world_research_physics,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_ring_world_research_society,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_ring_world_research_engineering,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_ring_world_administrative,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_ring_world_spiritualist,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_ring_world_organic_housing,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_ring_world_fortress,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_ring_world_trade,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_ring_world_food,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_ring_world_energy,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_nexus_industrial,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_nexus_foundry,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_nexus_factory,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_nexus_research,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_nexus_research_physics,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_nexus_research_society,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_nexus_research_engineering,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_nexus_administrative,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_nexus_spiritualist,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_nexus_organic_housing,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_nexus_fortress,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_nexus_trade,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
