mod_id,slug,relative_path,top_dir,second_dir,ai_weight,ai_weight_coefficient,ai_resource_production,ai_priority,ai_budget,economic_plan,desired_max,focus,potential,scripted_trigger,scripted_value,on_action,country_event,planet_event,megastructure,technology,strategic_resource,ship_size,component,starbase,personality
3610149307,stellar-ai,common/inline_scripts/ai/ai_base.txt,common,inline_scripts,0,0,0,0,0,38,0,0,19,0,0,0,0,0,0,0,1,0,0,0,0
3610149307,stellar-ai,common/inline_scripts/stellarai/building_biolab_2_weight.txt,common,inline_scripts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3610149307,stellar-ai,common/inline_scripts/stellarai/building_biolab_3_weight.txt,common,inline_scripts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3610149307,stellar-ai,common/inline_scripts/stellarai/building_engineering_facility_2_weight.txt,common,inline_scripts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3610149307,stellar-ai,common/inline_scripts/stellarai/building_engineering_facility_3_weight.txt,common,inline_scripts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3610149307,stellar-ai,common/inline_scripts/stellarai/building_factory_1_weight.txt,common,inline_scripts,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3610149307,stellar-ai,common/inline_scripts/stellarai/building_foundry_1_weights.txt,common,inline_scripts,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3610149307,stellar-ai,common/inline_scripts/stellarai/building_physics_lab_2_weight.txt,common,inline_scripts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3610149307,stellar-ai,common/inline_scripts/stellarai/building_physics_lab_3_weight.txt,common,inline_scripts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3610149307,stellar-ai,common/inline_scripts/stellarai/building_research_lab_1_weight.txt,common,inline_scripts,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3610149307,stellar-ai,common/inline_scripts/stellarai/building_research_lab_2_weight.txt,common,inline_scripts,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3610149307,stellar-ai,common/inline_scripts/stellarai/building_research_lab_3_weight.txt,common,inline_scripts,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3610149307,stellar-ai,common/inline_scripts/stellarai/common_tier1_specialized_research_weight.txt,common,inline_scripts,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3610149307,stellar-ai,common/inline_scripts/stellarai/rare_resource_guard_modifiers.txt,common,inline_scripts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
3610149307,stellar-ai,common/inline_scripts/stellarai/rare_resource_producer_recovery_modifiers.txt,common,inline_scripts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
3610149307,stellar-ai,common/inline_scripts/stellarai/specialized_research_building_common_weight.txt,common,inline_scripts,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
3610149307,stellar-ai,common/inline_scripts/zones/shared_energy_zone.txt,common,inline_scripts,1,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3610149307,stellar-ai,common/inline_scripts/zones/shared_exotic_gases_zone.txt,common,inline_scripts,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
3610149307,stellar-ai,common/inline_scripts/zones/shared_food_zone.txt,common,inline_scripts,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3610149307,stellar-ai,common/inline_scripts/zones/shared_fortress_zone.txt,common,inline_scripts,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3610149307,stellar-ai,common/inline_scripts/zones/shared_industrial_factory_zone.txt,common,inline_scripts,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3610149307,stellar-ai,common/inline_scripts/zones/shared_industrial_foundry_zone.txt,common,inline_scripts,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3610149307,stellar-ai,common/inline_scripts/zones/shared_industrial_zone.txt,common,inline_scripts,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3610149307,stellar-ai,common/inline_scripts/zones/shared_minerals_zone.txt,common,inline_scripts,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3610149307,stellar-ai,common/inline_scripts/zones/shared_rare_crystals_zone.txt,common,inline_scripts,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
3610149307,stellar-ai,common/inline_scripts/zones/shared_research_engineering_zone.txt,common,inline_scripts,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3610149307,stellar-ai,common/inline_scripts/zones/shared_research_physics_zone.txt,common,inline_scripts,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3610149307,stellar-ai,common/inline_scripts/zones/shared_research_society_zone.txt,common,inline_scripts,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3610149307,stellar-ai,common/inline_scripts/zones/shared_research_zone.txt,common,inline_scripts,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
3610149307,stellar-ai,common/inline_scripts/zones/shared_unity_zone.txt,common,inline_scripts,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
3610149307,stellar-ai,common/inline_scripts/zones/shared_volatile_motes_zone.txt,common,inline_scripts,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
3610149307,stellar-ai,common/pop_jobs/~stellarai_gestalt_jobs.txt,common,pop_jobs,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
3610149307,stellar-ai,common/pop_jobs/~stellarai_specialist_jobs.txt,common,pop_jobs,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
3610149307,stellar-ai,common/scripted_variables/stellarai_scripted_variables.txt,common,scripted_variables,32,0,0,0,0,11,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0
3610149307,stellar-ai,common/strategic_resources/00_strategic_resources.txt,common,strategic_resources,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3610149307,stellar-ai,common/zones/00_zones.txt,common,zones,8,8,0,21,0,0,0,0,27,0,0,0,0,0,0,1,0,0,0,0,0
3610149307,stellar-ai,events/111_stellarai_commitment_events.txt,events,,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
3610149307,stellar-ai,localisation/stellaris_l_english.yml,localisation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78
1121692237,gigastructural-engineering-more-44,common/agreement_term_values/giga_amb_term_values.txt,common,agreement_term_values,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1121692237,gigastructural-engineering-more-44,common/agreement_terms/giga_amb_terms.txt,common,agreement_terms,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1121692237,gigastructural-engineering-more-44,common/ai_budget/00_negative_mass_budget.txt,common,ai_budget,0,0,0,0,1,0,5,0,14,0,0,0,0,0,22,2,0,0,0,6,0
1121692237,gigastructural-engineering-more-44,common/ai_budget/00_sentient_metal_budget.txt,common,ai_budget,0,0,0,0,1,0,5,0,14,0,0,0,0,0,22,2,0,0,0,6,0
1121692237,gigastructural-engineering-more-44,common/ai_budget/giga_amb_budget.txt,common,ai_budget,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,3,0,0,0,0,0
1121692237,gigastructural-engineering-more-44,common/ai_budget/giga_budgets.txt,common,ai_budget,0,0,0,0,0,0,1,0,4,0,0,0,0,0,4,2,0,0,0,1,0
1121692237,gigastructural-engineering-more-44,common/ai_budget/giga_frameworld_budgets.txt,common,ai_budget,0,0,0,0,0,0,6,0,7,0,0,0,0,0,1,0,0,0,0,0,0
1121692237,gigastructural-engineering-more-44,common/ai_budget/giga_special_purpose_budgets.txt,common,ai_budget,0,0,0,0,0,0,5,0,5,0,0,0,0,0,3,2,0,0,0,0,0
1121692237,gigastructural-engineering-more-44,common/ambient_objects/giga_ambient_objects.txt,common,ambient_objects,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0
1121692237,gigastructural-engineering-more-44,common/archaeological_site_types/giga_arc_sites.txt,common,archaeological_site_types,0,0,0,0,0,0,0,0,7,0,0,0,8,0,4,0,0,0,0,0,0
1121692237,gigastructural-engineering-more-44,common/archaeological_site_types/giga_birch_origin_arc_sites.txt,common,archaeological_site_types,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1121692237,gigastructural-engineering-more-44,common/armies/aeternum_armies.txt,common,armies,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1121692237,gigastructural-engineering-more-44,common/armies/blokkat_armies.txt,common,armies,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1121692237,gigastructural-engineering-more-44,common/armies/corrona_armies.txt,common,armies,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0
1121692237,gigastructural-engineering-more-44,common/armies/eawaf_armies.txt,common,armies,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0
1121692237,gigastructural-engineering-more-44,common/armies/giga_armies.txt,common,armies,1,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0
1121692237,gigastructural-engineering-more-44,common/armies/giga_flavorsystems_armies.txt,common,armies,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1121692237,gigastructural-engineering-more-44,common/armies/giga_frameworld_armies.txt,common,armies,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
1121692237,gigastructural-engineering-more-44,common/armies/maginot_armies.txt,common,armies,2,0,0,0,0,0,0,0,10,0,0,0,0,0,2,0,0,0,0,0,0
1121692237,gigastructural-engineering-more-44,common/ascension_perks/01_ascension_perk_low_prio_overwrites.txt,common,ascension_perks,2,0,0,0,0,0,0,0,2,0,0,0,0,0,5,7,0,0,0,0,0
1121692237,gigastructural-engineering-more-44,common/ascension_perks/giga_ascension_perk_medium_prio_overwrites.txt,common,ascension_perks,2,0,0,0,0,0,0,0,3,0,0,0,1,0,0,2,0,0,0,5,0
1121692237,gigastructural-engineering-more-44,common/ascension_perks/giga_ascension_perks.txt,common,ascension_perks,5,0,0,0,0,0,0,1,5,0,0,0,1,0,15,22,0,0,0,0,0
1121692237,gigastructural-engineering-more-44,common/bombardment_stances/giga_bombardment_stances.txt,common,bombardment_stances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1121692237,gigastructural-engineering-more-44,common/buildings/giga_aeternum_buildings.txt,common,buildings,8,0,0,0,0,0,0,0,11,0,0,0,0,0,1,1,0,0,0,0,0
1121692237,gigastructural-engineering-more-44,common/buildings/giga_amb_buildings.txt,common,buildings,0,0,1,0,0,0,0,0,20,0,0,0,0,0,0,5,0,0,0,0,0
1121692237,gigastructural-engineering-more-44,common/buildings/giga_asteroid_industry_buildings.txt,common,buildings,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1121692237,gigastructural-engineering-more-44,common/buildings/giga_blokkat_buildings.txt,common,buildings,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1121692237,gigastructural-engineering-more-44,common/buildings/giga_buildings.txt,common,buildings,10,0,31,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,4,0
1121692237,gigastructural-engineering-more-44,common/buildings/giga_catalyst_buildings.txt,common,buildings,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
1121692237,gigastructural-engineering-more-44,common/buildings/giga_corrona_buildings.txt,common,buildings,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
1121692237,gigastructural-engineering-more-44,common/buildings/giga_eawaf_buildings.txt,common,buildings,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1121692237,gigastructural-engineering-more-44,common/buildings/giga_elysium_capitals.txt,common,buildings,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,13,0,0,0,0,0
1121692237,gigastructural-engineering-more-44,common/buildings/giga_elysium_other_buildings.txt,common,buildings,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,29,0,0,0,0,0
1121692237,gigastructural-engineering-more-44,common/buildings/giga_fallen_empire_buildings.txt,common,buildings,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
1121692237,gigastructural-engineering-more-44,common/buildings/giga_flusion_buildings.txt,common,buildings,7,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
1121692237,gigastructural-engineering-more-44,common/buildings/giga_frameworld_buildings.txt,common,buildings,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,13,0,0,0,0,0
1121692237,gigastructural-engineering-more-44,common/buildings/giga_gas_giant_habitat_buildings.txt,common,buildings,3,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1121692237,gigastructural-engineering-more-44,common/buildings/giga_maginot_buildings.txt,common,buildings,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1121692237,gigastructural-engineering-more-44,common/buildings/giga_matrioshka_brain_uplinks.txt,common,buildings,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
1121692237,gigastructural-engineering-more-44,common/buildings/giga_ring_world_buildings.txt,common,buildings,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1121692237,gigastructural-engineering-more-44,common/button_effects/!!!speeddial_button_effects.txt,common,button_effects,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
1121692237,gigastructural-engineering-more-44,common/button_effects/!!!speeddial_button_mod_effects.txt,common,button_effects,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1121692237,gigastructural-engineering-more-44,common/button_effects/ehof_activation.txt,common,button_effects,0,0,0,0,0,0,0,0,55,0,0,0,25,0,10,18,0,0,0,2,0
1121692237,gigastructural-engineering-more-44,common/button_effects/giga_achievements.txt,common,button_effects,0,0,0,0,0,0,0,0,494,0,0,0,122,0,2,0,0,0,0,0,0
1121692237,gigastructural-engineering-more-44,common/button_effects/giga_aeternum_button_effects.txt,common,button_effects,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0
1121692237,gigastructural-engineering-more-44,common/button_effects/giga_birch_button_effects.txt,common,button_effects,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
1121692237,gigastructural-engineering-more-44,common/button_effects/giga_blokkat_button_effects.txt,common,button_effects,0,0,0,0,0,0,0,0,41,0,0,0,2,0,0,0,0,0,0,0,0
1121692237,gigastructural-engineering-more-44,common/button_effects/giga_button_compendium.txt,common,button_effects,0,0,0,0,0,0,0,0,17,0,0,0,1,0,0,0,0,0,0,0,0
1121692237,gigastructural-engineering-more-44,common/button_effects/giga_button_effects.txt,common,button_effects,0,0,0,0,0,0,0,0,320,0,0,0,1,0,1,0,0,0,0,0,0
1121692237,gigastructural-engineering-more-44,common/button_effects/giga_eawaf_sirens_button_effects.txt,common,button_effects,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0
1121692237,gigastructural-engineering-more-44,common/button_effects/giga_flavor_button_effects.txt,common,button_effects,0,0,0,0,0,0,0,0,42,0,0,0,20,0,5,2,0,0,0,0,0
1121692237,gigastructural-engineering-more-44,common/button_effects/giga_flusion_button_effects.txt,common,button_effects,0,0,0,0,0,0,0,0,121,0,0,0,121,0,0,0,0,0,0,0,0
1121692237,gigastructural-engineering-more-44,common/button_effects/giga_mega_tooltip_effects.txt,common,button_effects,0,0,0,0,0,0,0,0,58,0,0,0,0,0,57,0,0,0,0,0,0
1121692237,gigastructural-engineering-more-44,common/button_effects/giga_megastructure_view.txt,common,button_effects,0,0,0,0,0,0,0,0,31,0,0,0,2,2,79,0,0,0,0,0,0
1121692237,gigastructural-engineering-more-44,common/button_effects/giga_menubars_effects.txt,common,button_effects,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0
1121692237,gigastructural-engineering-more-44,common/button_effects/giga_menusystems_effects.txt,common,button_effects,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
1121692237,gigastructural-engineering-more-44,common/bypass/ehof_giga_new_bypass.txt,common,bypass,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6,0,0,0,0,0,0
1121692237,gigastructural-engineering-more-44,common/bypass/giga_bypass.txt,common,bypass,0,0,0,0,0,0,0,0,13,0,0,2,0,0,16,0,0,0,0,0,0
1121692237,gigastructural-engineering-more-44,common/bypass/katzen_bypass.txt,common,bypass,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
1121692237,gigastructural-engineering-more-44,common/bypass/overwrite_bypasses.txt,common,bypass,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1121692237,gigastructural-engineering-more-44,common/casus_belli/giga_aeternum_casus_belli.txt,common,casus_belli,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1121692237,gigastructural-engineering-more-44,common/casus_belli/giga_casus_belli.txt,common,casus_belli,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0
1121692237,gigastructural-engineering-more-44,common/casus_belli/giga_katzen_casus_belli.txt,common,casus_belli,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1121692237,gigastructural-engineering-more-44,common/colony_automation/01_giga_elysium_automation.txt,common,colony_automation,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1121692237,gigastructural-engineering-more-44,common/colony_automation_exceptions/giga_frameworld_exceptions.txt,common,colony_automation_exceptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1121692237,gigastructural-engineering-more-44,common/colony_types/aeternum_colony_types.txt,common,colony_types,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1121692237,gigastructural-engineering-more-44,common/colony_types/giga_amb_colony_types.txt,common,colony_types,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1121692237,gigastructural-engineering-more-44,common/colony_types/giga_eawaf_colony_types.txt,common,colony_types,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1121692237,gigastructural-engineering-more-44,common/colony_types/giga_frameworld_colony_types.txt,common,colony_types,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1121692237,gigastructural-engineering-more-44,common/colony_types/giga_gas_giant_habitat_colony_types.txt,common,colony_types,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1121692237,gigastructural-engineering-more-44,common/colony_types/giga_pre_ftl_colony_types.txt,common,colony_types,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
1121692237,gigastructural-engineering-more-44,common/colony_types/katzen_colony_types.txt,common,colony_types,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1121692237,gigastructural-engineering-more-44,common/colony_types/maginot_colony_types.txt,common,colony_types,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1121692237,gigastructural-engineering-more-44,common/component_sets/giga_aeternum_component_sets.txt,common,component_sets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
1121692237,gigastructural-engineering-more-44,common/component_sets/giga_blokkat_component_sets.txt,common,component_sets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
1121692237,gigastructural-engineering-more-44,common/component_sets/giga_component_sets.txt,common,component_sets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0
1121692237,gigastructural-engineering-more-44,common/component_sets/giga_eawaf_component_sets.txt,common,component_sets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
1121692237,gigastructural-engineering-more-44,common/component_sets/giga_maginot_component_sets.txt,common,component_sets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1121692237,gigastructural-engineering-more-44,common/component_sets/giga_systemcraft_pk_component_sets.txt,common,component_sets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
1121692237,gigastructural-engineering-more-44,common/component_slot_templates/giga_component_slots.txt,common,component_slot_templates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
1121692237,gigastructural-engineering-more-44,common/component_slot_templates/giga_maginot_component_slot_templates.txt,common,component_slot_templates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1121692237,gigastructural-engineering-more-44,common/component_tags/00_giga_tags.txt,common,component_tags,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1121692237,gigastructural-engineering-more-44,common/component_templates/aeternum_components.txt,common,component_templates,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,47,0,0
1121692237,gigastructural-engineering-more-44,common/component_templates/asteroid_artillery_components.txt,common,component_templates,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
1121692237,gigastructural-engineering-more-44,common/component_templates/blokkat_components.txt,common,component_templates,18,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,133,3,0
1121692237,gigastructural-engineering-more-44,common/component_templates/bulk_matter_components.txt,common,component_templates,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1121692237,gigastructural-engineering-more-44,common/component_templates/ehof_t1_components.txt,common,component_templates,59,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,314,14,0
1121692237,gigastructural-engineering-more-44,common/component_templates/ehof_t2_components.txt,common,component_templates,41,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,238,52,0
1121692237,gigastructural-engineering-more-44,common/component_templates/ehof_t3_components.txt,common,component_templates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0
1121692237,gigastructural-engineering-more-44,common/component_templates/giga_anti_celestial_weapons.txt,common,component_templates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,0
1121692237,gigastructural-engineering-more-44,common/component_templates/giga_auras.txt,common,component_templates,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0
1121692237,gigastructural-engineering-more-44,common/component_templates/giga_computers.txt,common,component_templates,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0
1121692237,gigastructural-engineering-more-44,common/component_templates/giga_corrona_weapons.txt,common,component_templates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
1121692237,gigastructural-engineering-more-44,common/component_templates/giga_eawaf_components.txt,common,component_templates,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0
1121692237,gigastructural-engineering-more-44,common/component_templates/giga_flusion_weapons.txt,common,component_templates,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,2,0
1121692237,gigastructural-engineering-more-44,common/component_templates/giga_frameworld_components.txt,common,component_templates,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
1121692237,gigastructural-engineering-more-44,common/component_templates/giga_maginot_components.txt,common,component_templates,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0
1121692237,gigastructural-engineering-more-44,common/component_templates/giga_placeholder_components.txt,common,component_templates,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0
1121692237,gigastructural-engineering-more-44,common/component_templates/giga_planetcraft_components.txt,common,component_templates,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,16,0,0
1121692237,gigastructural-engineering-more-44,common/component_templates/giga_systemcraft_components.txt,common,component_templates,6,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,3,67,0,0
1121692237,gigastructural-engineering-more-44,common/component_templates/giga_war_moon_components.txt,common,component_templates,7,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,52,0,0
1121692237,gigastructural-engineering-more-44,common/component_templates/zzz_acot_placeholder_components.txt,common,component_templates,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0
1121692237,gigastructural-engineering-more-44,common/council_agendas/giga_agendas.txt,common,council_agendas,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1121692237,gigastructural-engineering-more-44,common/country_types/giga_aeternum_country_types.txt,common,country_types,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0
