run_id,checkpoint_year,date,empire_rank,empire_name,country_id,economy_power,tech_power,fleet_power,naval_capacity_used,naval_capacity_available,research,alloys_income,consumer_goods_income,energy_income,minerals_income,food_income,pops,colonies,systems,habitats,megastructures,deficits,notes,evidence_file
observer-20260707T105756Z,2300,2300.01.01,8,Da-Crannian Empire,16777226,2111.434,5485,85,85,,561.11,103.601,128.337,664.319,414.487,290.902,23860,5,,,11,,save country type 2; regular AI benchmark excludes fallen/special countries,saves\autosave_2300.01.01.sav
observer-20260707T105756Z,2300,2300.01.01,9,Feral Hesukaran Annihilators,2,1807.748,1657.5,195,195,,155.317,128.723,,506.917,348.764,303.438,19302,2,,,,,save country type 2; regular AI benchmark excludes fallen/special countries,saves\autosave_2300.01.01.sav
observer-20260707T105756Z,2300,2300.01.01,10,Kraotre Commonwealth,16777221,1330.315,3460,154,154,,236.132,48.279,134.484,298.456,277.644,171.202,6644,2,,,9,,save country type 10; regular AI benchmark excludes fallen/special countries,saves\autosave_2300.01.01.sav
observer-20260707T105756Z,2300,2300.01.01,11,Chardatii League,16777228,822.332,2770,5,5,,207.507,36.163,98.101,174.938,112.699,156.369,11472,1,,,,,save country type 1; regular AI benchmark excludes fallen/special countries,saves\autosave_2300.01.01.sav
observer-20260707T105756Z,2300,2300.01.01,12,Great %ADJECTIVE% Drilyid Regime,3,590.919,2742.5,58,58,,143.192,21.197,94.941,143.301,102.214,60.968,6342,1,,,1,,save country type country; regular AI benchmark excludes fallen/special countries,saves\autosave_2300.01.01.sav
observer-20260707T105756Z,2325,2325.01.01,1,Vazuran Hegemony,117440581,6654.571,282877.5,555,555,,561.619,487.739,106.888,1906.178,724.654,726.684,34023,12,,,37,,save country type country; regular AI benchmark excludes fallen/special countries,saves\autosave_2325.01.01.sav
observer-20260707T105756Z,2325,2325.01.01,2,Divine %ADJECTIVE% Maganir Council,16777223,4205.168,5540,184,184,,615.242,209.244,493.16,759.495,681.276,292.806,18642,6,,,14,,save country type country; regular AI benchmark excludes fallen/special countries,saves\autosave_2325.01.01.sav
observer-20260707T105756Z,2325,2325.01.01,3,NAME_The_Chosen,47,4130.065,4325,167,167,,592.368,137.933,394.92,767.319,538.491,735.883,44273,6,,,5,,save country type 2; regular AI benchmark excludes fallen/special countries,saves\autosave_2325.01.01.sav
observer-20260707T105756Z,2325,2325.01.01,4,Luo-xu-li State,16777222,3897.295,8205,39,39,,1463.19,200.314,133.637,1014.702,678.955,242.342,20676,3,,,23,,save country type 2; regular AI benchmark excludes fallen/special countries,saves\autosave_2325.01.01.sav
observer-20260707T105756Z,2325,2325.01.01,5,Sicnaü Mandate,16777227,3781.423,3520,20,20,,256.855,78.526,314.067,624.964,482.726,556.38,19561,7,,,8,,save country type country; regular AI benchmark excludes fallen/special countries,saves\autosave_2325.01.01.sav
observer-20260707T105756Z,2325,2325.01.01,6,Da-Crannian Empire,16777226,2899.648,8110,105,105,,816.464,140.553,190.837,895.891,549.66,297.702,34961,5,,,14,,save country type 2; regular AI benchmark excludes fallen/special countries,saves\autosave_2325.01.01.sav
observer-20260707T105756Z,2325,2325.01.01,7,Feral Hesukaran Annihilators,2,2366.485,2335,305,305,,163.909,178.47,,703.748,414.581,345.301,23374,2,,,1,,save country type 2; regular AI benchmark excludes fallen/special countries,saves\autosave_2325.01.01.sav
observer-20260707T105756Z,2325,2325.01.01,8,Sat'akhenese Regime,16777224,2265.412,3870,102,102,,322.119,40.052,259.902,467.23,362.938,271.836,21354,4,,,3,,save country type 2; regular AI benchmark excludes fallen/special countries,saves\autosave_2325.01.01.sav
observer-20260707T105756Z,2325,2325.01.01,9,Kraotre Commonwealth,16777221,1454.176,4480,114,114,,271.563,51.691,72.225,423.661,387.105,152.676,10292,4,,,12,,save country type country; regular AI benchmark excludes fallen/special countries,saves\autosave_2325.01.01.sav
observer-20260707T105756Z,2325,2325.01.01,10,Chardatii League,16777228,1113.178,3715,20,20,,192.094,56.656,88.866,316.982,143.17,190.905,13054,1,,,1,,save country type 1; regular AI benchmark excludes fallen/special countries,saves\autosave_2325.01.01.sav
observer-20260707T105756Z,2325,2325.01.01,11,Luo-xu-li Corporate_Alliance,100663297,1016.319,6442.5,178,178,,30,20.732,162.613,128.739,26,319.304,6475,1,,,1,,save country type 2; regular AI benchmark excludes fallen/special countries,saves\autosave_2325.01.01.sav
observer-20260707T105756Z,2325,2325.01.01,12,Great %ADJECTIVE% Drilyid Regime,3,853.13,3402.5,0,0,,81.332,46.435,15,117.515,92.431,95.252,6101,1,,,2,,save country type country; regular AI benchmark excludes fallen/special countries,saves\autosave_2325.01.01.sav
