run_id,checkpoint_year,date,empire_rank,empire_name,country_id,economy_power,tech_power,fleet_power,naval_capacity_used,naval_capacity_available,research,alloys_income,consumer_goods_income,energy_income,minerals_income,food_income,pops,colonies,systems,habitats,megastructures,deficits,notes,evidence_file
observer-20260707T073706Z,2300,2300.01.01,1,Werdo Accord,16777225,4352.829,4965,250,250,,726.866,298.454,,1106.701,954.914,459.935,32330,5,,,16,,save country type country; regular AI benchmark excludes fallen/special countries,exports\saves\autosave_2300.01.01.sav
observer-20260707T073706Z,2300,2300.01.01,2,Nintidarite %ADJ% Divine Empire,16777227,3824.239,4815,194,186,,853.846,114.429,309.287,1257.035,680.57,224.739,23439,5,,,8,,save country type 1; regular AI benchmark excludes fallen/special countries,exports\saves\autosave_2300.01.01.sav
observer-20260707T073706Z,2300,2300.01.01,3,Balajid Hive,16777223,2196.203,3497.5,148,148,,419.233,74.852,,543.915,434.266,487.363,27973,4,,,1,,save country type 1; regular AI benchmark excludes fallen/special countries,exports\saves\autosave_2300.01.01.sav
observer-20260707T073706Z,2300,2300.01.01,4,NAME_The_Chosen,44,1913.332,4017.5,64,64,,479.249,38.826,327.909,466.632,221.344,24.8,34063,6,,,6,,save country type 2; regular AI benchmark excludes fallen/special countries,exports\saves\autosave_2300.01.01.sav
observer-20260707T073706Z,2300,2300.01.01,5,Ahutahinan Destroyers,16777220,1303.729,2465,36,58,,207.604,14.428,136.469,236.096,360.781,95.671,13860,3,,,2,,save country type 2; regular AI benchmark excludes fallen/special countries,exports\saves\autosave_2300.01.01.sav
observer-20260707T073706Z,2300,2300.01.01,6,Feral Hesukaran Annihilators,2,1045.395,2110,106,106,,150.404,75.705,,316.159,147.668,189.278,15781,1,,,2,,save country type 2; regular AI benchmark excludes fallen/special countries,exports\saves\autosave_2300.01.01.sav
observer-20260707T073706Z,2300,2300.01.01,7,Sakhônaran %ADJ% Sacred Mandate,16777216,975.657,2550,107,107,,447.549,34.715,91.167,314.394,124.577,132.322,16195,3,,,3,,save country type 2; regular AI benchmark excludes fallen/special countries,exports\saves\autosave_2300.01.01.sav
observer-20260707T073706Z,2300,2300.01.01,8,Grand Empire of Aquileia-Wingbardy,52,923.849,4080,38,38,,179.114,74.634,85.588,127.745,98.043,136.714,8949,1,,,1,,save country type country; regular AI benchmark excludes fallen/special countries,exports\saves\autosave_2300.01.01.sav
observer-20260707T073706Z,2300,2300.01.01,9,Landless %ADJECTIVE% Chatambachian Starfarers,3,87,3640,0,0,,30,5,15,17,,20,13748,2,,,1,,save country type country; regular AI benchmark excludes fallen/special countries,exports\saves\autosave_2300.01.01.sav
observer-20260707T073706Z,2325,2325.01.01,1,United Flusionian States,50,4523.564,9752.5,250,523,,1200.589,305.609,306.918,1193.056,583.918,314.563,4571,2,,,4,,save country type 2; regular AI benchmark excludes fallen/special countries,exports\saves\autosave_2325.01.01.sav
observer-20260707T073706Z,2325,2325.01.01,2,Balajid Hive,16777223,4099.236,5787.5,134,134,,877.304,127.029,,1289.432,646.136,806.073,40030,7,,,17,,save country type 2; regular AI benchmark excludes fallen/special countries,exports\saves\autosave_2325.01.01.sav
observer-20260707T073706Z,2325,2325.01.01,3,NAME_The_Chosen,44,2400.176,5312.5,64,64,,538.117,67.579,353.119,763.842,223.661,24.8,35820,6,,,9,,save country type 2; regular AI benchmark excludes fallen/special countries,exports\saves\autosave_2325.01.01.sav
observer-20260707T073706Z,2325,2325.01.01,4,Ahutahinan Destroyers,16777220,1553.637,3312.5,20,36,,166.057,16.993,180.843,312.729,329.47,67.532,12253,2,,,3,,save country type 2; regular AI benchmark excludes fallen/special countries,exports\saves\autosave_2325.01.01.sav
observer-20260707T073706Z,2325,2325.01.01,5,Feral Hesukaran Annihilators,2,1352.014,2855,141,141,,190.247,123.443,,470.191,208.838,222.137,18087,1,,,3,,save country type 2; regular AI benchmark excludes fallen/special countries,exports\saves\autosave_2325.01.01.sav
observer-20260707T073706Z,2325,2325.01.01,6,SPEC_Alari Kernel,16777217,1267.543,4235,0,0,,351.762,60.384,,524.702,259.11,,16474,6,,,9,,save country type country; regular AI benchmark excludes fallen/special countries,exports\saves\autosave_2325.01.01.sav
observer-20260707T073706Z,2325,2325.01.01,7,Grand Empire of Aquileia-Wingbardy,52,1237.641,4765,99,99,,161.213,58.271,116.855,235.006,223.256,162.368,10893,1,,,3,,save country type country; regular AI benchmark excludes fallen/special countries,exports\saves\autosave_2325.01.01.sav
observer-20260707T073706Z,2325,2325.01.01,8,Sakhônaran Imperium,33554473,678.129,2687.5,109,109,,120.091,40.672,67.392,209.841,39.5,112.963,6339,1,,,,,save country type 2; regular AI benchmark excludes fallen/special countries,exports\saves\autosave_2325.01.01.sav
observer-20260707T073706Z,2325,2325.01.01,9,Freebotomite Commonality,134217731,371.689,277.5,70,70,,37.2,7.154,15,141.092,112.202,30,2524,1,,,1,,save country type 2; regular AI benchmark excludes fallen/special countries,exports\saves\autosave_2325.01.01.sav
observer-20260707T073706Z,2325,2325.01.01,10,Azrean Empire,335544381,275.525,3240,20,20,,100.171,23.91,36.739,40.633,34.548,31.5,2950,1,,,1,,save country type 2; regular AI benchmark excludes fallen/special countries,exports\saves\autosave_2325.01.01.sav
